,smiles,logD
51,COC(C(=O)n1cc2[nH][nH]c(=NC(O)c3ccc(N4CCN(C)CC4)cc3)c2c1)c1ccccc1,2.0
52,CC(C)Oc1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)N=c2[nH]ccs2)c1,3.61
53,COc1ccc(C(=O)CS(=O)(=O)c2ccccc2)cc1,1.96
54,Cc1ccc(COC(=O)N2CC[C@H](CN=c3nccc[nH]3)[C@H](F)C2)cc1,3.21
55,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NS(=O)(=O)c2ccccc2)c1=O)C(=O)C(F)(F)F,2.26
56,CCOC(=O)C(Cc1ccc([N+](=O)[O-])cc1)NC(=O)c1ccccc1,2.79
57,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,3.72
58,COc1cc(N2CCN(C(C)=O)CC2)ccc1N=c1nc(-c2cnc3c(F)cc(F)cn23)c(Cl)c[nH]1,3.2
59,CCN(CCN(C)C)S(=O)(=O)c1ccc(-c2c[nH]c(=N)c(C(=O)Nc3cccnc3)n2)cc1,2.0
60,O=c1cc(-c2cccnc2)[nH]c2cc(Cc3ccccc3)ccc12,3.46
61,Cc1cccc(=NC(=O)c2ccc(-c3ccccc3)c(C#N)c2)[nH]1,3.71
62,O=c1c2ccccc2nc2n1CCO2,0.6
63,CNC(=O)c1snnc1-c1ccccc1,1.23
64,Cc1c(Cl)ccc(OC2CCN(C3CCN(C(=O)c4cccc(S(C)(=O)=O)c4)CC3)CC2)c1Cl,3.33
65,COc1ccnc(N(C)c2cc[nH]c(=Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)c1,2.23
66,Cc1ccc(Sc2ccccc2CN(C)C)c(N)c1,2.6
67,CC(C)(C)OC(=O)NC(Cc1ccccc1)C(=O)O,-1.1
68,O=C(O)C(Cc1ccc(F)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)cc3)CC2)CC1,1.9
69,OC(O)=c1[nH]c2cc(Cl)cc(Cl)c2c1=Cc1ccn(-c2ccccc2)c1O,1.85
70,CC(C)OC(=O)c1cn(Cc2c(F)cccc2F)c2sc(-c3ccc(NC(=O)C(C)C)cc3)c(CN(C)Cc3ccccc3)c2c1=O,3.5
71,C#CCn1c(=O)c2c(-c3nc(C#N)cn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,3.4
72,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2ccccc12,3.42
73,CCC(c1nc2ccsc2c(=O)n1Cc1ccc(Cl)cc1)N(CCCN)C(=O)c1ccc(C)cc1,2.32
74,CS(=O)(=O)C1(c2cc(N3CC4CCC(C3)O4)nc(-c3cccc4[nH]ccc34)n2)CC1,2.6
75,COc1ccc(CNC(=O)c2sc3nc(C)cc(C)c3c2N)cc1,3.85
76,Nc1ccc(S(=O)(=O)N=c2cccc[nH]2)cc1,-0.01
77,O=C(O)COc1ccc(Cl)cc1CN1CCN(S(=O)(=O)Cc2ccccc2)CC1,0.33
78,COc1ccc(-c2csc(=NC(=O)c3c(C)noc3C)[nH]2)cc1OC,3.16
79,N=c1[nH]c2ccc(-c3cccc(O)c3)cc2s1,3.1
80,N#CCNC(=O)C1CCCCC1C(=O)N1CCCCC1,0.9
81,CC(C)C(NC(=O)Cn1c(-c2cc(F)cc(F)c2)ncc(N)c1=O)C(=O)C(F)(F)F,1.38
82,C[C@H](C#N)NC(=O)C1CCCCC1C(=O)N1CCc2[nH]c3ccc(F)cc3c2C1,3.1
83,FC(F)(F)c1nnc2ccc(N3CCCCC3)nn12,3.0
84,CN=c1c(Br)c[nH]c2[nH]c(-c3cnn(C4CCN(C)CC4)c3)nc12,2.5
85,Oc1ccc(-c2nc3ccccc3nc2-c2ccc(O)cc2)cc1,2.7
86,O=c1[nH]c(O)c(Cc2ccc3ccccc3c2)s1,2.41
87,O=C(NC1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2cc(Cl)sc2[nH]1,3.37
88,Cc1cc(Cl)ccc1OC1CCN(CC2CCN(C(Cc3ccc(F)cc3)C(=O)O)CC2)CC1,2.53
89,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2CC3CNCC(C2)O3)ccc1Cl,1.55
90,CC(C)c1nnc2ccc(-c3ocnc3-c3cc(F)ccc3F)cn12,2.44
91,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc([S+](C)[O-])cc1,-0.01
92,N#CC1=C2C(=NC1=O)c1cccc3c(N4CCSCC4)ccc2c13,3.22
93,CC(C)CC(NC(=O)N1CCOCC1)C(=O)NCC#N,0.08
94,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)CN2CCOCC2)c1=O)C(=O)C(F)(F)F,2.0
95,Cc1ncc(-c2cc[nH]c(=Nc3ccc(C(=O)N4CCN(C)CC4)cc3)n2)n1C(C)C,2.1
96,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,-0.84
97,COCCC(=O)N[C@@H](C)c1ccc(N=c2nc3ccc(-c4ccncc4)cc3c[nH]2)cc1,3.05
98,Cc1ccc(CN2C(=O)CCSc3ccc(Cl)cc32)cc1,3.7
99,CCOC(=O)c1ccc(OCCC2(C#N)CCN(c3ccc(C)nn3)CC2)cc1,3.54
100,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=O)CCc1nn[nH]n1,-0.34
101,CCOc1ccc(-n2c(C(C)N(Cc3cccnc3)C(=O)Cc3ccc(OC(F)(F)F)cc3)nc3ncccc3c2=O)cc1,3.7
102,OC[C@H](N=c1nc(N=c2cc(C3CC3)[nH][nH]2)c(Cl)c[nH]1)c1ccc(F)cc1,3.75
103,Cc1cc2n[nH]c(=O)n2c2cc(-c3ccco3)ccc12,2.07
104,COc1cc2[nH]cnc(=Nc3cccc(O)c3)c2cc1OC,2.6
105,N=c1[nH]c(COCc2ccccc2)c(-c2ccc(NC(=O)C3CC3)cc2)c(=N)[nH]1,2.46
106,CC(Oc1ccc(Cl)cc1CN1CCN(C(=O)Cc2ccc(Cl)cc2)[C@@H](C)C1)C(=O)O,1.66
107,COc1cc(N2CCN(C(C)=O)CC2)ccc1N=c1nc(-c2cnc3ccccn23)c(C(F)(F)F)c[nH]1,3.7
108,Cc1c[nH]c(-c2ccc(C)c(NC(=O)c3ccc(OCc4ccccn4)cc3)c2)n1,3.19
109,CC(C)Oc1cc(-n2cnc3c[nH]c(=NC(C)c4ncc(F)cn4)nc32)[nH]n1,2.41
110,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1,3.53
111,O=C(NCc1ccncc1)c1ccc(Oc2ccccc2)cc1,3.26
112,COCCOc1cc2[nH]ccc(=Nc3cc(O)c(Cl)cc3F)c2cc1OC,2.64
113,CCS(=O)(=O)c1cccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c1,-0.66
114,COc1c(C)cnc(Cn2cnc3c(Cl)[nH]c(=N)nc32)c1C,1.67
115,Cn1c(=O)c2[nH]c(-c3cccnc3)nc2n(C)c1=O,0.7
116,FC(F)(F)c1nnc2ccc(N3CCCC3)nn12,2.41
117,OC1c2ccc([nH]2)C(O)N1Cc1ccccc1,2.21
118,COc1c(C/C=C(\C)CCC(=O)OCCN2CCOCC2)c(O)c2c(O)occ2c1C,2.26
119,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)C[C@@H](C)N1C(=O)Cc1ccccc1,0.7
120,O=C(NC(Cc1cccc(OCCCN=c2cccc[nH]2)c1)C(=O)O)c1c(Cl)cccc1Cl,0.16
121,N#Cc1c(-c2ccc(-c3ccccc3C(F)(F)F)cc2)[nH]c2ccncc2c1=O,3.3
122,COc1cc(-c2ccc(Nc3ccccc3C(=O)O)c(OC)c2)ccc1Nc1ccccc1C(=O)O,1.8
123,CNCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,1.89
124,Cc1cc2n[nH]c(=O)n2c2cc(-c3ccc(C(=O)N4CCOCC4)cc3)ccc12,2.77
125,COc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CC2,0.66
126,O=C(O)C(Cc1ccc(F)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,2.98
127,CCCCSc1nc(=N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1,1.51
128,NC(=O)c1cccc(C[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,1.19
129,COc1ccc(NC(=O)c2ccc(-c3ccncc3)c(C)c2)cc1N1CCN(C)CC1,2.56
130,CC(C)[C@@H](CN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)NC(=O)C1Cc2ccc(O)cc2CN1,2.39
131,C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(=Nc2cc(C3CC3)[nH]n2)c2cccn2[nH]1,3.16
132,NC1(c2ccc(-c3c(-c4ccccc4)ccn4ncnc34)cc2)CCC1,1.7
133,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,0.94
134,Cc1c[nH]c(=NC(=O)C2C(=O)c3ccccc3S(=O)(=O)N2C)s1,0.3
135,Oc1cccc2ccccc12,2.5
136,CN1CCc2cc(Cl)c(O)cc2[C@@H](c2ccccc2)C1,2.5
137,O=c1cc(-c2cccnc2)[nH]c2cc(C(O)c3ccccc3)ccc12,2.27
138,CCCCc1nc2c(=N)[nH]c3ccccc3c2n1CC(C)(C)O,2.37
139,CN1CCN(C(=O)c2cc3cc(Cl)ccc3[nH]2)CC1,2.4
140,N=C(N)NC(=O)c1nc(Cl)c(=NCc2ccccn2)[nH]c1N,-0.56
141,Cc1nc(Cl)c(Cl)n1Cc1sc2c(c1C(=O)N1CC[C@@H](O)C1)c(=O)n(C)c(=O)n2CC(C)C,1.61
142,NC(=O)c1c[nH]c(=N[C@H]2CCCNC2)c2cc(Br)sc12,1.08
143,COc1cc(N2CCN(C(C)=O)CC2)ccc1N=c1nc(-c2cnc3ccccn23)c(Br)c[nH]1,3.7
144,Cc1ncc(-c2cc[nH]c(=Nc3ccc(C#N)cc3)n2)n1C(C)C,3.62
145,COC(=O)COc1ccc(C(=O)Nc2ccc(F)cc2)cn1,2.43
146,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2ccc(F)cc2)c2ccc(S(C)(=O)=O)cc2)CC1,1.88
147,COc1ccc(CCN2CN=C(SCc3ccc(Cl)cc3)NC2)cc1OC,2.41
148,COc1c(C#N)cc2ccccc2c1C(=O)N(C)C[C@@H](CCN1CCC(c2ccc(O)cc2[S+](C)[O-])CC1)c1ccc(Cl)c(Cl)c1,3.5
149,Cn1c(=O)c2[nH]cnc2n(C)c1=O,-0.09
150,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,1.54
151,NC(Cc1c[nH]c2ccccc12)C(=O)O,-1.08
152,CCn1c(=O)ccc2cc(COc3cc(F)cc(C4(OC)CCOCC4)c3)ccc21,3.89
153,CN=c1cccc(CCOc2ccc(CC(NC(=O)c3c(C)cc(C)cc3C)C(=O)O)cc2)[nH]1,0.52
154,O=c1cc(OCc2ccccc2)cc[nH]1,1.69
155,NC(=O)Nc1cc(-c2ccsc2)sc1C(N)=O,2.3
156,CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccccc1,2.17
157,COc1ccccc1OCC(O)COC(N)=O,0.36
158,NC1(c2ccc(-c3ncc4cccnc4c3-c3ccccc3)cc2)CCC1,1.7
159,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2[nH]c(=NCCNCCO)ccc12,1.79
160,Cn1cc(C#N)cc1-c1c2c(=O)n(CCO)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,3.0
161,COc1cc(N2CCN(C(C)=O)CC2)ccc1N=c1nc(-c2cnc3cc(F)ccn23)c(Cl)c[nH]1,3.7
162,CCCSc1nc(N2CCOCC2)ccc1C(=O)N[C@H]1C2CC3CC1C[C@](O)(C3)C2,3.2
163,COc1cc(N=c2c(C#N)c[nH]c3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,3.5
164,Cc1ccc2c(c1)c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,2.18
165,CCn1c(=O)ccc2c[nH]c(=Nc3ccc(OC)c(OC)c3)nc21,2.7
166,CCOC(=O)Nc1cccc(C(c2ccc(C(=O)N(C)CC)cc2)N2CCN(Cc3c[nH]c(C)n3)CC2)c1,2.11
167,Cc1cccc(N(Cc2cc(F)c(F)cc2F)C(=O)O[C@H]2CN3CCC2CC3)c1,2.24
168,CS(=O)(=O)n1c2ccccc2c2cc(NC(=O)CCc3ccncc3)ccc21,3.4
169,COc1ccccc1Oc1ccc(N(Cc2cccnc2)S(=O)(=O)CC(F)(F)F)cc1,1.5
170,CCCNCc1cnc(-c2ccc(C(=O)Nc3ccccc3N)cc2)s1,1.75
171,COc1ccc(C(C)NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)cc1OC,1.8
172,O=C1C(=O)c2cccc([N+](=O)[O-])c2-c2ccccc21,2.6
173,Cc1ccc(-c2cn(C)cn2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,2.54
174,CCOc1ccc(-c2cnc3n2CCCCC3)cc1,3.01
175,C[C@H]1O[C@@H](n2cnc3c(=N)[nH]c(OCC45CC6CC(CC(C6)C4)C5)nc32)[C@H](O)[C@@H]1O,3.58
176,N#Cc1ccc(-c2ccc(S(=O)(=O)N=c3cccc(N)[nH]3)cc2)cc1,2.2
177,COc1cc[nH]c(=NC2CCN(C(=O)c3ccccc3)CC2)c1,2.06
178,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccccc1Cl,1.1
179,C[C@H]([C@H](O)c1ccc(O)cc1)N1CCC(O)(c2ccccc2)CC1,0.91
180,CCCSc1c(C(=O)NC2CCCCC2)cnn1-c1cccc(C(=O)O)c1,0.7
181,CC(=O)O[C@H]1CC[C@]2(C=O)[C@H]3CC[C@]4(C)C(c5coc(O)c5)CC[C@]4(O)[C@@H]3CC[C@]2(O)C1,0.64
182,CSc1ccc(C(=O)C(C)(C)N2CCOCC2)cc1,3.49
183,Cc1cc(C)cc(-c2c(OCCC3CCCCN3)c3cc(C(=O)N=c4cc[nH]cn4)c(Cl)cc3[nH]c2=O)c1,1.7
184,Cc1cccc(C)c1OC[C@@H](C)N,0.6
185,O=C(O)c1ccc(-n2ncc(C(=O)NC3C4CC5CC(C4)CC3C5)c2C2CCC2)cc1,1.33
186,CNC(=O)c1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,-0.89
187,COc1ccc(N=c2cc(Oc3cc(C)c(C)nc3-c3ccccn3)cc[nH]2)cc1,3.51
188,CC(=O)Nc1ccc(O)cc1,0.25
189,Cc1[nH]n(-c2ccccc2)c(=NS(=O)(=O)C2CCCCC2)c1C(=O)N[C@@H](C)C(C)(C)C,1.75
190,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1OC,0.63
191,O=c1cc(-c2ccco2)[nH]c2ccccc12,2.21
192,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)NC1CCN(c3ccc(C(F)(F)F)cn3)CC1)C(=O)C2,3.84
193,Cc1cc(C)c(C(=O)NC(Cc2ccc(OCCCN=c3cccc[nH]3)cc2)C(=O)O)c(C)c1,0.49
194,Cc1ccc(CO)cc1N(C)c1cc[nH]c(=Nc2cc(CN3CCOCC3)cc(N3CCOCC3)c2)n1,3.0
195,Cc1c(F)ccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,2.23
196,CCC(c1nc2nccnc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)cc1,-0.14
197,N#Cc1cccc(C(=O)N=c2cc(-c3ccccc3)[nH]n2-c2ccccc2)c1,3.82
198,CC(C)C[C@@H](CO)NS(=O)(=O)c1ccc(Cl)s1,2.8
199,O=C(O)C(c1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,2.23
200,CN1CCC[C@H]1CCN1CCCc2cc(N=C(N)c3cccs3)ccc21,0.37
201,COc1cc(OC)c(S(=O)(=O)NCc2ccccc2N2CCC(CO)CC2)cc1NC(C)=O,1.03
202,O=C(NC1CCCC1)C(c1ccncc1)N(Cc1ccco1)C(=O)c1ccc(-c2ccccc2)[nH]1,4.36
203,O=C(O)c1ccc[nH]c1=Nc1cccc(C(F)(F)F)c1,1.0
204,COc1cc(N2CCN(CCO)CC2)ccc1N=c1nc(-c2cnc3ccccn23)c(Cl)c[nH]1,3.2
205,CNC(=O)Nc1cc(-c2ccccc2)sc1C(N)=O,2.71
206,Cc1ncccc1Oc1ncnc(OC2CCN(C(=O)OC(C)C)CC2)c1C,3.8
207,O=Cc1ccccc1B(O)O,0.83
208,O=c1[nH]c(=S)[nH]c2[nH]cnc12,-1.48
209,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,3.06
210,C[C@@H](NC(=O)C1CCNCC1)c1ccc(N=c2nc3ccc(-c4ccncc4)cc3c[nH]2)cc1,0.4
211,O=C(O)C(c1ccccc1)N1CCCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)C1,2.6
212,COc1cc(N2CC3CN(CCO)CC(C2)O3)ccc1N=c1nc(-c2cnc3ccccn23)c(Cl)c[nH]1,2.5
213,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)OCc2ccncc2)c1=O)C(=O)C(F)(F)F,2.41
214,NC1(c2ccc(-c3ncc4ncccc4c3-c3ccccc3)cc2)CCC1,2.0
215,CCN(CC)C(=O)c1ccc(C(c2cccc(NC(=O)C3CC3)c2)N2CCN(CCOC)CC2)cc1,2.35
216,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,1.64
217,C[C@@H]1CN(c2ccccc2)CCN1C(=O)C1CCCCC1C(=O)NC1(C#N)CC1,2.35
218,CN=c1cccc(CCCc2ccc(CC(NC(=O)c3c(Cl)cccc3Cl)C(=O)O)s2)[nH]1,0.78
219,COc1ccc(-c2c(F)ccc3c(=N)c(C(=O)NC4CC4)n[nH]c23)c(OC)n1,3.37
220,CC(=O)c1ccc2[nH]c(-c3cccnc3)cc(=O)c2c1,1.41
221,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(C(=O)NCCc3ccccc3)cc12,2.51
222,COc1ncc2ncc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,-0.14
223,NC(=O)c1cccc(C[C@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,1.11
224,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1,0.42
225,CCCCn1c(Cc2cc(OC)c(OC)c(OC)c2)nc2c(=N)[nH]cnc21,2.39
226,CCN1C(=O)N(C)c2c[nH]c(=Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,2.75
227,CCOc1ccccc1CNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,1.13
228,N=c1cccc(CCc2ccc3cc[nH]c3c2)[nH]1,2.8
229,Cn1c(=O)c2c(-c3oc(S(C)(=O)=O)cc3Cl)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,3.97
230,O=C(OCC(O)CO)c1ccccc1N=c1cc[nH]c2cc(Cl)ccc12,3.5
231,Cc1cc(COc2ccc(NC(=O)C3C(C(O)=NO)CCCN3C)cc2)c2ccccc2n1,2.41
232,O=c1[nH]c(-c2ccccc2)nc2ccccc12,2.46
233,CC(=O)N=c1[nH]c(-c2cccs2)cs1,2.77
234,O=C(Nc1ccc(N2CCOCC2)nc1)c1n[nH]c(=Nc2ccccc2)o1,2.9
235,Cc1cc(=NCc2ccccc2)[nH]c2ccccc12,3.69
236,N#CC1(NC(=O)C2CCCCC2C(=O)N2CCc3[nH]c4c(Br)cccc4c3C2)CC1,3.12
237,CCCc1c(OCc2cccc(NC(=O)Cc3ccccc3C(=O)O)c2)ccc(C(C)=O)c1O,2.95
238,O=S(=O)(NCC(c1ccccc1)N1CCCCCC1)c1cccc(Cl)c1,3.39
239,CCn1c(-c2cc[nH]c(=Nc3ccc(C(=O)NC)cc3)n2)cnc1C,2.53
240,COc1cc2[nH]cnc(=Nc3ccc(OCc4ccccn4)c(C)c3)c2cc1OC,3.6
241,CN=c1[nH]c(C)c(-c2[nH]c(=Nc3cccc(N4CCNCC4)c3)ncc2C#N)s1,1.9
242,O=C(NS(=O)(=O)c1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,1.5
243,CCCCC(c1ccncc1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O,1.4
244,N=c1[nH][nH]c(=Nc2ccccc2)[nH]1,1.06
245,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1C[C@@H](O)CC(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,2.9
246,O=C(c1cc2cc(Cl)ccc2[nH]1)N1CCNCC1,1.65
247,CCCc1cc(OCc2ccccc2)cc(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,2.4
248,COc1cc(N2CCN(C(C)=O)CC2)ccc1N=c1nc(-c2cnc3cc(CO)ccn23)c(Cl)c[nH]1,3.1
249,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,3.6
250,O=C(CCN1CCCCC1)Nc1ccc(-c2cccn3c(=O)cc(N4CCOCC4)nc23)c2sc3ccccc3c12,2.9
251,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,2.61
252,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,0.48
253,CCN(c1cc[nH]c(=Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1)c1cc(CO)ccc1C,3.8
254,[O-]c1c2c(nn1-c1ccc(Cl)cc1)c1ccccc1c[n+]2Cc1ccccc1,4.5
