,smiles,logP,logD
69,CC(C)N(C(=O)Cc1ccccc1)C(C)C,3.1,
70,O=C(O)COc1cccc(C(F)(F)F)c1,2.36,
71,COc1ccccc1-c1nc2ccccc2[nH]1,3.02,
72,Cc1ccc(C(=O)N(C(C)C)C(C)C)cc1,2.5,
73,CN1CCOCC1,-0.33,
74,CC(C)(C)COC(N)=O,0.94,
75,COCCCNC(=S)Cn1cnc([N+](=O)[O-])n1,0.63,
76,CC(=O)Oc1ccc(C(O)(Cn2ccnc2)c2ccc(-c3ccncc3)cc2)cc1,2.61,
77,COc1cc(C2=Nc3cc(C)c(C)cc3NC3CC(C)(C)CC(=O)C23)cc(OC)c1OC(C)=O,4.21,
78,OCC1CC1c1ccccc1,1.95,
79,Clc1cc(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c(Cl)c1Cl,7.63,
80,CCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],-1.97,
81,O=C(Nc1cccc2cccnc12)C(F)(F)F,3.24,
82,c1ccc2cc3cc4c(ccc5ccccc54)cc3cc2c1,6.81,
83,CN(CCO)C1=C(N2CC2)C(=O)C(N(C)CCO)=C(N2CC2)C1=O,-0.37,
84,Cc1ccc(NC=O)cc1,1.61,
85,C=CCSc1ccccc1,3.51,
86,Nc1cc2c3ccccc3ccc2c2ccccc12,4.99,
87,CCN1C(=O)C(=O)c2c(OC)cc(OC)cc2C1=O,1.23,
88,CCCCCCCC1(CC)C(=O)NC(=O)NC1=O,2.91,
89,COC(=O)C(C)N(C(=O)c1ccco1)c1c(C)cccc1C,2.61,
90,CCCCn1cc(C)c(=O)[nH]c1=O,0.91,
91,O=C(/C=C/c1ccc2c(c1)OCO2)NCCCCNC(=O)/C=C/c1ccc2c(c1)OCO2,4.59,
92,OCC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,2.94,
93,Fc1ccc(SCc2ccccc2CCCN2CCOCC2)cc1,3.69,
94,ClCCc1ccccc1,2.95,
95,Cc1ccccc1O,1.95,
96,O=P1(N(CCCl)CCCl)NCCCO1,0.63,
97,CCOCCOCC,0.66,
98,CS(=O)(=O)N(c1ccccc1)S(C)(=O)=O,0.62,
99,COc1ccc([C@@H]2C(C(=O)N3CCCCCC3)c3ccccc3C(=O)N2Cc2ccc(F)cc2)cc1,5.01,
100,COc1cc2ccc(=NC(C)=O)c3c(c2c(OC)c1OC)CCC(=O)C(OC)C3,1.0,
101,NC(=O)Nc1ccc(Cl)c(Cl)c1,2.65,
102,Cc1cccc(C)c1NC(=O)c1cccc(CN2CCCCC2)c1,3.47,
103,CNC(=O)Oc1cccc(C(C)C)c1,2.63,
104,Cc1ccc(NC2=NCCN2)c(C)c1,1.79,
105,C=COCCn1cnc2[nH]c(=O)n(C)c(=N)c21,-0.78,
106,CCOC(=O)C=COc1ccccc1,3.18,
107,Cc1cc(Cl)ccc1NC(=O)c1cc(F)ccc1O,4.89,
108,c1cn[nH]c1,0.26,
109,Clc1cc(Cl)c(Cl)c(Oc2ccccc2)c1Cl,5.82,
110,CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,0.94,
111,CC1(c2ccc(Oc3ccccc3)cc2)OC(=O)N(Nc2ccccc2)C1=O,4.65,
112,CCn1nnnc1Oc1ccc(NC(=O)N(C)C)cc1Cl,1.5,
113,COc1cccc(C(O)C(C(=O)O)c2ccc(-c3ccccc3)cc2)c1,3.53,
114,CC(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,3.72,
115,CCCCCC=NC(=O)CNC(=O)C=[NH+][NH-],1.51,
116,CN(C)N=Nc1ccc(S(=O)(=O)CCO)cc1,1.15,
117,CCCCCCCCCCCCCc1ccccc1,9.36,
118,CCOC(=O)CCCCCn1nc2ccccc2n1,3.17,
119,CNc1cccc(C)c1,2.19,
120,NC(=O)c1c(Cl)cccc1Br,1.0,
121,CC(=O)NCC(=O)NC(Cc1ccccc1)C(N)=O,-0.56,
122,CC(=O)NC(Cc1ccc(O)cc1)C(N)=O,-0.87,
123,CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,1.83,
124,Cc1ccccc1C1=CCN(C)CC1,3.1,
125,CCN(CC)CCOC(=O)c1ccc(N)cc1,2.14,0.0
126,Cc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,2.4,
127,CN1CCOC(O)(c2ccc(Br)cc2)C1,1.57,
128,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)C(O)C2,0.33,
129,Oc1ccc(O)n1-c1cccc(Br)c1,1.09,
130,CCc1csc(-c2ccc(C(C)C(=O)O)cc2)n1,3.75,
131,CCc1nc(C#N)c(C#N)nc1Cl,1.79,
132,O=c1[nH]c(-c2ccccc2)nc2[nH]nnc12,1.27,
133,CC(=O)N1Cc2ccccc2CC1C(=O)OCc1ccc(C#N)cc1,2.41,
134,COc1cccc(NC(=O)NN)c1,0.17,
135,NC(CS)C(=O)O,-2.49,
136,COc1c(OC)c(OC(C)=O)c2c(Cl)cccc2c1OC(C)=O,3.16,
137,CNC(=O)NC(=O)c1ccccc1,1.27,
138,CN(C=O)c1c(N)n(C)c(=O)[nH]c1=O,-1.3,
139,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,-1.03,-0.87
140,O=C(O)c1cccc(O)c1O,1.2,
141,CCC(C(c1ccc(OC)cc1)c1ccc(OC)cc1)[N+](=O)[O-],4.45,
142,COc1ccc([C@@H]2Nc3ccccc3C(=O)N2c2ccccc2)cc1COc1ccc(NC(C)=O)cc1,4.65,
143,O=C(NCCNCCN=c1[nH][n+]([O-])c2ccccc2[n+]1[O-])c1cccc2cc3ccccc3nc12,1.36,
144,CCC(CC)C(=O)NS(=O)(=O)c1ccc(C(F)(F)F)cc1N,3.04,
145,CCNCc1cccnc1,0.76,
146,NC(=O)c1ccc(S(N)(=O)=O)cc1,-0.83,
147,CC(=O)c1cccc(NC(=O)N(C)C)c1,0.95,
148,CN(C(=O)CCI)c1ccc(S(=O)(=O)N(C)C)cc1,1.39,
149,CC(C)c1n[nH]c(=S)n(N)c1=O,1.22,
150,Cc1ccc(F)cc1,2.58,
151,O=C(CCCCCNCCc1ccc(O)c2[nH]c(=O)sc12)NCCc1ccccc1,1.29,
152,CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,3.7,
153,CN(N=O)C(=O)N(C)c1ccccc1,1.58,
154,CCCC(C)C(=O)O,1.8,
155,Cc1c2ccccc2c(C)c2ccccc12,5.69,
156,CC(=O)N(C)C(=O)COC(=O)c1ccccc1,1.58,
157,CCC(=O)Oc1ccccc1C(=O)O,1.67,
158,CCCCCCCCOC1OC(CO)C(O)C(O)C1O,1.46,
159,OCC(F)(F)F,0.41,
160,Cc1cc2ccccc2c(=O)n1CC(=O)NCC(=O)N1CCN(c2cccc(Cl)c2)CC1,4.45,
161,O=C1C=NC(c2c(F)cccc2F)c2cc(Cl)ccc2N1,2.68,
162,COc1ccc(OCCOS(=O)(=O)c2ccc(C)cc2)c(CN(C(C)=O)c2cc(F)ccc2Oc2ccccc2)c1,4.65,
163,CC12C=CC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,1.51,
164,O=C1CCCCCCCN1,0.67,
165,CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,4.21,
166,COc1ccc(S(=O)(=O)NC(=O)C(C)C)c(N)c1,1.58,
167,Cc1cnc2n(c1=O)CCCC2,0.12,
168,O=C1c2ccccc2-c2ccccc21,3.58,
169,Clc1ccc(Cl)c(Oc2ccccc2)c1Cl,5.35,
170,CCc1ncc(C)nc1CC,1.95,
171,OCc1cc(Br)ccc1O,1.72,
172,CCOC(=O)C=COc1ccccc1Cl,3.55,
173,CCC(C)C([NH3+])C(=O)NC(C=O)C(=O)NC(C([O-])O)C(C)CC,-2.64,
174,Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,7.07,
175,CS(=O)(=O)Nc1ccc(CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3[nH]c(=O)sc23)cc1,1.34,1.34
176,O=C(Nc1ccc(OC(F)F)cc1)c1ccc(COc2ccc(I)cc2)o1,5.99,
177,CC1(c2ccccc2)NC(=O)NC1=O,1.02,
178,CC(C)N=c1[nH]c(Cl)nc(=NC2CC2)[nH]1,3.06,
179,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,1.02,
180,O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)CCOCCOc3ccccc3)c2s1,1.13,
181,CC1CCC(C(C)C)C(=O)C1,3.05,
182,CC(=O)C=Cc1cccc(C(F)(F)F)c1,3.03,
183,C1CCCCCC1,4.0,
184,CCCCC(=O)OCC(=O)C1(O)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.87,
185,NC(=O)c1c(F)cccc1Cl,0.49,
186,CCS(=O)c1nc(C)cc(C)c1C#N,1.77,
187,CC(=O)C1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C,3.87,
188,CCOC(=O)CC(CN)c1ccc(Cl)cc1,0.77,
189,Clc1cc2c(cc1Cl)=c1cc(Cl)c(Cl)cc1=2,6.14,
190,CCCCN=C(N)N=C(N)N,-1.2,
191,CN(C)C(=O)Cc1cccs1,0.65,
192,c1ccc(Cn2ncnn2)cc1,1.03,
193,C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1,3.0,
194,COC(=O)C1(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CC1,1.33,
195,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,6.5,
196,O=C(O[Na])C1CC1C#Cc1ccccc1,-0.61,
197,CC(=O)NNC(=O)Nc1ccc(C(C)(C)C)cc1,2.08,
198,CC(=O)NC(C)C(=O)NC(C(N)=O)C(C)C,-1.13,
199,CCOc1ccccc1OS(=O)(=O)NC(=O)N=c1nc(OC)cc(OC)[nH]1,2.89,
200,NC1C2CCC1c1ccc(C(F)(F)F)cc1C2,3.54,
201,Nc1ccc(S(=O)(=O)Nc2cccnc2Cl)cc1,1.58,
202,CCOP(=S)(OCC)SCCS(=O)CC,1.73,
203,c1ccc2nn(C3CCCCC3)nc2c1,3.63,
204,CCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,3.34,
205,COc1ccccc1NC(=S)N[C@H](NC(=O)c1ccccc1C)C(Cl)(Cl)Cl,3.95,
206,ClCc1cccc(CCl)c1,2.72,
207,CN(C)N=Nc1ccccc1C(N)=O,1.73,
208,CN(C(=O)CCO)c1ccc(S(=O)(=O)N(C)C)cc1,-0.26,
209,COC(C)(OC)c1ccc(C(O)(Cn2ccnc2)c2ccc(-c3ccncc3)cc2)cc1,3.45,
210,CCCNC,0.84,
211,C=CCn1c(SCC(=O)Nc2ccc(C)c(F)c2)nnc1-c1cccs1,4.48,
212,c1ccc2c(c1)OCCOCCOCCOCCOCCOCCOCCOCCOCCO2,0.03,
213,CCOc1ccccc1NC(=O)OCCN1CCCCC1,3.17,
214,CC(=O)Oc1ccc2c3c1OC1C(OC(C)=O)C=CC4C(C2)N(C)CCC341,1.58,
215,COc1ccc2cc(CC(=O)OCC(N)=O)ccc2c1,1.88,
216,CC1(C)OCCO1,0.46,
217,COCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,2.21,
218,COc1ccc2[nH]ccc2c1,2.06,
219,C=CCCCCCCC,5.15,
220,Ic1ccccc1,3.25,
221,Oc1cc(Cl)c(Cl)c(Cl)c1O,3.71,
222,S=C1NCCN1,-0.66,
223,CCCCCCCCCCCCCC(=O)OC,6.41,
224,FC(F)(F)c1cccc2cccnc12,2.5,
225,Cn1cnc2[nH]cnc(=N)c21,-0.03,
226,CC(C)COC(=O)n1c(-c2cscn2)nc2ccccc21,3.46,
227,CCOc1ccc(Cc2c[nH]c(=N)[nH]c2=N)cc1OCC,1.72,
228,N#Cc1cccc2cccnc12,1.39,
229,CC(C)(C)C(O)C(Oc1ccc(-c2ccccc2)cc1)n1cncn1,4.16,
230,COc1ccc2cccnc2c1,2.37,
231,COC(=O)C(CCSC)NC(=O)c1cc2c(n(-c3ccccc3)c1=O)CC(C)(C)CC2=O,3.97,
232,CC(=O)c1ccc(N(C)C)cc1,2.1,
233,CC1(O)OC(=O)c2ccccc21,0.81,
234,CC(C)c1cccc(OCC(=O)O)c1,2.59,
235,Cc1ncc([N+](=O)[O-])n1CCOC(=O)N(C)C,0.47,
236,CCC1(c2ccncc2)CCC(=O)NC1=O,0.58,
237,C1CCC(C2CO2)CC1,2.43,
238,CC(C)c1n[nH]c(=N)o1,0.2,
239,Cc1c[nH]c(=O)[nH]c1=O,-0.62,
240,O=C(O)c1ccoc1,1.03,
241,Oc1ccc(C(c2ccc(O)cc2)c2ccccn2)cc1,2.84,
242,CC(=O)Oc1ccccc1C(=O)OCC(=O)NCC(N)=O,-0.43,
243,CC(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,-2.27,
244,Cc1cn(C2CC(N=[N+]=[N-])C(COP(=O)(OCCSC(=O)C(C)(C)C)Oc3ccc(CC(N)C(=O)O)cc3)O2)c(=O)[nH]c1=O,0.25,
245,O=C(Nc1ccc(Cl)cc1)c1cccnc1,2.52,
246,c1ccc(Cn2ccnn2)cc1,1.27,
247,CC(C)NCC(O)COCCOc1ccccc1,1.63,
248,FC(F)(Cl)Cl,2.16,
249,COc1ccccc1N1CCN(CCNC(C)=O)CC1,0.5,
250,CCOC(=O)c1ccccc1O,2.95,
251,CCCN=C(NC)NC#N,0.42,
252,COc1cc(SC)c(OC)cc1CC(C)N,2.17,
253,CC(=O)Nc1c(Cl)cccc1Cl,1.32,
254,CSC1=NCCN1c1ncc([N+](=O)[O-])s1,1.78,
255,COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)=C(OC1CC(N)C(O)C(C)O1)CC(O)(C(C)=O)C=4,1.83,
256,O=NN(CCCl)C(=O)NC1CCCC1,2.2,
257,CC(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(N)=O,0.12,
258,O=[PH](=O)(O)CN(CCCCCCN(C[PH](=O)(=O)O)C[PH](=O)(=O)O)C[PH](=O)(=O)O,-4.43,
259,CCc1ccc2c(c1)=C(c1ccccc1F)NCC(=O)N=2,2.92,
260,O=[N+]([O-])c1c(Cl)cc(Cl)cc1Cl,3.69,
261,CN(SN(C)C(=O)c1ccccc1)C(=O)Oc1cccc2c1OC(C)(C)C2,3.5,
262,CCn1c(SCc2ccccc2F)nc2sc(C)c(C)c2c1=O,5.86,
263,Nc1ccc2c(c1)Cc1ccccc1-2,3.14,
264,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0.97,0.88
265,CC(C)(C)C(=O)C1[C@H](c2ccsc2)C(C#N)(C#N)[C@H]2C=Cc3ccccc3N12,3.37,
266,Cc1ccc(-c2nc3cccnc3[nH]2)cc1,3.02,
267,O=C(CNC(=O)c1ccccc1)Oc1cccc(F)c1,2.58,
268,CCCc1ccc(OC(=O)NC)cc1,2.72,
269,O=C1CC2C(=O)NCC2CN1,-2.11,
270,c1ccc(N=Nc2ccccc2)cc1,3.82,
271,C=CC(=O)OCCO,-0.21,
272,CCCCc1ccc(N)cc1,3.05,
273,Oc1cccc(-c2ccccc2)c1,3.23,
274,CC(=O)NC(CC(C)C)C(=O)NC(C=O)C(=O)NC(Cc1ccccc1)C(N)O,0.23,
275,COCCN(C)c1ccc(=Nn2c(C)ccc2C)[nH]n1,2.16,
276,Cc1ccccc1NC(=O)CN1CCCCC1,2.26,
277,O=C1C=CC(=NBr)C=C1,1.12,
278,Cc1c2cc[nH]cc2cc2c1nc1ccccc12,4.06,
279,CC(C)NCC(O)COc1cccc2c1N(C(=O)c1cccnc1)CCC2,1.63,
280,CC(=O)OCCCCCc1ccc(S(N)(=O)=O)cc1,1.86,
281,COc1cccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2-c2cccc(C)c2)c1,4.16,
282,CNC(=O)c1ccccc1C(=O)c1ccccc1,2.09,
283,CCCC(=O)N(C)c1ccc(S(=O)(=O)N(C)C)cc1,1.19,
284,Nc1ccc(C(=O)Oc2cccc(Br)c2)c(O)c1,3.84,
285,CCOc1ccc(NC(=O)OC)cc1,2.15,
286,CCCNC(=O)c1cc2ccccc2o1,2.65,
287,Cc1nc(C)c(C)nc1C,1.28,
288,COC(=O)Nc1ccccc1OC,1.84,
289,CCCOc1cnccn1,1.84,
290,CCN(C)N=O,0.04,
291,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,1.1,
292,CC(C(=O)O)c1ccc(-c2nccs2)c([N+](=O)[O-])c1,2.06,
293,O=C(O)c1ccc2ccccc2c1,3.28,
294,OCCCC(F)(F)F,0.9,
295,O=C1c2ccccc2C(=O)N1c1ccccc1S(=O)C(F)(F)F,3.3,
296,c1ccc(Cn2cccc2)cc1,2.71,
297,Cc1ccc(NC(=O)N(C)C)cc1Cl,2.41,
298,CN(C)C1=NC(=O)C(=Cc2ccc([N+](=O)[O-])o2)S1,1.14,
299,O=[N+]([O-])c1ncn(CC(O)CCl)n1,0.05,
300,CCOc1ccc(C(=O)O)cc1,2.39,
301,Cc1cnnc2cc(Cl)ccc12,1.98,
302,COc1cncc(C)n1,1.29,
303,CCN(CC)CC(=O)Nc1c(C)cccc1C,2.44,
304,CCN=c1[nH]c(Cl)nc(=NC2CC2)[nH]1,2.17,
305,CC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,2.7,
306,CCCNC(C)CC,1.91,
307,CCOC(=O)CON=Cc1ccc(OCCOC(=O)c2cc(OC)c(OC)c(OC)c2)c(OC)c1,3.26,
308,CC12CCC(=O)C=C1CC(C#N)C1C2CCC2(C)C1CCC21CCC(=O)O1,1.67,
309,N=c1[nH]cnc2c1nc(F)n2C1CCC(CO)O1,-0.03,
310,CC(=O)NNC(=O)Nc1ccc(Br)cc1,1.38,
311,O=NN(CCF)C(=O)NCCCl,0.96,
312,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,0.65,
313,CCCCC(=O)OC,1.96,
314,O=Cc1ccc(Cl)cc1,2.1,
315,COC(=O)c1c[nH]c(C)c1,1.96,
316,NC(=O)c1cccc(Cl)c1,1.51,
317,N=c1cc[nH]cc1,0.32,
318,COc1ccccc1[N+](=O)[O-],1.73,
319,Cc1ccc(Cl)c(C)c1,3.83,
320,CCCCN(CCCC)CC(=O)NC1COc2ccc(C)cc21,4.43,
321,CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2C1C(=O)O,3.77,
322,CCCn1c(SCc2cc(=O)n3cc(Br)ccc3n2)nnc1-c1cccc(C)c1,4.43,
323,CN(C)C(=O)N(C)C,0.19,
324,OCCOCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,4.49,
325,CC1(C)N=C(N)N=C(N)N1c1cccc(C#N)c1,-0.24,
326,Nc1ccccc1OC1OC(CO)C(O)C(O)C1O,-1.23,
327,COC(=O)c1cccnn1,-0.43,
328,CCCCOc1ccc(C(N)=O)cc1,2.48,
329,Cc1cc(C)c(NC(=O)CSc2nnc(-c3ccc(OC(F)F)cc3)n2N)c(C)c1,4.41,
330,O=C(Cc1ccccc1)Nc1ccc(Br)cc1,3.7,
331,S=c1ssc2c1CCCCCC2,3.75,
332,Cc1[nH]c(=N)[nH]c(=N)c1C12CC3CC(CC(C3)C1)C2,2.64,
333,CNC(=O)ON=C(C)SC,0.6,
334,Cc1nc2cc([N+](=O)[O-])ccc2[nH]1,1.94,
335,O=C(O)CCCC1=NS(=O)(=O)c2cc(Br)ccc2N1,1.02,
336,O=C(CNC(=O)c1ccccc1)Oc1ccccc1,2.31,
337,CCCCCCNC(=O)c1ccc(O)c(O)c1,2.71,
338,CCOc1ccccc1C(=O)N(CC)CC,2.5,
339,O=C(O)CCC1=NS(=O)(=O)c2cc(Br)ccc2N1,0.93,
340,CNc1cc(N)[n+]([O-])c(=N)[nH]1,-0.49,
341,CCOC(=O)C(C)(C)n1nnc2ccccc21,2.6,
342,Nc1ccc(S(=O)(=O)N=c2ccc(Br)c[nH]2)cc1,2.3,
343,CC(C)Cc1ccc(C(C)C(=O)O)cc1,4.0,
344,CC(=O)N=c1cnc2ccccc2[nH]1,1.53,
345,OCCc1ccccc1,1.36,
346,N=c1[nH]cc(Cc2cccc(Cl)c2)c(=N)[nH]1,2.29,
347,CN(C)CCN(C)C,0.3,
348,O=C(O)Cc1c[nH]c2ccccc12,1.41,
349,CN(N=Nc1ccc(C(N)=O)cc1)C(C)(C)C,2.61,
350,O=C1C=NC(c2ccccc2)c2cc(Br)ccc2N1,3.11,
351,CC(=O)Nc1ccc2nc(S(N)(=O)=O)sc2c1,0.86,
352,CC1(C)C(=CC2CCSC2=O)C1C(=O)OCc1ccccc1,4.02,
353,COc1ccc2c(c1)[nH]c(=NCCCN1CCN(CCCN=c3[nH]c4cc(OC)ccc4n4cccc34)CC1)c1cccn12,3.72,
354,NC(=O)c1ccc(O)cc1,0.33,
355,COc1ccc(NC(=O)NNC(C)=O)cc1,0.11,
356,O=c1ccc(=[N+]([O-])O)c(=O)c1=[N+]([O-])O,2.1,
357,CCOC(=O)CCn1nnc2ccccc21,1.6,
358,CC1=NS(=O)(=O)c2cnccc2N1,-0.41,
359,CSCN1C(=O)CN=C(c2ccccc2)c2cc(N)ccc21,1.92,
360,COc1cccc(OC(=O)N(C)C)c1,1.6,
361,CSc1ncc([N+](=O)[O-])n1C,0.94,
362,CCc1cccc(O)c1,2.4,
363,C=c1c(O)ccc(O)c1=C,1.23,
364,CCOc1ccccc1NC(C)=O,1.49,
365,COCC(=O)OCCCS(=O)(=O)c1ccc(S(N)(=O)=O)s1,-0.14,
366,CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],4.3,
367,CCc1ccc(OC(=O)N(C)C)cc1,2.55,
