smiles,logP,TPSA,MV
C1OC1CN1CCN(CC2CO2)CC1,-0.84,31.54,194.96000000000004
C1OCOCO1,-0.43,27.69,77.64000000000001
C1SCC2=NOS3=C2C1=NO3,1.2,43.18000000000001,131.71200000000002
C=C(Br)CC1(C(C)C)C(=O)NC(=O)N(C)C1=O,2.11,66.48,228.97600000000006
C=C(Br)CC1(C(C)C)C(=O)NC(=O)NC1=O,1.47,75.27000000000001,212.57600000000005
C=C(Br)CC1(C(C)CC)C(=O)NC(=O)N(C)C1=O,2.43,66.48,245.87200000000007
C=C(Br)CC1(C(C)CC)C(=O)NC(=O)NC1=O,2.2,75.27000000000001,229.31200000000007
C=C(Br)CC1(C(C)CCC)C(=O)NC(=O)NC1=O,2.09,75.27000000000001,245.47200000000007
C=C(C)C#N,0.68,23.79,74.38400000000001
C=C(C)C(=O)O,0.93,37.3,84.59200000000003
C=C(C)C(=O)OC,1.38,26.3,101.68000000000002
C=C(C)C(=O)OC(C)(C)C,2.54,26.3,151.09600000000003
C=C(C)C(=O)OC(C)C,2.25,26.3,135.04800000000003
C=C(C)C(=O)OC1CCCCC1,3.13,26.3,173.44000000000005
C=C(C)C(=O)OC1Cc2cc(oc2O)CC2(C)OC2C2OC(=O)C(=C)C12,0.69,98.5,312.0880000000001
C=C(C)C(=O)OCC,1.94,26.3,118.04800000000003
C=C(C)C(=O)OCC(C)(C)COC(=O)C(=C)C,2.79,52.6,240.94400000000005
C=C(C)C(=O)OCC(C)(O)COc1cccc2ccccc12,3.77,55.760000000000005,281.73600000000005
C=C(C)C(=O)OCC(C)C,2.66,26.3,151.98400000000004
C=C(C)C(=O)OCC(C)O,0.97,46.53,143.25600000000003
C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C,4.39,78.9,329.1280000000001
C=C(C)C(=O)OCC(CC)CCCC,4.54,26.3,217.85600000000005
C=C(C)C(=O)OCC(F)(F)F,1.56,26.3,134.66400000000004
C=C(C)C(=O)OCC(O)COc1ccccc1,2.27,55.760000000000005,222.48000000000005
C=C(C)C(=O)OCCCC,2.88,26.3,151.48000000000005
C=C(C)C(=O)OCCCOC(=O)C(=C)C,1.86,52.6,208.37600000000006
C=C(C)C(=O)OCCO,0.47,46.53,126.72000000000003
C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,1.88,71.06,274.85600000000005
C=C(C)C(=O)OCc1ccccc1,2.53,26.3,172.50400000000005
C=C(C)C(N)=O,-1.11,43.09,88.01600000000002
C=C(C)C1C=CC(C)C(=O)C1,2.71,17.07,157.25600000000003
C=C(C)C1CC=C(C)C(O)C1,3.12,20.23,163.02400000000003
C=C(C)C1CC=C(C)CC1,4.57,0.0,155.21600000000004
C=C(C)C1CC=C(C=O)CC1,3.13,17.07,158.06400000000005
C=C(C)C1CC=C(CO)CC1,3.17,20.23,163.59200000000004
C=C(C)C1CCC(C)(O)C1C,2.87,20.23,168.80000000000004
C=C(C)C1CCC(C)C(=O)C1,2.85,17.07,163.20000000000005
C=C(C)C1CCC(C)C(O)C1,3.21,20.23,168.85600000000005
C=C(C)C1CCC2(C)OC2C1,3.2,12.53,161.80800000000005
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,4.1,63.22,345.3760000000001
C=C(C)CC(C)(C)C,4.55,0.0,137.75200000000004
C=C(C)CC1(CC)C(=O)NC(=S)NC1=O,2.19,58.2,204.56800000000004
C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],5.11,89.52,271.85600000000005
C=C(C)COC(=O)C1C(C=C(C)C)C1(C)C,4.89,26.3,236.90400000000005
C=C(C)CSc1nnc(-c2cccc(S(=O)(=O)N3CCOCC3)c2)n1C1CCCC1,4.73,77.32,395.28800000000007
C=C(C)OCc1ccccc1,2.41,9.23,152.91200000000003
C=C(C)c1c(OC)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1OC,2.05,97.74,279.32000000000005
C=C(C)c1c(OC)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1OCC,2.65,97.74,295.82400000000007
C=C(C)c1cc(O)c(C)cc1O,2.2,40.46,160.00800000000004
C=C(C)c1ccccc1,3.48,0.0,126.12000000000003
C=C(C=O)CC,1.24,17.07,92.30400000000002
C=C(CC(Cl)(Cl)Cl)c1ccccc1,4.56,0.0,187.42400000000004
C=C(c1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,5.3,6.48,271.82400000000007
C=C/C=C/C,2.44,0.0,83.59200000000001
C=C1C(=O)OC2C1C(O)CC(C)C1CCC(=O)C12C,0.23,63.6,244.36800000000005
C=C1C(=O)OC2C1C(OC(=O)C(C)=CC)CC(=C)C1C(O)C3OC3(C)C21O,1.69,105.59,332.9120000000001
C=C1C(=O)OC2C1C(OC(=O)C(C)=CC)CC(O)(CCl)C1C(OC(C)=O)C=C(C)C21O,1.42,119.36,391.0960000000001
C=C1C(=O)OC2C1C(OC(=O)C(C)=CC)CC1(CO1)C1C(OC(C)=O)C=C(C)C21O,0.76,111.66000000000001,370.2560000000001
C=C1C(=O)OC2C1C(OC(=O)C=C(C)C)Cc1cc(oc1O)CC1(C)OC21,1.05,98.50000000000001,330.26400000000007
C=C1C(=O)OC2C1CCC(C)C1(O)C=CC(=O)C21C,0.77,63.6,236.33600000000007
C=C1C(=O)OC2C1CCC(C)C1(O)CCC(=O)C21C,0.83,63.6,241.60000000000005
C=C1C(=O)OC2C1CCC(C)C1=CCC(=O)C12C,1.03,43.370000000000005,229.31200000000007
C=C1C(=O)OC2C=C(C)C(OC(C)=O)CC(O)C(C)=CC(OC(=O)C(C)=CC)C12,1.16,99.13,373.2240000000001
C=C1C(=O)OC2C=C(C)C3(O)C=CC(C)(CC(OC(=O)C(=CC)COC(C)=O)C12)O3,1.19,108.36000000000003,372.84800000000007
C=C1C(=O)OC2CC(C)C3=CCC(=O)C3(C)C(O)C12,0.87,63.60000000000001,238.08000000000007
C=C1C(=O)OC2CC(C)C3=CCC(=O)C3(C)C(OC(=O)CC(=O)OC3C4C(=C)C(=O)OC4CC(C)C4=CCC(=O)C43C)C12,1.33,139.34000000000003,519.7680000000001
C=C1C(=O)OC2CC(C)C3=CCC(=O)C3(C)C(OC(=O)CCCC(=O)OC3C4C(=C)C(=O)OC4CC(C)C4=CCC(=O)C43C)C12,1.37,139.34000000000003,553.1280000000002
C=C1C(=O)OC2CC(C)C3=CCC(=O)C3(C)CC12,1.17,43.370000000000005,229.94400000000005
C=C1C(=O)OC2CC(C)C3CC(=O)C(CC12)C1(C3)C(=O)OC2CC(C)=C3CCC(=O)C3C(C)(O)C21,1.66,106.97000000000001,430.2320000000001
C=C1C(=O)OC2CC3(C)CCCC(=C)C3CC12,3.42,26.3,226.78400000000005
C=C1C(=O)OC2CC3(C)CCCC(C)C3=CC12,3.38,26.3,227.63200000000006
C=C1C(=O)OC2Cc3cc(oc3O)CC3(C)OC3C(O)C12,-0.64,92.43,248.41600000000005
C=C1C(C)C2C(Cc3ccccc3)NC(=O)C23OC(=O)CCC(=O)CCCC(C)CC=CC3C1O,3.37,92.7,454.57600000000014
C=C1C2CCC(C2)C1(C)C,4.22,0.0,149.42400000000004
C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O,0.24,104.06000000000002,297.3520000000001
C=C1CCC2C(C1)c1c(OC)cc(CCC)cc1OC2(C)C,6.26,18.46,303.9680000000001
C=C1CCC2C(C1)c1c(OC)cc(CCCCC)cc1OC2(C)C,7.62,18.46,337.6720000000001
C=C1CCC2CC1C2(C)C,4.16,0.0,150.33600000000004
C=C1c2ccccc2C2(NC)CCCCC12,3.79,12.03,215.56000000000006
C=CC#Cc1ccc(-c2cccs2)s1,5.15,0.0,187.02400000000006
C=CC(=C)C,2.42,0.0,83.44800000000002
C=CC(=C)CCC=C(C)C,4.17,0.0,160.15200000000004
C=CC(=O)NCCCN(C)C,0.0,32.34,168.32000000000005
C=CC(=O)NCCCN(CC)CC,0.72,32.34,200.23200000000006
C=CC(=O)NCCCN(CCO)CCO,-0.6,72.80000000000001,216.95200000000006
C=CC(=O)NCCCN1CCOCC1,-0.53,41.57000000000001,197.51200000000006
C=CC(=O)NCCCN1CCSCC1,0.54,32.34,208.08000000000004
C=CC(=O)NCCN(C)C,-0.25,32.34,150.15200000000004
C=CC(=O)NCCN1CCOCC1,-0.55,41.57000000000001,181.24000000000004
C=CC(=O)O,0.35,37.3,67.91200000000002
C=CC(=O)OC,0.8,26.3,85.08800000000002
C=CC(=O)OCC,1.32,26.3,101.39200000000002
C=CC(=O)OCC(C)C,2.22,26.3,134.65600000000003
C=CC(=O)OCC(C)O,0.35,46.53,127.07200000000003
C=CC(=O)OCCCC,2.36,26.3,134.81600000000003
C=CC(=O)OCCO,-0.21,46.53,110.08000000000003
