smiles,logP,hlb,phob_mass,mass
Cc1cccc([N+](=O)[O-])c1,2.18,2.769354238858537,118.07099999999998,137.047678464
CC(Cc1ccccc1)OCCCS(=O)(=O)CCNCCc1ccc(O)c2[nH]c(=O)sc12,2.62,11.459462740223042,204.18699999999995,478.15961406
Oc1ccc(O)n1-c1cccc(I)c1,3.53,15.210924665861157,72.06599999999999,300.95997649599997
O=P(N1CC1)(N1CC1)N(N=Cc1ccc(Cl)cc1)c1ccccc1,3.03,11.994683017133646,144.13199999999998,360.09067550599997
COc1ccc(CCCC(=O)O)cc1,0.93,8.861187250722347,108.09899999999998,194.094294308
CNC(=O)CCn1ccc(=O)c(O)c1C,0.72,18.85664210241002,12.011,210.100442308
N=c1[nH]cnc2[nH]nnc12,1.96,20.0,0.0,136.049744128
CCCc1nccnc1C,0.5,16.469949822174488,24.022,136.100048384
C#CC(CC)OC(=O)Nc1ccc(OCC)c(OCC)c1,2.29,13.399349414010906,96.08799999999998,291.147058152
c1ccc2c(c1)ccc1nc3c(ccc4ccccc43)cc12,3.43,2.7863941786284396,240.21999999999994,279.104799416
CCCCCCCCCCOn1c(=O)[nH]c(C)c(Br)c1=O,0.28,13.996248671957229,108.09899999999998,360.10485476
NC(=O)Nc1cccc(C(F)(F)F)c1,3.0,12.936473408832928,72.06599999999999,204.051047504
O=C1OCCN1N=Cc1ccc([N+](=O)[O-])o1,2.68,15.911367555013866,46.005,225.038570324
CCN(CC)c1cc(N)[n+]([O-])c(=N)[nH]1,1.09,20.0,0.0,197.12766009999999
Cc1nonc1C(N)=O,1.71,20.0,0.0,127.0381764
Cc1cccc([N+](=O)[O-])c1C(N)=O,3.07,6.884897525460669,118.07099999999998,180.053492116
COC(=O)c1ccccc1OC(C)=O,1.59,12.57273249561061,72.06599999999999,194.0579088
CCCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(CC)C1,4.12,17.787240217385232,48.044,434.2450579359999
COc1cc(SC)c(OC)cc1CCN,2.87,12.595531437531967,84.07699999999998,227.097999784
COc1cccc(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)c1,3.3,8.215954910814826,192.17599999999996,326.163042564
CCC(CC)=C(c1ccc(O)cc1)c1ccc(O)cc1,3.11,5.666333745011394,192.17599999999996,268.14632988
CC(C)(C)CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,3.16,10.762522297324413,132.12099999999998,286.05427640000005
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O)C(=O)O,2.97,12.668582350289386,144.13199999999998,393.18998558399994
NC(=S)c1ccccn1,4.53,20.0,0.0,138.025169192
O=C(O)COc1cccc(C(=O)O)c1,4.28,12.647720963704224,72.06599999999999,196.03717335599998
CC(C)c1n[nH]c(=S)n(N)c1=O,3.01,16.126681932809905,36.033,186.05753194
CN(C)CC/C=C1/c2ccccc2CSc2ccccc21,3.67,7.791195830921285,180.16499999999996,295.139470672
OCC1OC(OCc2ccccc2)C(O)C(O)C1O,1.73,14.663958406432664,72.06599999999999,270.110338296
Cc1cccc(C2C(=O)c3ccccc3C2=O)c1,4.49,6.772235405745077,156.14299999999997,236.083729624
O=C1NCCN1c1ccc([N+](=O)[O-])o1,4.44,15.330476402741029,46.005,197.043655704
NS(=O)(=O)c1nc2ccc([N+](=O)[O-])cc2s1,2.86,10.881567683940148,118.07099999999998,258.97214764
CCOC(=O)c1cccc([N+](=O)[O-])c1,-1.8,7.8934541382369305,118.07099999999998,195.053157768
CC1(C)C=C2OC(=N)C(C#N)[C@@H](c3ccc(C(F)(F)F)cc3)C2C(=O)C1,1.29,13.366364585821549,120.10999999999997,362.12421244399997
Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,1.87,7.0770331500807115,144.13199999999998,223.063328528
CC1=C(C(=O)O)C(C(=O)O)CC(C)C1,1.83,15.149256210371089,48.044,198.089208928
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(N)CCCN=C(N)N)C(=O)O,1.78,12.808846932582473,156.14299999999997,434.26415356800004
O=C(O)c1ccc(I)cc1,1.67,14.186665287070525,72.06599999999999,247.9334274
COC(=O)c1c(OC)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1OC,2.09,13.959252332805736,96.08799999999998,318.13280505599994
c1ccc2c(c1)Cc1cc3ccccc3cc1-2,2.42,1.1020117053597,204.18699999999995,216.093900384
N#CC(C#N)=NNc1ccc(OC(F)(F)F)cc1,2.29,14.326439805333283,72.06599999999999,254.04154544
CS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,2.14,14.140437088198768,72.06599999999999,245.977391436
Clc1ccc(Oc2cccc(Cl)c2Cl)c(Cl)c1,1.21,10.577060432474774,144.13199999999998,305.917275532
Cc1cc(=O)c(N(C)C)n[nH]1,4.49,20.0,0.0,153.090211972
Clc1ccc(Br)cc1,1.98,12.410849513924624,72.06599999999999,189.918489908
CCCCCCCCCC(C)c1ccccc1,0.88,4.483188565897738,180.16499999999996,232.219100896
O=[N+]([O-])c1ccc2oncc2c1,0.58,5.603045713638779,118.07099999999998,164.022191988
N#CN=[N+]([O-])c1cccc(F)c1,2.73,11.266518428708494,72.06599999999999,165.033839968
C=C1C(=O)OC2CC(C)C3=CCC(=O)C3(C)CC12,2.54,15.119971156383244,60.05499999999999,246.125594436
CCc1cc(=O)oc2c(C)c(OCC(=O)OC(C)(C)C)ccc12,0.67,10.939274918399281,144.13199999999998,318.14672380400003
CSC1=NCCN1c1ncc([N+](=O)[O-])s1,3.0,16.229235398524672,46.005,244.008867496
Cc1cccc2nccnc12,2.9,9.995609613829116,72.06599999999999,144.068748256
N#C/C=C/C#N,0.33,13.842233684413387,24.022,78.021798064
O=[N+]([O-])c1ccc2cccccc1-2,1.27,7.742106575320027,106.05999999999999,173.047678464
O=C(CN1CCCCC1)Nc1ccccc1,2.28,13.392741546623473,72.06599999999999,218.141913196
CNP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,2.55,10.4023140802136,118.07099999999998,246.04055808200002
C=CCc1csc(-c2ccc(C(C)C(=O)O)cc2)n1,2.0,12.083047468220682,108.09899999999998,273.08234972
CC(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,-0.31,10.706373818983835,118.07099999999998,254.090271548
CC1CCC2C(C)C(OC(=O)Oc3ccccc3)OC3OC4(C)CCC1C32OO4,0.23,14.05665995576922,120.10999999999997,404.1835032359999
COc1ccccc1C=CC(C)=O,3.9,9.086101230910854,96.08799999999998,176.083729624
CCc1cnc(C=Cc2ccc([N+](=O)[O-])o2)nc1,2.68,12.325038013303956,94.04899999999999,245.080041212
CC(C)N(C=Nc1ccn(C2CCC(CO)O2)c(=O)n1)C(C)C,1.87,15.526636235393582,72.06599999999999,322.200490692
CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)N=c1nc(Cl)cc(OC)[nH]1,2.93,16.518887760879583,72.06599999999999,414.04008288000006
O=C(O)COc1cccc(F)c1,3.3,11.523537923363028,72.06599999999999,170.03792230399998
O=C1c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2-c2c1cc([N+](=O)[O-])cc2[N+](=O)[O-],2.3,1.7692233261935408,328.1520000000001,359.99782770799993
CN(C)c1nc2ccccc2o1,1.8,11.107316696649862,72.06599999999999,162.07931294
CSC(C)=NOC(=O)N(C)SN(C)C(=O)N(C(C)C)C(C)C,5.0,15.883643884760508,72.06599999999999,350.144632692
NC(=O)c1[nH]cnc1N=NN(CCO)Cc1ccccc1,3.9,14.997734969035353,72.06599999999999,288.133473752
CCc1c(O)c(=O)ccn1C,4.2,18.43074469003183,12.011,153.078978592
CC1=NS(=O)(=O)c2cc([N+](=O)[O-])ccc2N1,3.3,10.202216127995067,118.07099999999998,241.015726704
O=C(O)c1ccccc1Nc1ccccc1,3.0,6.4714951280124655,144.13199999999998,213.078978592
CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CCl,3.6,15.900342940727318,84.07699999999998,410.16601527599994
CC(C(O)c1ccccc1)N(C)C,3.6,11.953822141148454,72.06599999999999,179.131014164
CCCNC(=O)c1cccnc1,3.7,17.072183135881577,24.022,164.094963004
CCOS(=O)(=O)OCC,3.9,20.0,0.0,154.0299798
CCc1ncc(-c2ccccc2)nc1-c1ccccc1,4.0,7.995064732246446,156.14299999999997,260.131348512
Oc1cc(Cl)ccc1Cl,4.4,11.10098101454382,72.06599999999999,161.963920108
CCCCS(=O)c1sc(C#N)cc1C#N,3.7,10.240961754859235,116.14399999999998,238.02345494
Clc1cc(Cl)cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1,3.7,11.944432078760057,144.13199999999998,357.844416208
CC(Cl)C(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,3.2,11.387207351305841,130.082,302.06694926
Clc1cc(Cl)c2c(c1)Oc1ccc(Cl)c(Cl)c1O2,3.5,10.98883658070507,144.13199999999998,319.896540088
Clc1cccc(Oc2ccc(Cl)c(Cl)c2Cl)c1,3.6,10.577060432474774,144.13199999999998,305.917275532
c1ccc2cccc-2cc1,4.2,10.620993189276383,60.05499999999999,128.062600256
N=c1[nH]cc(Cc2ccccc2)c(=N)[nH]1,4.8,10.396299391388268,96.08799999999998,200.106196384
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO,4.4,10.76818262479696,132.12099999999998,286.22966558
O=C(OCn1ncc2c(=O)[nH]cnc21)c1ccccc1,2.8,13.773810262763078,84.07699999999998,270.07529017999997
CNCC(CC(C)C)c1ccccc1,3.72,6.177454918915073,132.12099999999998,191.167399672
CCCc1nonc1C,3.95,16.189382787732693,24.022,126.07931294
COc1ccc([C@H]2C[C@H](C(F)(F)F)n3ncc(C(=O)N(C)Cc4cnn(C)c4C)c3N2)cc1OC,2.3,16.09564763977987,96.08799999999998,492.2096733840001
Cc1cccnc1,1.8,17.41859497072874,12.011,93.057849224
CCCCCCN(C)C(=O)c1cccc(Oc2ccccc2)c1,2.6,7.64890205992794,192.17599999999996,311.18852904000005
NC(=O)NCCCCCCn1nc(-c2ccccc2)ccc1=O,2.1,12.353925244891215,120.10999999999997,314.174275944
O=c1nc(N=CN2CCCCC2)ccn1C1OC(CO)C(O)C1O,2.7,20.0,0.0,338.1590198039999
CC(=O)Nc1cccc2cccnc12,2.2,12.254270626715268,72.06599999999999,186.07931294
CCCN=C(NC)NC#N,1.7,18.285443426487646,12.011,140.106196384
Clc1cc(Cl)c2cc(Cl)ccc2c1,3.95,9.55318505409542,120.10999999999997,229.9456832
COC(=O)Nc1ccc(C#N)cc1,3.42,11.813406534920198,72.06599999999999,176.058577496
CCCC=NC(=O)CNC(=O)C=[NH+][NH-],3.57,17.57490315332737,24.022,198.111675688
Nc1cccc[n+]1[O-],3.82,20.0,0.0,110.048012812
COc1ccccc1OCC1CN=C(N)O1,4.25,13.510503693634096,72.06599999999999,222.100442308
Clc1cccc2c1Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,4.93,11.853671468881428,144.13199999999998,353.857567736
O=C(Cn1cc(C(=O)C(F)(F)F)c2cc(Br)ccc21)N1CCCCCC1,1.6,16.089899929379477,84.07699999999998,430.050374576
Nc1ccc(Cl)cc1Cl,1.9,11.046584328039955,72.06599999999999,160.97990452
Oc1c(Br)cc(Br)cc1Br,2.32,15.6026938258799,72.06599999999999,327.77340101600004
C#CCOc1c(Cl)cc(N=CNOc2ccccc2)cc1Cl,-0.1,10.650891845211522,156.14299999999997,334.027582984
O=C1C=NC(c2cccc(Br)c2)c2cc(Br)ccc2N1,2.9,12.644750164350238,144.13199999999998,391.91598714
CCCOC(=O)c1ccccc1C(=O)OCCC,0.52,12.316663646443594,96.08799999999998,250.120509056
COc1ccc(NC(=O)NN=Cc2ccc[nH]2)cc1,1.65,14.41590545581426,72.06599999999999,258.111675688
CC(C)CC(N)C(=O)NC(C=O)C(=O)NC(Cc1ccccc1)C(O)O,1.0,12.764360173249756,132.12099999999998,365.19507096399997
CC(Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)C(=O)O,6.85,14.85880537124925,84.07699999999998,327.071842524
CN(C)CC/C=C1\c2ccccc2Sc2ccc(Cl)cc21,2.53,6.528581036206109,212.23199999999994,315.084848256
COC(=O)c1cc(S(N)(=O)=O)ccc1S(=O)(=O)CCO,4.78,14.794208869370385,84.07699999999998,323.013343756
CC(=O)Oc1ccc(C(N)=O)cc1,2.6,11.950552096008886,72.06599999999999,179.058243148
CCOc1ccc(NC(=O)OC(CBr)CBr)cc1OCC,3.2,15.456489318048664,96.08799999999998,422.968082288
COCC(=O)Cn1ccnc1[N+](=O)[O-],5.77,15.377759424759777,46.005,199.059305768
CCc1ccc2c(c1)OCCOCCOCCOCCOCCO2,4.81,15.057035843438893,84.07699999999998,340.18858861599995
CCCC(=NOCC)C1C(=O)CC(c2ccccc2)(c2ccccc2)OC1=O,2.11,10.497084231428675,180.16499999999996,379.17835828
O=C(O)C(Cc1ccc(F)cc1)n1cccc1,5.77,12.785728349009185,84.07699999999998,233.085206844
COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1OC,4.81,13.37639080124245,96.08799999999998,290.13789043599996
N=c1ccn(C2OC(CO)CC2F)c(=O)[nH]1,2.11,20.0,0.0,229.086269464
CC(O)COc1ccccc1,2.82,10.522852092308577,72.06599999999999,152.083729624
COc1cccc(OCC(=O)O)c1,5.58,12.083178316722488,72.06599999999999,182.0579088
CC(=O)N=c1[nH]onc1C,3.04,20.0,0.0,141.053826464
Cc1cccc(CO)c1,2.82,8.192982456804321,72.06599999999999,122.07316494
COc1cc(C(O)CO)ccc1O,2.6,12.169869432117096,72.06599999999999,184.073558864
N#Cc1cnc2ccccc2c1,2.52,9.08467262434244,84.07699999999998,154.053098192
O=C(O)COc1ccc([N+](=O)[O-])cc1,4.82,8.015068930549504,118.07099999999998,197.032422324
CCCN(CCC)C1CCOc2ccc(O)cc21,2.92,12.287443128250322,96.08799999999998,249.172878976
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,3.35,8.379354366963543,144.13199999999998,248.061948624
COC(=O)c1cc(C)ccc1C1=NC(=O)C(C)(C(C)C)N1,1.64,12.496964899656348,108.09899999999998,288.1473925
N#Cc1ccc(C(N)=O)cc1,4.53,10.131190611574182,72.06599999999999,146.048012812
CCn1cc(C(=O)OCOC(C)=O)c(=O)c2ccc(C)nc21,1.99,18.420155722541374,24.022,304.10592161200003
CC(C)(C)C1CCN(N=O)CC1,2.67,12.940598953907628,60.05499999999999,170.141913196
CC(C)CC(N)C(=O)NC(C(=O)NC(CC(C)C)C(=O)O)C(C)C,3.24,12.301697670034514,132.12099999999998,343.247106536
CC(CSC(=O)c1ccccc1)C(=O)N1CC(Sc2ccccc2)CC1C(=O)O,3.08,11.60279077766714,180.16499999999996,429.10685021599994
CCNC(=O)c1ccc[nH]1,2.63,20.0,0.0,138.07931294
CCCCC(=O)OC1(C(=O)CO)[C@@H](C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,2.3,15.46048014736304,108.09899999999998,476.25741712399997
CCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,2.47,14.49915425586686,72.06599999999999,262.017890892
CN(N=Nc1ccc(C(N)=O)cc1)C(C)(C)C,3.16,9.740679518208042,120.10999999999997,234.148061196
O=C(O)C1CCc2ccccc2O1,5.5,11.905561250177561,72.06599999999999,178.06299418
NC(=O)Cn1nc2ccccc2n1,2.86,11.813928845444877,72.06599999999999,176.069810876
[O-][n+]1onc(-c2ccccc2)c1CO,0.46,12.495215868663067,72.06599999999999,192.053492116
CC(=O)C(N)C(=O)NC(C(=O)NC(CC(C)C)C(O)O)C(C)C,0.69,14.923050815562684,84.07699999999998,331.210721028
CCC(C)C(NC(C)=O)C(=O)NC(C)C(=O)NC(C(N)=O)C(C)C,3.08,16.4903381854559,60.05499999999999,342.22670544
COCc1cc(=O)c(O)co1,3.16,20.0,0.0,156.042258736
O=C1CC(c2cccc(O)c2)Oc2cc(O)cc(O)c21,5.78,9.404726085731047,144.13199999999998,272.06847348400004
Nc1cc(Cl)cc(Cl)c1,3.94,11.046584328039955,72.06599999999999,160.97990452
COc1ccccc1OC1OC(CO)C(O)C(O)C1O,2.92,14.962273550345584,72.06599999999999,286.105252916
CC(=O)c1cccc([N+](=O)[O-])c1,5.07,5.69205708735967,118.07099999999998,165.042593084
Brc1ccc(Br)cc1,4.92,13.837035600357375,72.06599999999999,233.867974328
c1ccc(N=Nc2ccccc2)cc1,2.9,4.168660101597661,144.13199999999998,182.08439832
CC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,4.24,15.381771260639756,84.07699999999998,364.10929273999994
OCc1cccc(C(F)(F)F)c1,1.1,11.812770469006114,72.06599999999999,176.044899504
N#Cc1ccccc1OCC(O)CNCCNC(=O)Cc1ccc(O)cc1,1.58,11.540835724851014,156.14299999999997,369.168856216
C=c1[nH]cc(CO)c(=CNNC(=O)c2ccc([N+](=O)[O-])cc2)c1=O,3.78,11.390818464825065,142.093,330.096419548
COc1ccc(-c2cc(=S)ss2)cc1,0.44,5.64567867287566,172.23299999999998,239.973727876
CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,2.43,3.687598236339149,168.15399999999997,206.167065324
CS(=O)(=O)CC(=O)C=NO,1.38,18.54420572498452,12.011,165.009578704
COc1ccc(C(N)=S)cc1,1.26,11.371433094235641,72.06599999999999,167.040484908
COc1ccc(NC(=O)N(C)C)cc1Cl,3.0,13.68026584223816,72.06599999999999,228.066555336
O=C1C2OC[C@H](O2)[C@H]2C1[C@@H]1C=C[C@H]2C1,3.44,13.7468321648802,60.05499999999999,192.078644244
CCCCCOC(=O)COc1cc(-n2c(O)c3c(c2O)CCC=C3)c(F)cc1Cl,4.0,13.754987870498905,132.12099999999998,423.124878736
FC(F)(F)c1ccccc1C1OCC2ON=C(c3ccccc3)C2CO1,4.45,11.399644076022458,156.14299999999997,363.108228032
CC12CC(O)C3C(CCC4(O)CC(O)CC(O)C34CO)C1(O)CCC2c1coc(O)c1,0.46,16.71100738320989,72.06599999999999,438.2253680479999
C#CCC(O)(Cc1ccccc1)c1cccnc1,0.84,9.869066438955404,120.10999999999997,237.1153641
Cc1cc[nH]c(=O)n1,0.46,20.0,0.0,110.048012812
O=[N+]([O-])c1ccc(OCCn2ccnn2)cc1,0.95,9.911707475897575,118.07099999999998,234.07529018
Cc1ccc(Cl)c(C)c1,0.14,9.707744706243401,72.06599999999999,140.039277968
CC(=O)c1csc2ccccc12,1.38,5.4393794813247105,128.15499999999997,176.029585876
COC(=O)C=COc1ccccc1,-1.5,10.556488125207153,84.07699999999998,178.06299418
CCN1CCc2[nH]c(=N)oc2CC1,-0.86,20.0,0.0,181.1215121
C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C,-0.27,16.448266957306195,60.05499999999999,338.172938552
N=c1nc(C(Cl)(Cl)Cl)nc(Sc2ccc(Cl)cc2)[nH]1,-0.04,15.248635113774611,84.07699999999998,353.906727912
CCOC(=O)C(=Cc1ccc(OC)cc1)C(=O)OCC,-0.48,13.090063202539897,96.08799999999998,278.11542367600003
O=C(O)CSC1=NS(=O)(=O)c2ccccc2N1,-0.68,13.817698286903708,84.07699999999998,271.992548736
COC(=O)C(C#N)=NNc1cccc(C(F)(F)F)c1,-0.37,14.682591712111341,72.06599999999999,271.05686115599997
CC=CC(=O)Nc1ccc(Cl)c(Cl)c1,-0.52,11.608259176030955,96.08799999999998,229.006119268
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,-0.84,11.944432078760057,144.13199999999998,357.844416208
Cn1cnc([N+](=O)[O-])c1S(N)(=O)=O,-0.43,15.533733108157616,46.005,206.010975672
CC(=O)Nc1cccc(OC(=O)CNC(=O)c2ccccc2)c1,1.2,10.76405530268951,144.13199999999998,312.111006992
O=C(O)c1cccc(C(F)(F)F)c1,2.11,12.415069908977976,72.06599999999999,190.02416406
NS(=O)(=O)c1ccc(I)cc1,1.47,14.905491469979479,72.06599999999999,282.916397432
O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,2.43,10.456182348375487,144.13199999999998,302.04265266
O=[N+]([O-])c1ccc(Cl)cc1C(F)(F)F,2.2,9.503887569494363,118.07099999999998,224.980440676
O=C1Nc2cc(C(=O)NC3CC3)ccc2S/C1=C\c1ccccc1,2.09,9.993610367099091,168.15399999999997,336.093248752
NCc1ccc(C(=O)O)cc1,0.68,10.458835946191618,72.06599999999999,151.063328528
O=[N+]([O-])c1ccc2[nH]cnc2c1,0.93,5.516153013104974,118.07099999999998,163.0381764
CC(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(N)=O,1.38,12.481117523661545,168.15399999999997,447.28455466400004
CNC(=O)Nc1c(OCCN2CCCC2)c(OC)c2occc2c1OC,2.54,16.031383065625675,72.06599999999999,363.17942089999997
CCC(=O)C1(c2cccc(OC(=O)c3ccccc3)c2)CCN(C)CC1,2.25,10.423580437191733,168.15399999999997,351.18344366
CCCC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,3.13,14.54271309089702,96.08799999999998,352.14567824799997
Cc1cssc1=S,0.69,6.459116766182024,100.167,147.947513128
CCCc1cc(S(=O)(=O)O[Na])c2cc(C(C)C)cccc1-2,1.94,11.587201914094392,132.12099999999998,314.09525974800005
CC(=O)C(F)(F)F,2.79,20.0,0.0,112.013599376
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,3.77,15.444586240289539,84.07699999999998,369.130026096
Cc1ccc(C)n1N=c1ccc(N2CCC(O)CC2)n[nH]1,2.66,20.0,0.0,287.174610292
COc1cccc(-n2c(O)ccc2O)c1,0.97,12.971704113941014,72.06599999999999,205.073893212
NC(=O)Nc1ccccc1F,4.39,10.644074515279197,72.06599999999999,154.054241064
CCc1cccc(NC(=O)NC)c1,4.54,10.55901290195429,84.07699999999998,178.110613068
COc1n[n+]([O-])c2ccccc2[n+]1[O-],1.56,12.533906246128549,72.06599999999999,193.048741084
CCCC(=O)OCC1OC(n2cc(F)c(=O)[nH]c2=O)CC1OC(=O)CCC,2.27,17.511633654528552,48.044,386.14892929599995
CCCCCOc1ccc(O)cc1,2.88,7.996670777686763,108.09899999999998,180.115029752
Cn1ccccc1=O,1.86,20.0,0.0,109.052763844
CC12CC3(C)CC(C)(C1)CC(N)(C2)C3,0.47,12.53909697579742,72.06599999999999,193.183049736
