,smiles,logP,logD
23,O=C(N=c1[nH]c2ccccc2n1CCN1CCOCC1)c1cccc([N+](=O)[O-])c1,,3.3
24,C[C@H](CO)N=c1[nH]c(SCc2cccc(Cl)c2F)nc2[nH]c(=O)sc12,,3.53
25,Cc1sc(=N)[nH]c1-c1ccccc1,,2.75
26,N=c1cc(-c2ccccc2)[nH]c2ccccc12,,2.2
27,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,1.47,0.05
28,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2ccc(F)cc2)c2ccc(S(C)(=O)=O)cc2)CC1,,1.88
29,CN=c1c(Br)c[nH]c2[nH]c(-c3cccc(N)c3)nc12,,2.96
30,COc1cc(N2CCN(C)CC2)c2[nH]c(C(=O)Nc3ccc(N4CCOCC4)cc3)cc(=O)c2c1,,2.7
31,O=C(CCS(=O)(=O)c1ccc(Br)cc1)NCc1ccc(F)cc1,,3.1
32,Cc1cccc(C(N)=O)c1NC(=O)c1ccccc1,,1.09
33,O=C(CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21)NC(CO)CO,,2.61
34,CN(C)CCC=C1c2ccccc2COc2ccccc21,4.29,2.15
35,Cc1c(-c2ccc3c(c2)OCO3)c(=O)n(C[C@H](N)c2ccccc2)c(=O)n1Cc1c(F)cccc1F,,2.67
36,Cc1cc(C)nc(SCC(N)=O)n1,,0.23
37,COc1ccc2c(c1)[nH]c1c(C)nccc12,,2.9
38,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)OCc2ccccn2)c1=O)C(=O)C(F)(F)F,,1.91
39,COc1cc2c(=Nc3ccc(Cl)cc3F)[nH]cnc2cc1OCCCN1CCOCC1,,3.4
40,OCC[C@]1(c2cc3ccccc3o2)CCCNC1,,0.12
41,NC(=O)c1cccc([S+]([O-])[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,,1.1
42,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,2.6,0.86
43,CC(=O)Nc1ccc2ccn(-c3cc(=NCCCN(C)C)n4[nH]cc(C#N)c4n3)c2c1,,1.62
44,C[C@@](O)(C(=O)Nc1ccc(S(C)(=O)=O)cc1Cl)C(F)(F)F,,2.08
45,CS(=O)(=O)c1ccc(N2CCN(C(=O)C3CCCCC3C(=O)NCC#N)CC2)cc1,,0.67
46,Cc1ncc(-c2cc[nH]c(=Nc3ccc(C(=O)N(C)C)cc3)n2)n1C(C)C,,2.45
47,CC(C)C(NC(=O)Cn1c(-c2cc(F)cc(F)c2)ncc(N)c1=O)C(=O)C(F)(F)F,,1.38
48,CN(C)c1ccnc2sc(C(=O)NCc3ccccc3)c(N)c12,,3.62
49,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,,2.57
50,CCCCCCCN(CCc1ccc(OC(C)(C)C(=O)O)cc1)C(=O)Nc1ccc(F)cc1F,,1.93
51,CCn1c2ccccc2c2cc(NC(=O)CN(C)C)ccc21,,3.2
52,CC(=O)N=c1[nH]c(CCc2ccc(N=C(N)N)cc2)cs1,,-0.82
53,COc1cc(N2CCN(C(=O)C3CCCCC3C(=O)NC3(C#N)CC3)[C@H](C)C2)ccc1C1CC1,,3.49
54,CC(C)(C)CN=c1[nH]c(C#N)nc(N2CCOCC2)c1N,,3.08
55,O=c1oc(-c2ccccc2)cc2ccccc12,,3.84
56,COc1ccc2ncc(=O)n(CCN3CC[C@H](NCc4cc5c(cn4)OCCO5)[C@@H](OC)C3)c2c1,,1.25
57,Cc1ccc(CO)cc1N(C)c1cc[nH]c(=Nc2cc(CN3CCOCC3)cc(N3CCOCC3)c2)n1,,3.0
58,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,,1.12
59,CN(CCOc1ccc(CC(Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1)c1nc2ccccc2o1,,2.47
60,COc1ccc2c(C)cc(=N[C@H]3CCC[C@H](NCc4cccc(OC(F)(F)F)c4)C3)[nH]c2c1,,3.61
61,N=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CSCCCNC(=O)Nc2ccc(Cl)cc2)[C@@H](O)[C@H]1O,,2.5
62,COc1cc(-c2ccncc2)cc2c[nH]c(=Nc3ccc([C@@H](C)NC(C)=O)cc3)nc12,,2.73
63,COc1cc(N2CCN(C(C)=O)CC2)ccc1N=c1nc(-c2cnc3ccccn23)c(C(F)(F)F)c[nH]1,,3.7
64,O=C1O[C@@H](Cn2nncc2F)CN1c1ccc(C2=CCS(=O)(=O)CC2)c(F)c1,,3.54
65,CN(C(=O)Cc1ccc(S(C)(=O)=O)c(F)c1)C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,,3.0
66,CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2ccccc2)nc2ccccc12)c1cccnc1,,2.2
67,CC(=O)N[C@@H](C)c1ccc(N=c2nc3ccc(-c4ccncc4)cc3c[nH]2)cc1,,3.17
68,Oc1ccc(-c2ccc3cc(O)ccc3n2)cc1,,3.1
69,NC1(c2ccc(-c3nn4ccccc4c3-c3ccccc3)cc2)CCC1,,3.2
70,O=C(Oc1ccccc1)N1CCOCC1,,1.3
71,CNC(C)C(=O)NC(C(=O)N[C@H]1CCCN(CCc2ccccc2F)C1)C1CCCCC1,,2.51
72,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)NCc2cccnc2)c1=O)C(=O)C(F)(F)F,,2.84
73,CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2ccccn2)cc1,,3.28
74,NC(=O)c1cc(-c2ccccc2)sc1N,,2.7
75,O=C(O)c1ccc(=NC(=O)c2cc(OCc3ccccc3)cc(OCc3ccccc3)c2)[nH]c1,,2.7
76,c1ccc(-c2cc(=NCCCCN=c3cc(-c4ccccc4)[nH]c4ccccc34)c3ccccc3[nH]2)cc1,,3.65
77,O=C(O)COc1ccc(Cl)cc1C1CCCCC1,,0.93
78,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4C2C3=O)O1,,3.57
79,CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2ccccc2)nc2cc(F)ccc12)c1ccccc1,,3.62
80,Cc1ccc(-c2nccn2C)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,,2.83
81,Cc1cc(N2CCCC2C(=O)NCCc2ccc3c(c2)OCO3)nc(-n2ccnc2)n1,,2.5
82,NC(=O)C1CCN(CC(=O)Nc2ccc3c(c2)OCO3)CC1,,0.4
83,Cc1cccc(C)c1NC(=O)C(C)N,0.76,-0.15
84,Cn1c(CN2CCC(c3ccccc3)CC2)nc2ccccc21,,3.6
85,Cc1ccc(O)c(O)c1,1.37,1.37
86,Cc1cn(Cc2ccccc2)c(=O)[nH]c1=O,,1.19
87,CC(=O)NC1CN(c2ccc(N=c3nc(-c4cnc(C)n4C(C)C)c(F)c[nH]3)cc2)C1,,2.76
88,CC(C)(C)OC(=O)N1CCN(c2ccc(OCc3ccc(S(C)(=O)=O)cc3)nc2)CC1,,3.1
89,C[C@@H]1CN(c2noc(C3CC3)n2)CCN1c1ncc(OCc2ccncc2C#N)cn1,,3.1
90,CC(C)(C)C(O)/C(=C\c1ccc(Cl)cc1Cl)n1cncn1,,3.8
91,Cc1cc(C(C)Nc2ccccc2)c2nc(N3CCOCC3)cc(=O)n2c1,,3.6
92,O=C(Cc1ccc(O)cc1)c1ccc(O)cc1O,,2.54
93,O=C(Nc1ccc(F)cc1)c1cccnc1Oc1ccccc1,,3.19
94,Cc1ncc(-c2[nH]c(=Nc3ccc(C(N)=O)c(F)c3)ncc2F)n1C(C)C,,3.14
95,O=C(O)c1ccc(-n2ncc(C(=O)NC3C4CC5CC(C4)CC3C5)c2C2CCCC2)cc1,,1.72
96,CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2cccs2)nc2ccccc12)c1ccccc1,,3.56
97,O=C(Cc1ccc2c(n1)NCCC2)Nc1ccc(CC(NC(=O)c2c(Cl)cccc2Cl)C(=O)O)cc1,,-0.63
98,CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,,3.04
99,Cc1c(C)c(O)c(C(=CCCCCC(=O)O)c2ccccc2)c(C)c1O,,2.48
100,COc1cc2[nH]cnc(=Nc3cccc(Cl)c3F)c2cc1CN(C)C(C)C(N)=O,,3.44
101,O=C1Nc2ccccc2C1(O)c1ccccc1,,1.71
102,C#CCN(c1cc[nH]c(=Nc2ccc(OCC(O)CN(C)C)cc2)n1)c1cc(Cl)ccc1Cl,,3.2
103,Cc1ccc(S(=O)(=O)N=c2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)[nH]n2C2CCSCC2)cc1,,1.29
104,CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2cccc3cccnc23)cc1,,3.86
105,COc1ccc(Cl)c(N=c2[nH]cnc3cc(OC)cc(OC4CCN(C)CC4)c23)c1,,3.6
106,CC1CC(=O)Nc2ccccc2N1,,0.56
107,CCc1nc2c(=N)[nH]c3ccccc3c2n1CC(C)(C)O,,1.38
108,C1=C(c2cc3ccccc3o2)C2CCN1CC2,,2.59
109,Fc1ccc(C(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)N2CCNCC2)cc1,,3.0
110,O=C1C=NC(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,2.41,3.72
111,COc1ccc(-c2c(-c3ccc(O)cc3O)n[nH]c2C)cc1,,3.37
112,COc1ccc(N(C(=O)c2ccccc2)C(C(=O)NC[C@@H](C)O)c2ccccc2F)c(OC)c1,,2.55
113,CN(C)CC(O)COc1ccc(N=c2[nH]ccc(=Nc3ccccc3)[nH]2)cc1,,1.58
114,COc1cc2[nH]cc(C(N)=O)c(=Nc3cccc(Cl)c3Cl)c2cc1OC,,3.4
115,Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(F)c(F)c4)CC3)CC2)cc1,,0.75
116,CC(C)(C)OC(=O)N1CCN(c2ncc(OCc3ccncc3S(C)(=O)=O)cn2)CC1,,2.4
117,COc1cc(C(=O)O)ccc1Cc1cn(C)c2ccc(NC(=O)CC3CCCC3)cc12,,2.0
118,CC(C)CC(NC(=O)N1CCOCC1)C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1,,3.4
119,Cc1ccc2c(-c3ccnc4cc(Cl)ccc34)c(C)n(CC(=O)O)c2c1,,2.41
120,Cn1cc(C#N)cc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,,3.67
121,O=C(OCC(O)CO)c1ccccc1N=c1cc[nH]c2cc(Cl)ccc12,,3.5
122,CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C(C)C)cc1,,2.72
123,Oc1ccc(CCc2ccc(O)cc2)cc1,,3.3
124,Nc1ccccc1NC(=O)c1ccc(C2CCN(Cc3ccc(C(=O)NC4CC4)cc3)CC2)cc1,,2.31
125,CC(C)(C)OC(=O)NCCCSC[C@H]1O[C@@H](n2cnc3c(=N)[nH]cnc32)[C@H](O)[C@@H]1O,,1.2
126,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,6.0,2.83
127,COc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)OC2,,0.5
128,CC(C)c1ccc(Sc2c[nH]c(=O)c(C(=O)NCc3ccccc3)c2)cc1,,3.7
129,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(OC)c(OC)cc34)cc2OC)cn1,,3.42
130,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N(C)C)c(Cc3ccccc3C(F)(F)F)sc21,,2.9
131,COc1cc(N2CC3COCC(C2)N3)ccc1N=c1nc(-c2cnc3ccccn23)c(Cl)c[nH]1,,3.0
132,ON=C(O)Cc1ccc(OCc2ccccc2)cc1,,1.92
133,CCC[C@H](CO)N=c1[nH]c(S[C@@H](C)c2cccc(C#N)c2)nc2[nH]c(=O)sc12,,3.7
134,Cc1ccc(Oc2ccc(N=c3[nH]cnc4cccc(OC(C)C(=O)N5CCOCC5)c34)cc2C)cn1,,4.14
135,CNC(C)C(=O)NC(C(=O)N1CCCC1C(=O)NC(C(=O)OC)C(c1ccccc1)c1ccccc1)C1CCCCC1,,2.42
136,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2C[C@@H]3C[C@H]2CN3)ccc1Cl,,1.45
137,C[C@@](N)(Cc1ccccc1)c1ccccc1,,1.7
138,CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,,2.8
139,N#CC1(NC(=O)C2CCCCC2C(=O)N2CCN(c3nc(-c4ccccc4)cs3)CC2)CC1,,3.5
140,CNC(C)C(=O)NC(C(=O)N[C@H]1C[C@@H]2CC[C@H]1N(CCc1ccccc1)C2)C1CCCCC1,,1.64
141,COc1ccc2c(Oc3ccc(CC(=O)N=c4[nH][nH]c(C)c4C)c(OC)c3)ccnc2c1,,3.78
142,Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1C(=O)Nc1cccnc1,,3.01
143,CCCS(=O)(=O)N1N=Cc2cc(Cl)ccc2B1O,,-0.4
144,Cc1cn([C@H]2CCCN(Cc3cccc(Oc4cccc(Br)c4)c3)C2)c(=O)[nH]c1=O,,3.68
145,CC(C)(C)c1ccc(-c2nc(O)c(CC(=O)O)s2)cc1,,-0.1
146,O=CNc1cc([C@@H](O)CNCCc2ccc(NC[C@H](O)c3ccccc3)cc2)ccc1O,,0.02
147,CCN(c1ccccc1)c1cc(=NC)[n+](C)c(C)[nH]1,,-0.91
148,NC(=O)N1c2ccccc2C=Cc2ccccc21,2.45,1.65
149,N=c1[nH]cnc2sc(-c3c(-c4ccccc4)ncn3Cc3ccccc3N3CCOCC3)nc12,,3.58
150,COc1cc(OC)c(S(=O)(=O)NCc2ccccc2N2CCCCC2)cc1NC(=O)CCC(=O)O,,-0.72
151,CCCCCSc1nc(=O)c2sc(=N)[nH]c2[nH]1,,2.86
152,C[C@H]1CN(Cc2cc(Cl)ccc2CCC(=O)O)CCN1C(=O)Cc1ccccc1,,1.52
153,CN(CCCOCCOCCc1ccccc1)CCc1ccc(O)c2[nH]c(=O)sc12,2.44,2.44
154,CC(C)OC(=O)c1cn(Cc2c(F)cccc2F)c2sc(-c3ccc(NC(=O)C(C)C)cc3)c(CN(C)Cc3ccccc3)c2c1=O,,3.5
155,COc1ccc(C(=O)N=c2cccc(NC(=O)c3ccc(OC)c(OC)c3)[nH]2)cc1OC,,3.5
156,CC[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cccc3[nH]ccc23)n1,,3.0
157,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,,4.13
158,COc1cc2c(=Nc3ccc(F)c(Cl)c3)c(C(N)=O)c[nH]c2cc1OCCN(C)CCO,,3.2
159,CCOC(=O)c1ccc(COCC2CCN(c3ccc(C)nn3)CC2)cc1,,2.68
160,CCCSc1ccc2[nH]c(=NC(=O)OC)[nH]c2c1,,3.24
161,CN1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,,1.03
162,N#Cc1cccc(COc2cc(OCCCN3CCCC3)ccc2C(=O)Nc2cccc(O)c2)c1,,2.41
163,CCn1c(-c2cc[nH]c(=Nc3ccc(S(=O)(=O)NCCOC)cc3)n2)cnc1C,,2.44
164,COc1ccc(N(C(C)=O)C(C(=O)NC2CCCC2)c2ccccc2F)c(OC)c1,,2.81
165,N#Cc1cnc(N2CCN(C(=O)C3CCCCC3C(=O)NC3(C#N)CC3)CC2)s1,,1.2
166,COc1ccc(C(=O)N2CCC(C(=O)c3ccc(F)cc3)CC2)cc1,,2.92
167,CCN(CC)C(C)C(=O)c1ccccc1,,1.18
168,CCCN(CCO)CCCOc1cc2[nH]cnc(=Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)c2cc1OC,,1.28
169,O=S(=O)(NC(Cc1ccc2ccccc2c1)C(O)=NO)c1ccc2ccccc2c1,,3.23
170,COc1ccc(Cn2cc3c(=O)n(C)c(=O)n(CC(C)C)c3c2)cc1,,3.52
171,COc1cc2[nH]cc(C(N)=O)c(=Nc3ccc(F)cc3F)c2cc1OC,,2.95
172,Cc1ccc2c(c1)c(-c1cc(C)nc3ccccc13)c(C)n2CC(=O)O,,2.88
173,CC(C)N1CCN(Cc2cnc(-c3ccc(C(=O)Nc4ccccc4N)cc3)c(Cl)c2)CC1,,1.68
174,Cc1ccc2nc(CCNCCCO)ccc2c1NC(=O)CC12CC3CC(CC(C3)C1)C2,,1.18
175,COc1cc(C)c(S(=O)(=O)N(C)CCOCC(=O)N2CCN(C3CCN(C)CC3)CC2)c(C)c1,,-0.4
176,O=C(O)C(Cc1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,,2.5
177,N#CC1(NC(=O)C2CCCCC2C(=O)N2CCc3[nH]c4ccc(F)cc4c3C2)CC1,,3.0
178,OC[C@H](N=c1nc(N=c2cc(C3CC3)[nH][nH]2)c(Cl)c[nH]1)c1ccc(F)cc1,,3.75
179,CCN(C(=O)NCc1c(F)cccc1F)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,,4.3
180,O=S(=O)(NCC(c1ccccc1)N1CCCCCC1)c1cccc(Cl)c1,,3.39
181,O=C(O)CCc1ccc(OCc2cccc(Oc3ccccc3)c2)cc1,,2.47
182,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,,3.72
183,O=c1oc2ccccc2cc1-c1ccccc1,,3.22
184,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(c1ccc(F)cc1)c1ccc(=O)[nH]c1,,3.04
185,CN1[C@H]2CC[C@@H]1C[C@H](OC(c1ccccc1)c1ccccc1)C2,,1.49
186,CCCSc1ncccc1C(=O)N1CCCC1c1ccncc1,,1.95
187,Cc1ccc(C(=O)NC(C)C)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,,1.56
188,Cc1cc[nH]c(=NCc2ccccc2O)c1,,3.35
189,O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)NCCOCCc3cccc(Cl)c3)c2s1,1.92,1.92
190,CN1CCCC1CCNC(=O)c1ccc(N=c2nc3ccc(-c4ccncc4)cc3c[nH]2)cc1,,2.01
191,COc1cc2[nH]nc(C(N)=O)c(=Nc3cccc(Cl)c3F)c2cc1N1CCN(C)CC1,,2.35
192,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)[C@@H]1CCN(Cc2ccc(C(F)(F)F)cc2)C[C@@H]1F,,3.3
193,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)[C@@H]1CCN(Cc2ccc(C(F)(F)F)nc2)C[C@@H]1F,,1.8
194,CC(N=c1[nH]c(N=c2cc(C3CC3)[nH][nH]2)cnc1C#N)c1ccc(F)cn1,,3.18
195,N=c1nc(-c2cccc(C(F)(F)F)c2)[nH]c(=N)[nH]1,2.67,2.4
196,O=C(CNC(O)c1cc(=O)[nH]c2ccccc12)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1,,3.48
197,CCc1cc(C(=O)NC(Cc2cccc(Cl)c2)C(=O)NCC#N)n(C)n1,,2.6
198,C[C@H](CO)N=c1[nH]c(SCc2cccc(F)c2F)nc2[nH]c(=O)c(=O)[nH]c12,,2.48
199,Nc1ccc2nc(-c3ccc(O)cc3)sc2c1,,3.1
200,Cc1ccc(S(=O)(=O)N=c2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)[nH]n2-c2ccccc2)cc1,,1.44
201,CC(=O)Nc1ccc2c(c1)c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,,0.2
202,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1,1.2,3.5
203,CC(=O)Nc1ccc2ccn(-c3cc(=NCCCCO)n4[nH]cc(C#N)c4n3)c2c1,,2.58
204,C=CC1CN2CCC1CC2[C@@H](O)c1ccnc2ccc(OC)cc12,,2.16
205,CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2ccc3[nH]ccc3c2)n1,,2.06
206,CCCSc1[nH]c(=NCC2CCC(C(=O)O)CC2)ccc1C(=O)NC1CCCCC1,,2.61
207,O=C(O)C(c1ccccc1)N1CCCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)C1,,2.6
208,Cn1c(=O)c2[nH]cnc2n(C)c1=O,-0.04,-0.09
209,N=c1nc(-c2cccs2)cc[nH]1,,1.75
210,CS(=O)(=O)c1cccc(N=c2[nH]ccc(=Nc3cccc4ncoc34)[nH]2)c1,,2.5
211,O=c1ccnc2ccccn12,0.2,0.2
212,Cn1sc(=O)c2cc(S(=O)(=O)NC3CC3)ccc21,,1.3
213,Clc1ccc(C2(c3ccc(-c4cn[nH]c4)cc3)CCNCC2)cc1,,1.51
214,Clc1ccc2c(c1N=c1cc[nH]c(=Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)[nH]1)OCO2,,3.25
215,CC(=O)Nc1cccc(OCc2cnc(Cl)s2)c1,,2.38
216,O=C(O)C(Cc1cccc(F)c1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,,2.68
217,COCC(=O)N1CCC(n2cc(-c3c[nH]c(=N)c(-c4nc5ccccc5o4)c3)cn2)CC1,,3.4
218,N#Cc1cccc(CC(C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,,2.26
219,NC1(C(=O)NC(CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,,2.5
220,FC(F)(F)c1nnc2ccc(N3CCCCC3)nn12,,3.0
221,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3cccc(C(=O)NCCO)c3)nc2n1,,2.49
222,Cc1ccccc1Cn1ccn2c(=O)cc(N3CCOCC3)nc12,,2.3
223,Cc1[nH]c(=NC(=N)N)nc2ccccc12,,-0.49
224,O=C(O)c1[nH]c2ccccc2c1CCCOc1cccc2ccccc12,,2.75
225,Cc1ncc(-c2cc[nH]c(=Nc3ccc(C(=O)NC4CC4)cc3)n2)n1C(C)C,,3.06
226,C[C@H]1O[C@@H](n2cnc3c(=N)[nH]c(OC4CCC(F)(F)CC4)nc32)[C@H](O)[C@@H]1O,,1.42
227,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC=CC3)c(Cc3ccccc3C(F)(F)F)sc21,,3.53
228,Cc1ccc2c(c1)c(Sc1ccccc1Cl)c(C)n2CC(=O)O,,1.71
229,N=c1[nH]c(=NCc2ccccc2)[nH]c2c1[nH]c(=O)n2Cc1ccccc1,,3.69
230,Clc1ccc(C2CC=CCNC2)cc1Cl,,1.86
231,COC[C@H](C)Oc1cc(Oc2cc(F)cc(F)c2)cc(C(=O)N=c2ccc(C(=O)O)c[nH]2)c1,,1.36
232,NC(=O)c1c[nH]c(=N[C@H]2CCCNC2)c2cc(Br)sc12,,1.08
233,CN(C)C(=O)C(Cc1ccccc1)NC(=O)c1cc2ccccc2[nH]1,,3.4
234,COc1ccccc1CNCCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,,0.91
235,COc1ccc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2C)cc1OC,,3.12
236,COc1ccc(-c2cc[nH]c(=N)n2)cc1,,2.08
237,CC(C)NC[C@H](O)COc1cccc2ccccc12,,0.99
238,O=CN(O)C1(CS(=O)(=O)N2CCN(c3ccc(F)cc3)CC2)CCC1,,1.34
239,N=c1[nH][nH]c(=Nc2ccccc2)[nH]1,,1.06
240,C[C@H](CO)N=c1[nH]c(SCc2cccc(F)c2F)nc2[nH]c(=NC3CC3)sc12,,4.37
241,CCCSc1c(C(=O)N(C)C2CCCCC2)cnn1-c1ccc(C(=O)O)cc1,,0.59
242,COc1ccc(-c2nc3[nH]cc(Br)c(=NCCCNC(=O)C4(CN)CC4)c3[nH]2)cc1,,1.9
243,Cc1cc(C)nc(SCC(=O)N=c2cc(C)o[nH]2)n1,,1.52
244,C[C@H]1O[C@@H](n2cnc3c(=N)[nH]c(OCC4CC45CC5)nc32)[C@H](O)[C@@H]1O,,1.78
245,COc1ccc(CNC(=O)c2ccc(Oc3ccc(C#C[C@]4(O)CN5CCC4CC5)cc3)cc2)nc1,,3.1
246,N=c1[nH]ccc2ccccc12,1.9,1.5
247,COc1cc2[nH]cnc(=Nc3cccc(Cl)c3F)c2cc1OC1CCN(C)CC1,,2.72
