,smiles,logP
99,CC1(C)N=C(N)N=C(N)N1c1cccc(C#N)c1,-0.24
100,Cc1cccn2c(=O)ccnc12,0.79
101,CC(C)CNC(=O)C1(O)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.01
102,ClCc1cccc(CCl)c1,2.72
103,CN(C)CC(F)(F)F,1.06
104,Nc1ccc2c(c1)C(=O)N(O)C2=O,0.16
105,N#CCCCC#N,-0.72
106,COc1ccc(C=C(C(C)=O)C(C)=O)cc1,1.73
107,CNC(=O)C1C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,1.54
108,C=CCN=c1nc(Cl)[nH]c(=NCC=C)[nH]1,2.75
109,CC(C)C(C)O,1.28
110,CCOC(=O)CCC(NC(=O)c1ccc(N(C)Cc2cnc3[nH]c(=N)[nH]c(=N)c3n2)cc1)C(=O)OCC,0.98
111,CC(=O)OC=C1CSC2C(NC(=O)Cc3cccs3)C(=O)N2C1C(=O)OCOC(=O)C(C)(C)C,1.57
112,O=C(C(O)CO)C(O)C(O)CO,-1.88
113,O=C(O)c1ccc(O)c([N+](=O)[O-])c1,1.85
114,CCOC(=O)N=[N+]([O-])c1ccccc1,2.53
115,Cc1cn(C2CCC(CO)O2)c(=O)[nH]c1=O,-0.6
116,CNc1ccc(-c2nc3ccc(C#N)cc3s2)cc1,2.5
117,O=C(O)C1CCc2cc(Cl)ccc2O1,2.4
118,Clc1ccc(Br)cc1,3.54
119,O=C1C=C(Cl)C(=O)c2ccccc21,2.29
120,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CC=C(CO)CC21,7.44
121,CCCCCCCCOC(=O)n1cnc(CC(NC(=O)c2ccc(O)[nH]2)C(O)N2CCCC2C(N)=O)c1,1.82
122,COCCOC(=O)c1ccccc1,1.78
123,CC1=NS(=O)(=O)c2cc(C)ccc2N1,0.81
124,O=C(c1cccc(C(F)(F)F)c1)c1ccc2n1CCC2C(=O)O,3.69
125,CC(=O)OCn1ncc2c(=O)[nH]cnc21,-0.35
126,CCCCC(=O)OCC1OC(n2cnc3c(OC)ncnc32)C(OC(=O)CCCC)C1O,3.58
127,CSc1nnc(C2CCCCO2)c(=O)n1N,0.38
128,CC(=O)Nc1cccc(F)c1,1.65
129,O=Cc1ccccc1Cl,2.33
130,COc1ccc(C(=O)CC(C)CC(=O)O)cc1Cl,2.6
131,CN(C)C(=O)OCc1ccc(I)cc1,3.32
132,Cc1nnc(SC=C2CSC3C(NC(=O)Cn4cnnn4)C(=O)N3C2C(=O)O)s1,-0.58
133,O=[N+]([O-])c1nccn1CC(O)COCC(F)(F)F,0.52
134,CCOc1ccccc1NC(=O)OCCN1CCOCC1,2.27
135,Ic1ccccc1,3.25
136,CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O,3.4
137,COC(=O)/C=C/c1ccccc1,2.62
138,O=[N+]([O-])c1ccc(N=C=S)cc1,3.62
139,c1ccc2c(c1)ccc1c3ccsc3ccc21,5.35
140,CS(=O)c1sccc1[N+](=O)[O-],1.69
141,CNCC(F)(F)F,0.55
142,CNCC(O)c1cccc(O)c1,-0.31
143,Cc1nc(C#Cc2ccccc2)cs1,3.3
144,O=C(O)C=CC(=O)O,0.46
145,Cc1ncc([N+](=O)[O-])n1CCSC(=S)N(C)C,1.28
146,c1ccn2nnnc2c1,-0.09
147,Cc1nn(-c2cc(NS(C)(=O)=O)c(Cl)cc2Cl)c(=O)n1C(F)F,0.99
148,ClC(Cl)(Cl)c1ccc(C(Cl)(Cl)Cl)cc1,4.62
149,CCC(CC)(C(=O)NC(N)=O)C(=O)OCc1ccccc1,2.74
150,Cc1[nH]c(=O)n(O)c(=O)c1Br,-1.12
151,COc1ccc(C(=O)NN=Cc2ccccc2O)cc1,3.34
152,C=CCC1(CC)C(=O)NC(=O)NC1=O,0.95
153,CCCN=C1NC(=O)C(=Cc2ccc([N+](=O)[O-])o2)S1,1.24
154,CC(C(c1ccccc1)c1ccccc1)[N+](=O)[O-],3.91
155,CNC(=O)ON=CC(C)(C)S(C)(=O)=O,-0.57
156,O=C(O)COc1ccc(Cl)c(Cl)c1,2.81
157,NCCCCC(N)C(=O)O,-3.05
158,CC(=O)Oc1ccccc1C(=O)OCS(C)(=O)=O,0.57
159,COC(=O)c1ccccc1CS(=O)(=O)NC(=O)N=c1nc(OC)cc(OC)[nH]1,1.8
160,CCCNC(=O)CCn1ccc(=O)c(O)c1C,-0.4
161,CN(Cc1ccccc1)N=Nc1ccc(C(=O)O)cc1,4.04
162,O=c1[nH]c2c(O)ccc(CCNCCS(=O)(=O)CCCOCCNc3ccccc3)c2s1,1.98
163,CS(=O)(=O)CC#N,-1.42
164,O=[N+]([O-])c1ccc(C(F)(F)F)cc1,2.55
165,CCOCCOCCO,-0.54
166,CCc1ccccc1NC(C)=O,1.32
167,CCC(=O)N(C)C,-0.11
168,CCCCSC#N,2.03
169,NC(=O)NCc1ccccc1,0.73
170,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc(Cl)c1Cl,3.41
171,CCCOC(=O)n1c(-c2cscn2)nc2ccccc21,2.98
172,CC(C)(C)c1ccc(C2CCCC(O)C2)c(O)c1,4.05
173,CCOC(=O)c1[nH]c2ccc(CO)c(Cl)c2c1C,3.92
174,O=C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3.24
175,CCCC(=O)C(O)O,0.45
176,CC(O)CCC(=O)c1ccoc1,0.84
177,Cc1ncsc1CCCl,2.12
178,CC(C)CC(=O)O,1.16
179,COC(=O)c1c(C)[nH]c(-c2cc(Cl)ccn2)c1C(=O)OC,2.63
180,CCCCCCCCCCCCCc1ccccc1,9.36
181,CCC(C)C(NC(=O)C(N)Cc1ccccc1)C(=O)NCC(=O)O,0.34
182,CCN(CC)CCNC(=O)c1cc(F)cc(Cl)c1OC,3.18
183,Oc1c(Cl)cc(Cl)c(Cl)c1O,3.6
184,NNC(=O)Nc1ccccc1C(=O)O,-0.49
185,CN(CC1(C)CCCO1)S(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,1.54
186,CCCCC(OC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)NC(CC1CCCCC1)C(O)CC(C(=O)NCCCN=C(NC)NC#N)C(C)C,4.4
187,COC(=O)C(=Cc1ccc([N+](=O)[O-])o1)[N+](=O)[O-],1.6
188,Nc1cc(Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,-0.41
189,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,5.7
190,C[C@H]1C[C@H](NC(=S)NCc2csc3ccccc23)CC(C)(C)C1,6.21
191,CNC(=O)CCn1ccc(=O)c(O)c1C,-1.1
192,NC(=O)C1CCCN1C(=O)C(Cc1cn(C(=O)OC2CCCCC2)cn1)NC(O)c1ccc(O)[nH]1,0.6
193,NNC(=O)NCc1ccccc1,-0.22
194,Nc1ccc(Cl)cc1N,1.28
195,CC(=O)Oc1ccccc1I,2.55
196,C#CCOc1c(I)cc(C=C2C(=O)N(C)C(=S)N(C)C2=O)cc1OCC,3.72
197,Cc1ccccc1S(I)=C(N(C)C)N(C)C,-0.1
198,Cc1cc(C)nc(-n2[nH]c(C)cc2=O)n1,0.72
199,CCOc1ccc(NC(=O)OC(C)C)cc1OCC,2.91
200,Cc1ccc(C(=O)O)cc1,2.27
201,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,4.2
202,O=C(OCC(=O)N1CCC(Cc2ccccc2)CC1)C1CCCCC1,4.98
203,CC(=O)Nc1ccccc1C(C)C,1.71
204,CCc1cccc(CC)c1OC(C)=O,3.4
205,CCOC(=O)CSc1nc(C(C)(C)C)nn1C(=O)N(C)C,2.69
206,C1CCOCC1,0.95
207,Cc1ccc(S(=O)(=O)NC(CCC(=O)NC2CCCCC2)C(=O)O)cc1,0.1
208,CN(C)CCC=C1c2ccccc2CCc2c(Cl)cccc21,5.55
209,COc1ccc(C(=O)N(C(C)C)C(C)C)cc1,2.8
210,O=[N+]([O-])c1ccc(C=Cc2nccs2)o1,1.97
211,CCOC(=O)CCN(Cc1ccccc1)SN(C)C(=O)ON=C(C)SC,3.43
212,CC(=O)OCCOCn1cnc2c(=O)[nH]c(=N)[nH]c21,-1.07
213,COC(=O)NC1=NCC(c2ccccc2Cl)N1C,2.08
214,CC(=O)OCC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C(C=O)OC(C)=O,0.63
215,Nc1ccc(C(F)(F)F)cc1,1.95
216,Cc1cccc(NC(=O)NN)c1,0.68
217,Fc1ccc(Cl)c(NC2=NCCN2)c1,1.52
218,O=CNc1ccc(Cl)cc1,2.04
219,COc1ccccc1C(=O)NC(=O)Nc1ccc(Cl)cc1,4.35
220,CN(C)C(N)=S,-0.43
221,O=C(O)CCCCCCCC(=O)O,1.57
222,Cc1ccc(C)c(C)n1,2.05
223,CCCCc1ccc(NC(C)=O)c(C)c1,3.1
224,NC(=O)Nc1ccc(F)cc1,1.04
225,Clc1cc(Cl)c2c(oc3c(Cl)cccc32)c1Cl,6.31
226,NNC(=O)c1ccc(I)cc1,1.55
227,O=C(O)Cn1c(=O)sc2cccc(Cl)c21,1.34
228,CC(=O)Nc1ccc2c(c1)S(=O)(=O)c1ccc(C)cc1C2=O,2.76
229,Cc1ccc(C(=O)N(NC(=S)Nc2ccccc2)c2ccccc2)cc1,4.08
230,CC1(O)CC23CC(O)C4(O)C(CC(O)C4(C)C)C(C)(O)C2CCC1C3O,0.27
231,CCCCCCCCCCCC(=O)OC,5.41
232,CC(=O)C(=Cc1ccc(Br)cc1)C(C)=O,2.75
233,NC(Cc1ccccc1)C(=O)O.NCCCCC(N)C(=O)O,0.14
234,CC1=NS(=O)(=O)c2ccc(Br)cc2N1,1.37
235,Cc1cc(-c2ccc(N)c(C)c2)ccc1N,2.34
236,Clc1ccc(Oc2ccc(Cl)c(Cl)c2Cl)c(Cl)c1,6.28
237,CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,-0.27
238,CC12CCC(=O)C=C1CCC1C3CCC4(CCC(=O)O4)C3(C)CC3OC312,1.89
239,N#CC(Cl)(Cl)Cl,2.09
240,O=[N+]([O-])c1nccn1COC(CO)CO,-1.17
241,N#Cc1cc(-c2ccncc2)c[nH]c1=NCCCO,1.42
242,CCC(C)c1n[nH]c(=N)o1,0.62
243,CC(=NN=C(N)Nc1ccccc1)c1ccccc1,2.18
244,CCN(N=O)C(N)=O,0.23
245,CC1CN(C(=O)c2ccccc2)CC(C)N1N=O,1.04
246,COC(=O)c1ccc(F)cc1,2.28
247,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F,-0.46
248,O=C(O)C1COc2ccccc2O1,1.4
249,CCCCCCOc1ccc(N)cc1,3.64
250,CC(C)(C)c1cc(C(O)CCC2CCNCC2)c2ccccc2n1,3.63
251,Clc1ccc(-c2nc3cccnc3[nH]2)cc1,2.95
252,CCCCc1nccnc1C,2.1
253,CCS(=O)c1sc(Cl)cc1C#N,2.31
254,CNC(=O)ON=C(C)C(C)SC,1.1
255,CC(C)(C(=O)O)C(=O)O,0.39
256,CC=NN(C(=O)c1ccc([N+](=O)[O-])cc1)c1ccccc1,3.08
257,Cc1ccc(C)c(Cl)c1,3.86
258,O=C(O)Cc1ccc(F)cc1,1.55
259,c1ccc(C2CCNCC2)cc1,2.39
260,CCCC[N+](=O)[O-],1.47
261,O=C(COc1ccc(OCCNCC(O)COc2ccccc2)cc1)NCCCO,0.5
262,Cc1cc(C)ncn1,0.62
263,COc1ccc(C(=O)CCCC(=O)O)cc1Cl,2.17
264,CCOc1ccccc1-c1nc(=N)[nH]c(=N)[nH]1,1.03
265,O=C(O)Cc1c[nH]c2ccccc12,1.41
266,CCCCC(=O)OCCOCn1cnc2c(=O)[nH]c(=N)[nH]c21,0.37
267,CC(=O)Nc1ccc2cccnc2c1,1.55
268,CN(C(=O)CC[N+](=O)[O-])c1ccc(S(=O)(=O)N(C)C)cc1,0.3
269,Cc1[nH]c(=O)[nH]c(=O)c1N(CCF)CCCl,0.85
270,CC(=O)NC(CCC(N)=O)C(=O)NC(Cc1ccccc1)C(N)=O,-1.14
271,CC1C(c2ccccc2)OC(O)(c2ccccc2)CN1C,1.87
272,NNC(=O)Nc1cccc(O)c1,-0.5
273,CC(C)NC(=S)N1CCN(S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1,3.9
274,CC(=O)N=c1sc(S(N)(=O)=O)nn1C,0.13
275,Cc1[nH]nc(C(=O)Nc2ccccc2)c1[N+](=O)[O-],1.81
276,C=C(C)C(=O)OC,1.38
277,CCOC(=O)C1=CC2CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,2.54
278,CC1(C)OC2CC3C4CC=C5CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,2.53
279,CNC(=O)c1cccn1C,0.71
280,CCOC(=O)Cn1cnc(I)c1[N+](=O)[O-],0.93
281,CC(Cl)[N+](=O)[O-],1.1
282,CC(C)(C)C(O)C(Cc1ccc(Cl)cc1Cl)n1cncn1,3.8
283,Cc1ssc(=S)c1-c1ccccc1,3.17
284,CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2O,4.16
285,CCN1C(=O)c2cccc3c(S(=O)(=O)N(C(=O)c4cccnc4)c4ccc(OC)cc4)ccc1c23,4.74
286,CC(C)CNCCS(=O)(=O)c1ccc(S(N)(=O)=O)cc1,0.23
287,CCCCCCCCCC,5.01
288,CCC=CCC=CCC=CCCCCCCCC(=O)OC,6.29
289,CCN(CC)C(=O)c1ccccc1,1.25
290,CCCNC(=O)c1cc2ccccc2[nH]1,2.8
291,c1ccc2c(c1)ccc1cc3ccc4ccccc4c3nc12,6.45
292,CC(=O)Oc1ccccc1C(=O)O,1.1
293,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,-0.24
294,CC(O)COc1ccc(Cl)cc1,2.41
295,N#Cc1ccc(C(N)=O)cc1,0.48
296,CCOc1ccncn1,0.97
297,O=C(Cc1ccccc1)Nc1cccc(Br)c1,3.77
298,COc1ccccc1NC(=O)OC1CCCCC1CN(C)C,3.55
299,COc1ccc(N2Cn3c(nc4ccccc4c3=O)C2C)cc1,1.73
300,COC(=O)c1cccs1,1.83
301,S=c1sscc1-c1ccccc1,3.2
302,Cc1cc(=O)c(=O)[nH][nH]1,-0.3
303,CC(=O)C(C)=O,-1.34
304,Cc1ccc(-c2cc3ccccn3c2)cc1,4.96
305,CCCCOc1ccc([N+](=O)[O-])cc1NC(C)=O,2.26
306,CN(SN(C)C(=O)c1ccccc1Cl)C(=O)Oc1cccc2c1OC(C)(C)C2,4.1
307,CCCCNC(=O)C1(O)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.1
308,Oc1ccc2cccc(O)c2c1,1.94
309,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccc(C(F)(F)F)cc1,3.77
310,CCc1cc2c3c(c1)[C@@]1(C(=O)N3C(C)(C)C=C2C)C2=C(CC(C)(C)CC2=O)OC(=N)C1C#N,5.39
311,CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,4.13
312,CCCCCCCCCCC(C)c1ccccc1,8.19
313,CCCCCC[N+](=O)[O-],2.7
314,NC(=O)Nc1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,-0.6
315,Cn1cnc([N+](=O)[O-])c1Cl,1.06
316,COc1cncc(N(C)C)n1,1.99
317,N=c1nc(-c2cc(Br)ccc2Br)[nH]c(=N)[nH]1,2.09
318,COc1ccc2ccc(=O)oc2c1,1.74
319,Cc1cccc(C)n1,1.68
320,OCc1cc(Cl)ccc1O,1.44
321,O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)CCNCCOc3ccccc3)c2s1,0.9
322,N=c1ccc(Cl)n[nH]1,0.35
323,Cc1cccc(C)c1NC(=O)C(C)N,0.76
324,O=C(O)c1cc(=O)c2cc3c(cc2o1)CCCC3,3.4
325,CCCOc1ccc(NC(=O)OCCN2CCCCC2)cc1,3.78
326,CCCc1c(C)ssc1=O,2.96
327,CC(C)(C)C(=O)OCOc1ccccc1C(N)=O,2.0
328,CCCN(CCC)CCc1cccc2[nH]c(O)cc12,2.7
329,CC(C)CC(N)C(=O)N=C(CCCNC(N)N)C(=O)NC(Cc1ccccc1)C(=O)O,-0.06
330,COc1cc2cc(c1Cl)N(C)C(=O)CC(OC(=O)C(C)N(C)C(C)=O)C1(C)OC1C(C)C1CC(O)(NC(=O)O1)C(OC)C=CC=C(C)C2,1.99
331,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,3.75
332,Cc1ccc(C(C)C)c(O)c1,3.3
333,O=c1nc(N=CN2CCCC2)ccn1C1CC(O)C(CO)O1,-1.02
334,CCC(C)C(NC(=O)C(C)N)C(=O)O,-2.6
335,NC(=O)Nc1cccc(F)c1,1.29
336,CC(=O)C(=Cc1ccccc1)C(C)=O,1.59
337,O=c1nc(N=CN2CCCCC2)ccn1C1CC(F)C(CO)O1,0.36
338,c1csc(-c2cccs2)c1,3.75
339,C=CCOP(=O)(OCC=C)OCC=C,1.76
340,C#CCNC(=O)NCCCC(NC(C)=O)C(=O)NCc1ccccc1,-0.31
341,Cc1cc(C(=O)O)ccc1N,1.37
342,CC(C)CCO[N+](=O)[O-],2.84
343,CCNC(=O)c1ccoc1,0.72
344,O=[N+]([O-])c1ccc2[nH]cnc2c1,1.5
345,CCOC(=O)C(C#N)=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],4.14
346,C[C@@H](NC(=O)C1CCN(C(=O)c2ccc(F)cc2)CC1)c1ccccc1,3.48
347,CC(=O)NNC(=O)Nc1ccc(Br)cc1,1.38
348,CCn1ccc(=O)c(O)c1C,-0.31
349,O=C(Nc1ccc(Cl)c(Cl)c1)C1CC1,3.83
350,COC(=O)c1cccc(NC(C)=O)c1,1.46
351,CNC(=O)N(C)C(=O)Nc1cc(Cc2ccccc2)ccc1F,3.9
352,C[C@H]1CN(C(=O)c2csc3c2CCCC3)/C(=N/c2ccc(Cl)cc2)S1,5.53
353,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,3.5
354,CC(C)(C)c1cc(Cc2ccccc2)[nH]n1,4.35
355,COC(=O)C(C#N)=NNc1cc(C#N)ccc1C#N,2.81
356,CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O[Na])C21,-0.23
357,Clc1cc(Cl)c2oc3c(Cl)ccc(Cl)c3c2c1Cl,6.59
358,Cc1ccc(NC(=O)c2ccccc2)c(O)c1,3.08
359,NS(=O)(=O)c1cc2cc(CN3CCOCC3)sc2o1,0.88
360,O=S(=O)(O)c1cccc2cccc(O)c12,-0.17
361,CN(C)C(N(C)C)=S(I)c1ccc(Cl)c(Cl)c1Cl,0.95
362,CSc1nc(C(Cl)(Cl)Cl)nc(C(Cl)(Cl)Cl)n1,4.42
363,O=C1NC(=O)C2(CCCC2)C(=O)N1,0.24
364,OC1CC2CCC1C2,1.37
365,N#CC(C#N)=NNc1ccc([N+](=O)[O-])cc1,2.37
366,O=C(Nc1ccccc1)c1ccccc1O,3.27
367,O=S1(=O)N=C(c2ccccc2)Nc2ccccc21,1.78
368,O=C(O)CCC1=NS(=O)(=O)c2ccc(C(F)(F)F)cc2N1,1.3
369,CCCC(NC(C)=O)C(=O)OC,0.33
370,CS(=O)CC(=O)C=NO,-0.72
371,Clc1cccc(Cl)c1NC1=NCCN1,1.59
