,smiles,logP,logD
53,CCCCCCCCOC(=O)c1cc(=O)[nH]c(=O)[nH]1,2.6,
54,CCN(CC)CCCN(C(=O)Cc1ccccc1)c1c(C)cccc1C,4.94,
55,C=CC1CC=CCC1,3.93,
56,COc1ccc(Cc2c[nH]c(=N)[nH]c2=N)cc1OC,0.97,
57,CCN(CC)CCCNC(=O)c1ccccc1OC,1.76,
58,CC(=O)NNC(=O)Nc1ccc(C(C)(C)C)cc1,2.08,
59,CC(=O)c1sc(S(C)=O)c(-c2ccc(Cl)cc2)c1C,3.82,
60,ClC1C=CC(Cl)C(Cl)C1Cl,3.08,
61,CN=C(NC#N)NCCSCc1csc(=NC(=N)N)[nH]1,0.68,
62,O=C(O)CCC1=NS(=O)(=O)c2cc(Br)cc(Br)c2N1,1.35,
63,C#CCOc1c(Cl)cc(N=CNOC(C)CC)cc1Cl,4.2,
64,O=C(Nc1ccc2nn(C3CCCC3)nc2c1)C(Cl)Cl,3.4,
65,CN(C)CCNCCN,-0.92,
66,CCC1C2CC3C4N(C)c5ccccc5C4(CCN3C1O)C2O,1.81,
67,COc1cc(C(O)CO)ccc1O,-0.58,
68,COc1ccc2c(c1)N=C(CCCC(=O)O)NS2(=O)=O,0.12,
69,Cc1c(NC(=O)CC(c2ccccc2)c2ccccc2)cccc1-n1cnnn1,3.2,
70,Nc1cccc(C(=O)O)c1,0.65,
71,CN(C)c1ccc(N(C)C)nn1,0.99,
72,CC(Sc1nc2ccccc2c(=O)n1-c1ccc(F)cc1)C(=O)NCc1ccc2c(c1)OCO2,4.63,
73,O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl,3.94,
74,Oc1oc(O)c(C(Cl)Cl)c1Cl,1.13,
75,COC(=O)Cc1ccccc1,1.83,
76,Cc1cnc2n(c1=O)C(C)CCC2,0.82,
77,Cc1c(-c2ccccc2)oc2ccccc2c1=O,3.92,
78,CC1N(C)CCOC1(O)c1ccccc1,1.92,
79,CCOC(=O)c1cc(C#N)c(S(C)=O)s1,2.27,
80,Cc1nc(=NCc2ccccc2)nc(C(Cl)(Cl)Cl)[nH]1,3.86,
81,CC(C)COC(=O)c1cc(O)c(O)c(O)c1,2.46,
82,CCCc1ssc(=S)c1CC,3.76,
83,N#CN=[N+]([O-])c1cccc([N+](=O)[O-])c1,1.45,
84,CCCCCC(CCC)C(=O)O,3.2,
85,CC(C(=O)Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1)n1nc(C(F)(F)F)c(Cl)c1C1CC1,6.63,
86,COc1c(OC)c(OC(C)=O)c2cc(Cl)ccc2c1OC(C)=O,3.26,
87,NC(=O)Nc1ccc(Cl)c(Cl)c1,2.65,
88,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,6.97,
89,O=C(Cc1ccccc1)Nc1ccccc1[N+](=O)[O-],2.73,
90,O=C(Nc1ccc(Cl)cc1Cl)c1ccccc1O,5.49,
91,O=S(=O)(Nc1cccc(F)c1)C(F)(F)F,3.42,
92,CCOP(=O)(C#N)N(C)C,0.38,
93,CNC(=O)c1ccc(S(N)(=O)=O)cc1,-0.31,
94,COc1cccc(S(C)(=O)=O)c1,0.76,
95,COc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1,1.36,
96,CCCCCNC(=O)NN,-0.04,
97,CNCC(O)c1ccc(O)cc1,-0.45,
98,CC(C)(C)c1ccccn1,2.4,
99,COC(=O)C(CC(C)C)NC(C)=O,0.84,
100,OC1CCN(Cc2cccc(COc3ccccc3)c2)CC1,2.77,
101,OCC(CO)(CO)CBr,-0.7,
102,COc1cccc(OCC(=O)O)c1,1.38,
103,CN(C)C(=O)NS(=O)(=O)Cc1ccccc1,0.54,
104,CCCCCCOC1OC(CO)C(O)C(O)C1O,0.16,
105,O=c1[nH]c2c(O)ccc(CCNCCS(=O)(=O)CCCOCCCCc3ccccc3)c2s1,3.62,
106,N=c1cccc[nH]1,0.48,
107,C=c1[nH]cc(CO)c(=CNNC(=O)c2cccc(Br)c2)c1=O,3.07,
108,CCCC(=O)OCn1cnc(CSCCN=C(NC)NC#N)c1C,1.6,
109,O=C(O)c1c(O)cccc1O,2.2,
110,Brc1ncccn1,0.5,
111,Cc1ccno1,0.45,
112,CCSC(=O)N(CC)C1CCCCC1,3.88,
113,C=CCN1CCC23CCCCC2C1Cc1ccc(O)cc13,3.48,
114,CCCCCCCOc1ccc(NC(=O)OCCN2CCCCC2)cc1,5.87,
115,CCCCCN(C)N=Nc1ccc(C(N)=O)cc1,3.18,
116,N#CCCO,-0.94,
117,CCCCN=C1CC(=O)c2ccccc2C1=O,3.11,
118,CNc1ccc(-c2nc3ccc(OC)cc3s2)cc1,2.6,
119,CC12C=CC(=O)C=C1C(F)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1.51,
120,O=CCNc1c(O)c(N2CC2)c(NCCO)c(O)c1N1CC1,-1.48,
121,c1ccc(C2CNCCO2)cc1,1.11,
122,CN(C)C(=O)Nc1ccc(Oc2nnnn2C(C)(C)C)cc1,1.65,
123,CCN=c1[nH]c(Cl)nc(=N)[nH]1,1.15,
124,CC(C)(C)OC(N)=O,0.48,
125,Clc1cc(Cl)cc(Oc2ccc(Cl)cc2Cl)c1,6.13,
126,C=CC(=O)OCCO,-0.21,
127,C#CCN(CC#C)CC#C,1.27,
128,CCc1ccccc1OC(C)=O,2.42,
129,Clc1ccc(Oc2ccccc2)c(Cl)c1,4.93,
130,CC1(C)C2CCC1(C)C(O)C2,2.69,
131,Clc1cc(Cl)c2c(oc3ccc(Cl)c(Cl)c32)c1Cl,6.51,
132,Cc1ccc(-c2nc3ccccc3[nH]2)cc1,3.67,
133,O=NN1CCC(O)CC1,-0.89,
134,CC(=O)C=CC1=C(C)CCCC1(C)C,3.85,
135,O=C(O)CCCc1c[nH]c2ccccc12,2.3,
136,CCCOC(=O)c1ccccc1,3.01,
137,CN(SN(C)C(=O)c1ccccc1Cl)C(=O)Oc1cccc2c1OC(C)(C)C2,4.1,
138,COc1ccc(OCCN(C)C)cc1,1.23,
139,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc(Cl)c1,3.28,
140,CC1CN(N=O)C(C)CN1N=O,0.15,
141,O=S(=O)(O[Na])c1cc(-n2nc3ccc4ccccc4c3n2)ccc1C=Cc1ccccc1,1.8,
142,O=C(NCCO)C(F)(F)Cn1cnc([N+](=O)[O-])n1,-0.77,
143,CC=C(C)C1(C)CC(=O)C(C(CCC)=NOCC)C(=O)O1,3.4,
144,Cc1cc(=O)[nH]n1-c1ccncn1,1.4,
145,Clc1ccc(/C=N/N=C2Cn3c(nc4ccccc43)NN2)cc1,4.81,
146,OCc1ccc(O)cc1,0.25,
147,NNC(=O)Nc1ccccc1Br,0.66,
148,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,4.41,
149,OCC(O)COc1ccccc1,0.7,
150,CC(=O)NNC(=O)Nc1ccccc1,0.25,
151,Cc1cccc(NC(N)=O)c1,1.29,
152,C=C1C2CCC(C2)C1(C)C,4.22,
153,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,5.41,3.37
154,CC(=O)Nc1cnc2ccccc2c1,1.92,
155,CC1=NS(=O)(=O)c2cc(Cl)c(N)cc2N1,0.63,
156,Brc1cnccn1,0.93,
157,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],5.34,
158,CCCCC(OC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)NC(CC1CCCCC1)C(O)CC(C(=O)NCCCN=C(NC)NC#N)C(C)C,4.4,
159,CCCCOCCNc1ccccc1C(N)=O,2.27,
160,O=C(O)C(O)(c1ccccc1)c1ccccc1,2.3,
161,CC(C(N)=O)n1nc2ccccc2n1,0.86,
162,Clc1ccc2cccc(Cl)c2c1,4.56,
163,CC(C)NCC(O)COCCCc1ccccc1,1.94,
164,CC(C)c1nnc(N2CCOCC2)n(N)c1=O,0.49,
165,CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,3.82,
166,CNC(=O)ON=C1SCOC1C(C)C,1.48,
167,CON(C)C(=O)Nc1cccc([N+](=O)[O-])c1,1.64,
168,CON=C(Cc1cccnc1)c1ccc(Cl)cc1Cl,3.7,
169,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,7.75,
170,Cc1ccc(Cn2cc(F)c(=O)[nH]c2=O)cc1,1.5,
171,CC(C)(C)c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,1.18,
172,CC(C)[N+](=O)[O-],0.93,
173,CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1CCC21CCC(=O)O1,2.54,
174,CCOC(=O)OCn1cc(F)c(=O)[nH]c1=O,-0.04,
175,O=C1c2cc([N+](=O)[O-])ccc2-c2ccc([N+](=O)[O-])cc21,2.84,
176,O=[N+]([O-])CC1=NCCN1CCc1ccc(Cl)nc1,-0.23,
177,CCCCCCCCCCCCc1ccc(O)cc1,7.91,
178,COc1ccccc1NC(=O)C1C(C)=Nc2nc(SCc3ccccc3F)nn2C1c1ccncc1,4.66,
179,Nc1ccc(S(=O)(=O)c2ccccc2N)cc1,1.56,
180,CCc1ccc(-c2csc(C(C#N)C=Nc3ccc4c(c3)OCO4)n2)cc1,6.59,
181,CCC1(C2=CC3CCC(C2)C3)C(=O)NC(=O)NC1=O,2.53,
182,NS(=O)(=O)c1ccc(Cl)c(Cl)c1,1.44,
183,COc1ccc(Cn2cncn2)cc1,1.1,
184,O=C1c2ccccc2C(=O)N1c1ccccc1C(F)(F)F,3.55,
185,NC(=O)NN=Cc1ccccc1,1.27,
186,CC(C(O)c1ccccc1)N(C)C,1.7,
187,C[N+](C)(CCCCc1ccccc1)CCCS(=O)(=O)[O-],-1.17,
188,C1=CC=CC=CC=C1,3.08,
189,O=S(=O)(c1ccccc1)c1ccc2ncccc2c1,2.57,
190,CCc1n[nH]c(=O)[nH]c1=O,0.22,
191,CNC(=S)NCCSCc1cncn1C,0.32,
192,Brc1cccc(Oc2ccc(Br)c(Br)c2Br)c1,6.05,
193,Cc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,1.92,
194,NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,-0.27,
195,N#Cc1ccc2nccnc2c1,1.01,
196,O=[N+]([O-])NC1=NCCN1Cc1cccnc1,-0.19,
197,CC(=O)Nc1ccc(OC(C)=O)cc1,1.05,
198,NS(=O)(=O)c1nn2c(=Nc3ccc(O)cc3)snc2s1,1.89,
199,COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],4.48,
200,CCOP(=S)(OCC)SCCS(=O)(=O)CC,1.87,
201,Nc1cccc([N+](=O)[O-])c1N,1.27,
202,CNC1CC2CCC1c1ccccc12,2.59,
203,O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)CCNCCOc3ccccc3)c2s1,0.9,
204,CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,0.79,
205,CNC(=O)Nc1c(OCCN2CCCC2)c(OC)c2occc2c1OC,1.38,
206,CC1CCC2C(C)COC3OC4(C)CCC1C32OO4,3.16,
207,COc1ccc(C=C[N+](=O)[O-])cc1,2.2,
208,COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,2.78,
209,Cc1cccc2c1ccc1ccccc12,5.08,
210,CCOC(=O)C=COc1ccccc1Cl,3.55,
211,CCC1(C(C)c2ccccc2)C(=O)NC(=O)N(C)C1=O,3.14,
212,CCCOc1ccccc1NC(=O)OCCN1CCOCC1,2.78,
213,O=C1CC2C(=O)NCC2CN1,-2.11,
214,COc1cc(-n2[nH]c(C)cc2=O)nc(C)n1,0.72,
215,CCN(CC)C(=O)c1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,1.44,
216,CSC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C(=O)SC)c1CC(C)C,4.75,
217,Clc1cc2c(c(Cl)c1Cl)Oc1ccc(Cl)c(Cl)c1O2,6.74,
218,CCCCOC(N)=O,0.85,
219,CC(=O)OCC1CCC(NC(=O)N(CCCl)N=O)CC1,2.24,
220,CC1(C)CC(=O)NN1C=NNc1ccccc1,0.26,
221,CCNP(=S)(OC)OC(C)=CC(=O)OC(C)C,3.82,
222,CNC(=O)ON=C1CSCS1,0.51,
223,CCn1cc(-c2nc3c4c(C)c(C)sc4ncn3n2)cn1,3.77,
224,Cc1ccccc1C(=N)c1ccccc1C,3.31,
225,O=C(COC(=O)c1cccc(S(=O)(=O)N2CCc3ccccc32)c1)Nc1ccc(F)c(F)c1F,5.31,
226,CN=c1cccc[nH]1,1.12,
227,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,4.01,
228,Cc1cc(C)cc(OC2OC(CO)C(O)C(O)C2O)c1,0.26,
229,S=C=NC(c1ccccc1)c1cccc2ccccc12,6.44,
230,CC(=O)N(C)c1ccc(O)cc1,0.61,
231,Cc1cccc(Cl)c1C(N)=O,0.89,
232,C[N+](C)(CCCCS(=O)(=O)[O-])Cc1ccccc1,-2.32,
233,OC(c1ccccc1)c1ccc(Cl)cc1,3.61,
234,CCOC(=O)CNC(=O)COC(=O)c1ccccc1OC(C)=O,0.99,
235,CC1(C)C2CCC(CN)C1C2,2.05,
236,CCc1cccc(CC)c1N(COC)C(=O)CCl,3.52,
237,c1ccc2nc3ccc4ccccc4c3cc2c1,4.48,
238,CCn1c2ccccc2c2ccccc21,4.49,
239,CN=C(C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,0.27,-0.95
240,COc1ccc(C(=O)c2ccncc2)cc1,1.94,
241,CCCC(=O)OCOc1ccccc1C(N)=O,1.66,
242,CCC(CC)NC(=O)c1ccc(Cl)c(S(=O)(=O)N2CCCC2)c1,3.6,
243,COc1ccc(C(N)=O)cc1N=NN(C)C,0.44,
244,COC(=O)C(C#N)=NNc1ccc(SC(F)(F)F)cc1,4.3,
245,Cc1cc(=O)c(O)c(C)o1,0.44,
246,CN(C)C(=O)Oc1ccc(CC(NC(=O)C2N(S(=O)(=O)c3cnn(C)c3)CSC2(C)C)C(=O)OCC(C)(C)C)cc1,3.42,
247,CCCOC(=O)NC,0.95,
248,CN1CC=C(c2ccc(Cl)cc2)CC1,3.32,
249,Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,2.08,
250,CC(C)=CCCC(C)=CCO,3.56,
251,CCC(=O)NN,-1.0,
252,COC(=O)c1ccc(C2C3C(=O)C[C@@H](c4ccco4)CC3=Nc3ccccc3N2C(=O)C2CC2)cc1,4.44,
253,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1c(Cl)cccc1Cl,2.56,
254,CS(=O)(=O)NCCN1CCc2cccc(Cl)c2CC1,2.51,
255,CCCCCCCCC(=O)O,3.42,
256,[NH-][NH+]=CC(=O)N=CC(=O)N1CCOCC1,-0.47,
257,Nc1cc(Cl)ccc1Cl,2.75,
258,Cc1cc(=S)ss1,1.89,
259,CCCCN=c1cc(-c2nc(=N)[nH][nH]2)cc[nH]1,2.15,
260,CCc1nnc(SC)n(N)c1=O,0.46,
261,CCCCc1ccc(CCC[N+](C)(C)CCCS(=O)(=O)[O-])cc1,0.55,
262,CC(=O)C(C#N)=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],3.4,
263,CCCCc1c(C)nc(=NCC)[nH]c1OS(=O)(=O)N(C)C,2.7,
264,CC(=O)NC(C)C(=O)NCC(=O)NC(C)C(=O)NC(C)(C)C,-0.6,
265,O=C(CSc1nnc(-c2cccs2)o1)NCCn1c(O)csc1=O,2.31,
266,CC(C)NNC(=O)C(C)(C)Oc1ccccc1,1.88,
267,CCCCCOC(=O)C=Cc1ccc([N+](=O)[O-])o1,3.4,
268,O=C(O)CC(O)(CC(=O)O)C(=O)O,-1.72,
269,CCC(C)NC(=O)C=C(Br)c1ccccc1,3.56,
270,Cc1cc(=O)c(N(C)C)n[nH]1,0.24,
271,Cn1c(=N)[nH]c2cc(Cl)c(Cl)cc21,2.98,
272,CN1CCN(C)CC1,-0.4,
273,CCOc1cccnc1,1.44,
274,COc1ccccc1-c1nc(=N)[nH]c(=N)[nH]1,0.58,
275,CCOP(=S)(OCC)OC(Cl)C(Cl)(Cl)Cl,4.59,
276,O=C(O)c1ccccc1Nc1cccc(O)c1,3.49,
277,Cn1c(=O)cc(O)[nH]c1=O,-0.85,
278,Nc1cc(Cl)c(Cl)c(Cl)c1,3.32,
279,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(C=O)=CC21,8.03,
280,COC1CC(OC2CCC3(C)C(CCC4C3CC(O)C3(C)C(c5coc(O)c5)CCC43O)C2)OC(C)C1OC1CC(O)C(OC2CC(O)C(OC)C(C)O2)C(C)O1,2.14,
281,COc1ccc(OC)c(NC2=NCCN2)c1,0.97,
282,Cc1ccc(CC#N)cc1,1.67,
283,O=C(O)Cc1ccc(C(=O)O)cc1,1.24,
284,CS(=O)CCCOc1ccc([N+](=O)[O-])cc1,0.93,
285,O=C1CC(c2ccccc2)Oc2ccccc21,3.14,
286,COc1ccc2cc(CC(=O)OCC(=O)NC(C)C)ccc2c1,2.89,
287,CCCc1ccc(-c2c[nH]c(SCCc3c[nH]cn3)n2)cc1,4.09,
288,CCCNC(=O)COC(=O)Cc1ccc2cc(OC)ccc2c1,3.1,
289,Cc1sc2ncn(CC(=O)N[C@@H]3CCC[C@@H](C)[C@H]3C)c(=O)c2c1C,4.34,
290,CCOC(=O)CCCCC(=O)O,0.91,
291,CCCCN(CCCC)c1cc(N)[n+]([O-])c(=N)[nH]1,3.19,
292,CCCC1(CC)C(=O)NC(=O)N(C)C1=O,1.65,
293,COC(=O)C(C)(C)C,1.83,
294,CCCn1c(SCc2cc(=O)n3cc(Br)ccc3n2)nnc1-c1cccc(C)c1,4.43,
295,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,0.89,
296,CSCCC(NC(=O)C(C)N)C(=O)NC(C(=O)O)C(C)C,-0.63,
297,CNC(=O)Oc1cc(C)ccc1C(C)(C)C,3.14,
298,CCC(=O)N(C)SN(C)C(=O)ON=C(C)SC,1.6,
299,CC(C)(N)Cc1ccccc1,1.9,
300,O=C(O)CCC1=NS(=O)(=O)c2ccc(Cl)cc2N1,0.72,
301,Clc1cc(Cl)cc(Oc2ccccc2)c1,5.21,
302,CC[N+](C)(C)[N-]C(=O)C(O)(c1ccc(F)cc1)c1ccc(F)cc1,1.52,
303,CN(C)C(=O)OCc1cccc(N)c1,1.06,
304,C#CCOc1c(Cl)cc(N=CNOC(C)C)cc1Cl,3.9,
305,COc1ccc(C(=O)N(N)c2ccccc2)cc1,2.83,
306,COc1c(OC)c(OC(=O)C(C)(C)C)c2ccccc2c1OC(=O)C(C)(C)C,5.69,
307,COc1cc(CC(=O)O)ccc1OC(C)C,1.75,
308,CCCOP(N)(=O)SCCC,1.23,
309,Cc1ccc(-c2nccnc2-c2ccc(C)cc2)cc1,4.1,
310,Cc1ccc(C)c2ccccc12,4.37,
311,N=c1[nH]cnc2c1nc(Br)n2C1OC2CO[PH](=O)(=O)OC2C1O,-2.27,
312,O=C(CN1CCOCC1)NCc1ccccc1,0.67,
313,CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NC(CO)c1ccccc1,2.89,
314,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F,4.56,
315,CC(C)C(=O)NCCNCC(O)COCCc1ccccc1,0.95,
316,NS(=O)(=O)c1ccc2c(c1)S(=O)(=O)NC(Cc1ccccc1)N2,1.03,
317,CCOC(=O)c1[nH]c2ccc(CO)c(Cl)c2c1C,3.92,
318,Cc1no[n+]([O-])c1Cl,0.9,
319,COC(=O)Nc1cccc(C(F)(F)F)c1,2.74,
320,COC1OC(CO)C(O)C(NC(=O)N(C)N=O)C1O,-1.45,
321,COC(=O)CNC(=O)c1ccc([N+](=O)[O-])cc1,0.98,
322,COC(=O)C(NC(=O)CON=C1C=C2CC[C@H]3[C@H](CC[C@]4(C)[C@H]3CC[C@@]4(O)C(C)=O)[C@]2(C)CC1)c1ccccc1,6.27,
323,C=CCN(C)N=Nc1ccccc1C(N)=O,2.91,
324,CCC1(CCC(C)C)C(=O)NC(=S)NC1=O,2.98,
325,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,3.67,
326,O=C(O)C(c1ccc(-c2ccccc2)cc1)C(O)c1ccccc1,3.6,
327,S=C=Nc1ccc2cc3ccccc3cc2c1,5.7,
328,O=Cc1ccsc1,1.01,
329,CNC(=O)c1cccnc1,0.0,
330,N=c1ccn(C2OC(CCl)C(O)C2O)c(=O)[nH]1,-1.05,
331,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,1.5,
332,Clc1ccc(C2NCCS2)cc1,2.1,
333,CC(=O)Oc1ccccc1C(=O)OCC(=O)N(C)C,0.38,
334,c1ccc2cc3ccccc3cc2c1,4.45,
335,Fc1ccccc1CCl,2.67,
336,CCC1(C(=O)NC(C)c2ccc(Cl)cc2)C(C)C1(Cl)Cl,4.28,
337,CC(=O)Nc1cn[nH]c1,-0.38,
338,O=C(O[Na])c1ccc(Cl)cc1Nc1cccc(C(F)(F)F)c1,2.29,
339,O=C(O)Cn1nnc2ccccc21,-1.88,
340,O=c1[nH]c(=O)n(C2CC(F)C(CO)O2)cc1Br,-0.04,
341,COc1c(O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1C(NC(C)=O)CC2,1.43,
342,CC(=O)Nc1ccc2cccnc2c1,1.55,
343,NC(CCC(=O)NC(Cc1ccccc1)C(=O)O)C(=O)O,-1.14,
344,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F,-1.16,
345,c1ccc2c(c1)nnn2C1CCCCC1,3.11,
346,C=Nc1c(O)c(N2CC2)c(NC)c(O)c1N1CC1,0.13,
347,c1ccc(-c2ccccc2)cc1,3.98,
348,CCOC(=O)c1cc(O)c(O)c(O)c1,1.3,
349,CCCCCOC(=O)CCCNC(=O)NC12CC3CC(CC(C3)C1)C2,0.44,
350,CC(=O)OCc1ccc(C)cc1,2.44,
351,O=Cc1ccccc1[N+](=O)[O-],1.74,
352,NC(C=O)C(O)NC(Cc1ccccc1)C(=O)O,-0.79,
353,CC(=O)OCCN1C(=O)C(OC(C)=O)N=C(c2ccccc2)c2cc(Cl)ccc21,2.74,
354,COc1ccc(S(N)(=O)=O)cc1C(=O)NCC1CCCN1Cc1ccc(F)cc1,2.46,
355,CCN(CC)CCSC(=NO)c1cnsn1,0.74,
356,CNC12CCCCC1c1ccccc1C2,3.43,
357,COc1cccc(S(I)=C(N(C)C)N(C)C)c1,-0.5,
358,Cc1c(N2CCOCC2)c(=O)n(-c2ccccc2)c(=O)n1C,0.69,
359,CC(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(N)=O)C(C)C,-0.14,
360,CCOc1ccc(S(I)=C(N(C)C)N(C)C)cc1,-0.06,
361,CCC(C)c1ccc(OC(=O)NC)cc1,3.2,
362,CCCNC(=O)CCC(NS(=O)(=O)c1ccc(C)cc1)C(=O)O,0.02,
363,CCCOc1ccccn1,2.38,
364,CC(C(=O)O)c1ccc(-c2nccs2)cc1,2.79,
365,Clc1ccc(-c2cc3ccccn3c2)cc1,5.2,
366,COc1cc(OC)[nH]c(=NC(=O)NS(=O)(=O)c2c(-c3nnn(C)n3)cnn2C)n1,0.65,
367,CN(C)c1cccnn1,0.29,
368,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC,9.05,
369,O=C(O)COc1ccccc1O,0.85,
370,CC#CCOC(C)c1ccc(OC)c(OC)c1,2.4,
