,smiles,logP,logD
56,N=c1[nH][nH]cc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,,2.3
57,Clc1ccc(-c2cn3ccccc3n2)cc1,,4.0
58,CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2cccnc2)cc1)C(F)(F)F,,2.08
59,COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,,1.55
60,O=C(O)c1cncc(-c2cnc3[nH]c(C(=O)NC4CC4)cc3c2-n2ccc(C(F)(F)F)n2)c1,,-0.98
61,COCCOc1cc2[nH]cc(C(N)=O)c(=Nc3ccc(C)cc3F)c2cc1N1CCN(C)CC1,,2.24
62,Cc1cc2n[nH]c(=O)n2c2cc(-c3ccccc3CO)ccc12,,3.18
63,Cc1ccc(S(=O)(=O)N=c2c(C(=O)NCC(C)(C)C)c(C)[nH]n2-c2ccccc2)cc1,,1.46
64,CS(=O)(=O)c1ccc(N2CCN(C(=O)C3CCCCC3C(=O)NCC#N)CC2)cc1,,0.67
65,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,,3.05
66,COc1ccc2cc(CCC(C)=O)ccc2c1,3.08,3.06
67,CCOC(=O)c1c(C)n(Cc2ccco2)c2ccc(O)cc12,,3.5
68,CCC(CC)NC(=O)c1c[nH]n(-c2ccccc2)c1=NS(=O)(=O)C1CCCC1,,0.69
69,C=c1c(-c2c(C)c(O)c3c(c2O)=CC(=O)C(=O)C=3Cc2ccccc2)c(O)c2cc(O)c(O)c(=Cc3ccccc3)c2c1O,,2.73
70,Cc1oc(S(C)(=O)=O)cc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,,3.2
71,Cc1ccn2c(NC(=O)c3ccccc3)c(-c3cccs3)nc2c1,,2.87
72,C[C@H]1CN(c2nc(N3CCOC[C@@H]3C)c3ccc(-c4ccccc4)nc3n2)C[C@@H](C)O1,,3.75
73,O=C(NS(=O)(=O)c1ccc(F)cc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,,1.79
74,Cc1c(Sc2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O,,1.84
75,CN(C)C(=O)c1ccc(CN2CCc3cc4[nH]c(=N)sc4cc3CC2)cc1,,1.72
76,CCc1nc2ccc(C(=O)NCc3ccc4c(c3)OCO4)cn2c1N(C)Cc1cccs1,,4.1
77,CCn1c(-c2cc[nH]c(=Nc3ccc(C(=O)NC)cc3)n2)cnc1C,,2.53
78,Cc1ccccc1Cn1ccn2c(=O)cc(N3CCOCC3)nc12,,2.3
79,Cc1nocc1C(=O)N=c1ccc(-c2ccccc2OC(F)(F)F)c(N)[nH]1,,3.7
80,NC(=O)c1cccc(OC2CCN(CC3CC3)CC2)c1,,0.49
81,CCc1cc(O)c(Oc2ccc(C(N)=O)cc2F)cc1F,,2.87
82,NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,1.95,2.12
83,CC(C)N1CCN[C@@H](CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,,1.92
84,CC(NC(=O)c1cc(=O)[nH]c2ccccc12)c1ccccc1,,2.2
85,COc1cc2[nH]cc(C(N)=O)c(=Nc3ccccc3Cl)c2cc1OC,,2.89
86,FC(F)(F)c1nnc2ccc(N3CCCCC3)nn12,,3.0
87,CSc1ncccc1C(=O)NCC1CCCCC1,,2.93
88,Cc1ccc(-n2[nH]c(=O)c3cccnc32)cc1,,2.1
89,NC1(Cc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,,2.72
90,N#Cc1ccc(Cl)cc1O[C@H](CCN)c1ccccc1,,0.76
91,CN(C(=O)Cc1ccc(Cl)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,,3.5
92,Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)cc4Cl)CC3)CC2)cc1,,1.52
93,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NS(C)(=O)=O)c1=O)C(=O)C(F)(F)F,,1.77
94,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,2.72,1.4
95,C[C@H](N=c1nc(N=c2cc(C3CC3)[nH][nH]2)c(F)c[nH]1)c1ccc(F)cn1,,3.14
96,N#Cc1ccc(-c2cc(NC(N)=O)c(C(=O)N[C@H]3CCCNC3)s2)cc1,,0.61
97,CSc1nc(C(N)=O)c(N)s1,,1.21
98,CN(C)CCCN(C)S(=O)(=O)c1ccc(N=c2nc(-c3cnc4ccccn34)cc[nH]2)cc1,,2.16
99,Cc1ccc(-c2ccc(F)cc2COc2ccc(CCC(=O)O)cc2)cc1,,3.24
100,CC1(C)Oc2[nH]cnc(=N)c2N=C1c1ccc(C2CCC(CC(=O)O)CC2)cc1,,1.32
101,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,,2.57
102,CNC(C)C(=O)NC(C(=O)N[C@H]1CCCN(CCc2ccc(OC)cc2)C1)C(C)(C)C,,1.45
103,N=c1[nH][nH]cc1-c1cc(C(F)(F)F)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,,2.65
104,COc1cc(C(=O)Nc2ccc(Cl)c(-c3nc4ccccc4[nH]3)c2)cc(OC)c1OC,,3.83
105,O=C1c2ccc(O)cc2C(=O)N1c1ccc(O)cc1F,,2.1
106,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,,-0.84
107,Cc1cccc(CC(NC(=O)c2cc(C(C)(C)C)nn2C)C(=O)NCC#N)c1,,3.1
108,CN=c1cccc(CCOc2ccc(CC(NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)[nH]1,,-0.15
109,CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(N)=O)c(C)c1,,2.77
110,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CCOC2)CC1,,0.8
111,O=[N+]([O-])c1cccc2ccc(C(Cl)(Cl)Cl)nc12,,3.7
112,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,0.93,-0.96
113,CN1CCC(NC(=O)c2ccc(Oc3ccc(C#C[C@]4(O)CN5CCC4CC5)cc3)cc2)CC1,,1.0
114,O=C(NC(Cc1ccc(CCCCN=c2cccc[nH]2)cc1)C(=O)O)c1c(Cl)cccc1Cl,,0.51
115,Fc1ncccc1OC[C@@H]1CCN1,,-1.2
116,COc1ccc(C(CN2CCCC2)N(C)C(=O)Cc2ccc(Cl)c(Cl)c2)c(OC)c1,,3.07
117,Cc1cc2[nH]c(=O)c(=O)cc(O)c2cc1C,,1.99
118,CCOc1ccc(-n2c(CC)nc3ccccc3c2=O)cc1,,3.27
119,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccc(Cl)cc1,,1.21
120,O=c1[nH]c2c(O)ccc(CCNCCCCCCOCCc3ccccc3)c2s1,2.73,2.21
121,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(NC(=O)Cc3ccccc3)cc2)CC1,,3.61
122,CCN(C(C)=O)c1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,,1.61
123,C[C@H](CO)n1ccc2c(NC(=O)Cc3ccc(Cl)c(C(F)(F)F)c3)cccc2c1=O,,3.49
124,C[C@H]1O[C@@H](n2cnc3c(=N)[nH]c(OC4CCCC4)nc32)[C@H](O)[C@H]1Cl,,3.18
125,CCNC(=O)c1ccc(C)c(-n2cnc3ccc(N4CCN(C)CC4)cc3c2=O)c1,,1.47
126,O=C(Cc1ccc(F)c(C(F)(F)F)c1)Nc1cccc2c(=O)n([C@@H]3CNC[C@H]3O)ccc12,,1.33
127,CN1Cc2c(N)cccc2[C@H](c2ccccc2)C1,,2.11
128,COc1cccc(Oc2c[nH]cnc2=O)c1,,0.59
129,C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,,3.34
130,O=C(c1ccc(C(=C2CCN(Cc3cscn3)CC2)c2cccc3cccnc23)cc1)N1CCCC1,,2.75
131,CC(=O)Nc1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1,,2.9
132,CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,4.85,2.3
133,CCC(c1ccncc1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O,,0.6
134,O=C1CN(C(=O)c2ccco2)c2ccccc2N1,,1.21
135,CN=c1c(Br)c[nH]c2[nH]c(-c3cnn(C4CCN(C)CC4)c3)nc12,,2.5
136,COc1ccc(CCN2CN=C(SCc3ccc(Cl)cc3)NC2)cc1OC,,2.41
137,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC(C)(O)C3)c(Cc3ccccc3C(F)(F)F)sc21,,3.18
138,NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,0.31,0.3
139,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3c[nH]c4ncccc34)sc21,,1.71
140,COc1cc2[nH]c(N3CCN(C(=O)c4ccco4)CC3)nc(=N)c2cc1OC,,1.9
141,NC(=O)c1cccnc1Oc1ccccc1,,1.13
142,CCN(CC)C(=O)c1ccc2[nH]c(-c3cc(C)cc(C)c3)c(CCNCCCCc3ccncc3)c2c1,,3.3
143,CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CC1CCNCC1)C(=O)c1ccc(C)cc1,,1.33
144,COc1cc2c(=Nc3ccc(F)c(Cl)c3)c(C(N)=O)c[nH]c2cc1OCCCN1CCN(C)CC1,,1.2
145,C[C@@H]1CN(C(=O)OC(C)(C)C#N)CCN1c1ncc(OCc2ccncc2C#N)cn1,,2.3
146,Oc1ccc2[nH]c(CN3CCC(Cc4ccc(F)cc4)CC3)nc2c1,,3.8
147,COc1cc2[nH]cc(C(N)=O)c(=Nc3ccc(C)cc3F)c2cc1OC,,3.34
148,COCCOc1nc(=N)c2[nH]c(=O)n(Cc3ccccc3)c2[nH]1,,2.26
149,C[C@@H]1CN(c2noc(C3CC3)n2)CCN1c1ncc(OCc2ccncc2C#N)cn1,,3.1
150,N=c1[nH]c2ccc(-c3cccc(O)c3)cc2s1,,3.1
151,COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OC[C@H](O[PH](=O)(=O)O)C1CC1,,-0.04
152,O=c1cc(OCc2ccccc2)ccn1-c1ccc2c(cnn2CCN2CCCC2)c1,,2.0
153,O=c1[nH]c(C2CCCN2)nc2c1oc1ccc(Br)cc12,,2.19
154,C#CC(C)(C)NC(=O)c1sccc1Oc1ccc(F)cc1[N+](=O)[O-],,3.0
155,Cc1cn([C@H]2CCCN(C(CC(C)(C)C)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C2)c(=O)[nH]c1=O,,1.12
156,COC(=O)c1cccc(Cn2[nH]c(=O)c3[nH]c4cc(Cl)ccc4c(=O)c3c2=O)c1,,1.1
157,C=CCCCCCCCCC(O)Nc1ccc(=O)[nH]c1O,,2.64
158,CCCc1c(OCc2ccc(-c3nn[nH]n3)cc2)ccc(C(C)=O)c1O,,3.1
159,COc1ccc2c(c1)[nH]c1c(C)nccc12,,2.9
160,CN1CCN(CCCOc2ccc(-c3cc(-c4ccc(F)cc4)no3)cc2)CC1,,3.81
161,COC(=O)CCn1cc(-c2cc(=NC3CC3)n3[nH]cc(C#N)c3n2)c2cc(NC(C)=O)ccc21,,2.72
162,Cc1cc(CCCOc2c(C)cc(-c3noc(C(F)(F)F)n3)cc2C)on1,,3.63
163,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,,2.43
164,COc1cccc2c1c(=NS(=O)(=O)c1ccc(Cl)s1)[nH]n2Cc1cccc(CNC(=O)C2COCCN2)c1,,1.61
165,NC(Cc1ccccc1)c1ccccc1,,1.32
166,CN(C)CCNCc1ccc(N=c2nc3ccc(-c4ccncc4)cc3c[nH]2)cc1,,1.4
167,COc1ccc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2C)cc1,,3.17
168,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)Cn2c(O)ccc2O)c1=O)C(=O)C(F)(F)F,,0.96
169,CS(=O)(=O)c1ccc(-c2nnc(/C=C/c3nnc(-c4ccc(C#N)cc4)o3)n2-c2ccccc2Cl)nc1,,2.66
170,O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccccc1Br,,4.15
171,O=C(NC(Cc1ccccc1)C(=O)N1CCC(O)CC1)c1cc2cc(Cl)ccc2[nH]1,,3.6
172,O=S(=O)(NCC(c1ccccc1)N1CCCCCC1)c1ccc(C(F)(F)F)cc1,,4.29
173,CC/C(=C(\c1ccccc1)c1ccc(/C=C/C(=O)O)cc1)c1ccccc1,,3.89
174,N#CCNC(=O)C1CCCCC1C(=O)N1CC=CCC1,,0.9
175,NC(=O)c1ccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)cn1,,1.51
176,Cc1ccc(S(=O)(=O)N2CCN(C(=O)c3ccco3)CC2)cc1,,2.17
177,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,1.0,1.1
178,COc1cc2[nH]cnc(=Nc3cccc(O)c3)c2cc1OC,,2.6
179,CC(C)C(NC(=O)Cn1c(-c2cccs2)ncc(NC(=O)OCc2ccccc2)c1=O)C(=O)C(F)(F)F,,2.02
180,N=c1[nH][nH]c2cccc(Cl)c12,,1.92
181,Brc1cc(Br)cc(COC[C@H](c2ccccc2)N2CCNCC2)c1,,2.8
182,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,,1.72
183,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CN4CCCC4)c3)c2s1,,-0.28
184,COc1ccnc(CCc2nc3cccnc3[nH]2)c1,,1.69
185,CC[C@H](NC(=O)c1c([S+]([O-])CC)c(-c2ccccc2)nc2ccccc12)c1ccccc1,,3.45
186,OCC(O)CN1CCN(c2ccccc2)CC1,,0.4
187,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,,-0.18
188,CN=c1[nH]c2ccccc2n1Cc1sc2c(c1C(=O)N1C[C@H](O)CO1)c(=O)n(C)c(=O)n2CC(C)C,,1.77
189,Cn1nnc2c(C(N)=O)ncn2c1=O,,-1.08
190,Cc1cn(Cc2ccccc2)c(=O)[nH]c1=O,,1.19
191,COCC(=O)N1CCC(n2cc(-c3c[nH]c(=N)c(-c4nc5ccccc5o4)c3)cn2)CC1,,3.4
192,Cc1ccc(-c2cn(C)c(C)n2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,,2.71
193,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,4.69,3.06
194,CC1CN(C(=O)c2cc3ccccc3[nH]2)CCN1,,0.94
195,COc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c(OC)n1,1.63,0.2
196,CC(C)Oc1cc(=Nc2nc3c(cc2F)ncn3[C@@H](CO)c2ccc(F)cn2)[nH][nH]1,,2.97
197,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1,,0.79
198,CN1CCN2c3ncccc3Cc3ccccc3C2C1,,2.82
199,O=S(=O)(NC(Cc1ccc2ccccc2c1)C(O)=NO)c1ccc2ccccc2c1,,3.23
200,N=c1ccc2cccc(N=c3nccc[nH]3)c2[nH]1,,2.7
201,COc1cc2[nH]nc(C(N)=O)c(=Nc3ccc(F)cc3F)c2cc1N1CCN(C)CC1,,2.36
202,CN(C)C(=O)CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21,,3.07
203,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,-1.03,-0.87
204,CC(=O)N[C@@H]1CC2(CCN(Cc3ccc4[nH]c5ccccc5c4c3)CC2)c2ccccc21,,2.96
205,Cn1c(=O)c2[nH]cnc2n(C)c1=O,-0.02,-0.09
206,OCCn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1,,1.7
207,N#Cc1nc(=NC2CCCCC2)c(N)c(N2CCOCC2)[nH]1,,2.81
208,c1ccc2c(c1)CCN(c1ccncc1)C2,,1.4
209,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CN4CCC(c5ccccc5)CC4)c3)c2s1,,1.99
210,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3Oc3ccccc32)cc1NC(=O)/C=C/C(=O)O,,-0.71
211,CCN(C(=O)Cc1ccc(S(N)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,,2.4
212,CN(C(=O)Cc1ccc(S(N)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,,2.3
213,NC(=O)c1ccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c(F)c1,,2.1
214,O=Nc1c(O)n(Cc2ccccc2[N+](=O)[O-])c2ccccc12,,2.07
215,O=C(Nc1cccc2cccnc12)C1CCC(n2c(O)c3c(c2O)[C@@H]2CC[C@H]3C2)CC1,,3.94
216,COC[C@H](C)Oc1cc(O[C@@H](C)Cc2ccccc2)cc(C(=O)N=c2ccc(C(=O)O)c[nH]2)c1,,1.5
217,C[C@](N)(Cc1ccccc1)c1ccccc1,,1.7
218,C[C@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCc2ccc(S(C)(=O)=O)cc2)cn1,,3.5
219,O=C(Oc1ccccc1O)c1cccc2ccccc12,,4.4
220,O=C(Cn1cnc2ccccc21)c1ccc(Br)cc1,,3.22
221,CNC(C)C(=O)NC(C(=O)N[C@H]1CCCN(CCc2ccc(C(F)(F)F)cc2)C1)C(C)(C)C,,2.85
222,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,,2.79
223,CCCN(c1cccnc1)P(=O)(c1ccccc1)c1ccccc1,,2.6
224,CN(C)C(=O)N[C@H]1CC[C@H](CN2[C@H]3CC[C@@H]2C[C@H](Oc2cccc(C(N)=O)c2)C3)CC1,,-0.07
225,O=C(O)COc1ccccc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,,2.0
226,C[C@@H](NC(=O)C1CCCCN1C)c1ccc(N=c2nc3ccc(-c4ccncc4)cc3c[nH]2)cc1,,3.34
227,Cc1nc(-c2ccccc2)c(-c2ccc(CN3CCC(n4c(=O)[nH]c5ccccc54)CC3)cc2)[nH]c1=O,,3.9
228,COc1cc2[nH]cnc(=Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CCN1CCCCC1,,4.1
229,CN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)[C@@H]1CCN(Cc2ccc(C(F)(F)F)cc2)C[C@@H]1F,,2.7
230,O=c1cc(N2CCOCC2)nc2n(Cc3cccc(Cl)c3Cl)ccn12,,3.3
231,CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc(N)c3)n2)CC1,,1.35
232,O=C(N=c1[nH]c(-c2ccccc2)cs1)c1cccnc1,,3.62
233,N=c1[nH]c(-c2ccccn2)nc(N)c1Cc1ccccc1F,,2.12
234,O=c1oc2cc(O)ccc2cc1-c1ccc(O)cc1,,2.9
235,COc1ccc(N(C(=O)c2ccoc2Cl)C(C(=O)NC[C@@H](C)O)c2ccccc2F)c(OC)c1,,2.36
236,Nc1ccccc1NC(=O)c1ccc(-c2nccs2)cc1,,2.3
237,COc1cccc2[nH]ncc12,,2.1
238,Cc1n[nH]c(=N)s1,,-0.4
239,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(OC2CCNCC2)ccc1Cl,,1.83
240,Cc1nc(C)c(-c2ccc3c(c2)CCC32CCC(C(=O)O)CC2)nc1C(N)=O,,1.3
241,COc1ccc2ncc(F)c(CCN3CCC(NCc4ccc5c(n4)NC(=O)CO5)CC3)c2n1,,1.78
242,CNCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,,1.89
243,CC(C)CN=c1[nH]c(C#N)nc(N2CC(O)C2)c1N,,2.0
244,CN=c1c(Br)c[nH]c2[nH]c(-c3cc[nH]c(=N)c3)nc12,,2.83
245,N[C@@H]1CCCN(c2c(/C=C3\SC(=O)NC3=O)cccc2-c2ccncc2)C1,,1.56
246,CCOc1cc2[nH]nc(C(N)=O)c(=Nc3cc(C)ccc3F)c2cc1N1CCN(C)CC1,,3.02
247,CCCCN1Cc2c([nH]c3cc(-c4ccco4)nn3c2=O)C1=O,,0.8
248,Cc1occc(=O)c1OCc1ccc(F)cc1,,1.91
249,CS(=O)(=O)c1cccc2c3c([nH]c12)CCN(C(=O)C1CCCCC1C(=O)NC1(C#N)CC1)C3,,1.7
250,NC(=O)Cc1ccccc1,0.45,0.3
251,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,,1.17
252,O=C(O)c1ccc(-n2ncc(C(=O)NC3C4CC5CC(C4)CC3C5)c2C2CCCC2)cc1,,1.72
