,smiles,logP
80,C#CCC(O)(c1ccc(F)cc1)c1cccnc1,1.78
81,C#CCC(O)(c1ccccc1)c1cccnc1,1.67
82,C#CCC(O)(c1cccnc1)C1CCCCC1,2.09
83,C#CCC(O)(c1cccnc1)c1ccc(Cl)c(Cl)c1,2.42
84,C#CCC(O)(c1cccnc1)c1ccc(Cl)cc1Cl,2.29
85,C#CCC(O)(c1cccnc1)c1ccc2ccccc2c1,2.14
86,C#CCC(O)c1cccnc1,1.21
87,C#CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,4.49
88,C#CCCC,1.98
89,C#CCCC(=O)N(C)c1ccc(S(=O)(=O)N(C)C)cc1,0.88
90,C#CCCC(C)=O,0.58
91,C#CCCCC,2.73
92,C#CCCOC(=O)Nc1ccc(OCC)c(OCC)c1,2.54
93,C#CCCOCn1ccnc1C=NO,0.67
94,C#CCN(C)C(C)Cc1ccc(F)cc1,3.0
95,C#CCN(C)C(C)Cc1ccccc1,2.9
96,C#CCN(C)N=Nc1[nH]cnc1C(N)=O,0.33
97,C#CCN(CC#C)CC#C,1.27
98,C#CCN1C(=O)C2CC[C@@](C)(C1=O)C2(C)C,2.28
99,C#CCN1C(=O)COc2cc(F)c(-n3c(O)c4c(c3O)CCC=C4)cc21,2.55
100,C#CCNC(=O)C1(O)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,2.0
101,C#CCNC(=O)NCCCC(NC(C)=O)C(=O)NCc1ccccc1,-0.31
102,C#CCNC(=O)NCCCCC(NC(C)=O)C(=O)NCc1ccccc1,0.23
103,C#CCOC(=O)C(C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1,3.9
104,C#CCOC(=O)Nc1ccc(OCC)c(OCC)c1,2.68
105,C#CCOC1(c2ccccc2)CN(C)CCO1,1.87
106,C#CCOC1=Nc2cc(OC(=O)N3CCCC3)c(Cl)cc2OC1,2.93
107,C#CCON=CNc1cc(Cl)c(OCC#C)c(Cl)c1,3.3
108,C#CCON=CNc1cc(Cl)c(OCC#C)c(OCC#C)c1,2.3
109,C#CCON=CNc1cc(F)c(OCC#C)c(OCC#C)c1,1.8
110,C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1,5.0
111,C#CCOc1c(Cl)cc(N=CNOC(C)C)cc1Cl,3.9
112,C#CCOc1c(Cl)cc(N=CNOC(C)CC)cc1Cl,4.2
113,C#CCOc1c(Cl)cc(N=CNOC)cc1Cl,3.3
114,C#CCOc1c(Cl)cc(N=CNOCC#N)cc1Cl,3.0
115,C#CCOc1c(Cl)cc(N=CNOCC(=O)OCC)cc1Cl,3.6
116,C#CCOc1c(Cl)cc(N=CNOCC)cc1Cl,3.6
117,C#CCOc1c(Cl)cc(N=CNOCC=C)cc1Cl,3.7
118,C#CCOc1c(Cl)cc(N=CNOCC=CCl)cc1Cl,3.9
119,C#CCOc1c(Cl)cc(N=CNOCCC)cc1Cl,4.0
120,C#CCOc1c(Cl)cc(N=CNOCCCC)cc1Cl,4.4
121,C#CCOc1c(Cl)cc(N=CNOCCCl)cc1Cl,3.7
122,C#CCOc1c(Cl)cc(N=CNOCCOCC)cc1Cl,3.7
123,C#CCOc1c(Cl)cc(N=CNOCOC)cc1Cl,3.2
124,C#CCOc1c(Cl)cc(N=CNOCOCC)cc1Cl,3.5
125,C#CCOc1c(Cl)cc(N=CNOCSC)cc1Cl,3.6
126,C#CCOc1c(Cl)cc(N=CNOCc2ccccc2)cc1Cl,4.2
127,C#CCOc1c(Cl)cc(N=CNOc2ccc(C)cc2)cc1Cl,4.8
128,C#CCOc1c(Cl)cc(N=CNOc2ccccc2)cc1Cl,4.4
129,C#CCOc1c(Cl)cc(NC=NO)cc1Cl,2.8
130,C#CCOc1c(I)cc(C=C2C(=O)N(C)C(=S)N(C)C2=O)cc1OCC,3.72
131,C#CCOc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,3.95
132,C#CCOc1cc(N=CNOC)cc(Cl)c1OCC#C,2.3
133,C#CCOc1cc(N=CNOC)cc(F)c1OCC#C,1.8
134,C#CCOc1cc(N=CNOCC)cc(Cl)c1OCC#C,2.6
135,C#CCOc1cc(N=CNOCC)cc(F)c1OCC#C,2.1
136,C#CCOc1cc(N=CNOCC=C)cc(Cl)c1OCC#C,2.7
137,C#CCOc1cc(N=CNOCOC)cc(Cl)c1OCC#C,2.2
138,C#CCOc1cc(N=CNOCOC)cc(F)c1OCC#C,1.7
139,C#CCOc1cc(OC(=O)N(CC)CC)c(Cl)cc1Cl,3.95
140,C#CCOc1cc(OC(=O)N2CCC(F)(F)C2)c(Cl)cc1Cl,3.42
141,C#CCOc1cc(OC(=O)N2CCC(F)(F)CC2)c(Cl)cc1Cl,3.57
142,C#CCOc1cc(OC(=O)N2CCCC2)c(Cl)cc1Cl,3.82
143,C#CCOc1cc(OC(=O)N2CCCCC2)c(Cl)cc1Cl,4.25
144,C#CCOc1ccc(C2C3=C(CC(C)(C)CC3=O)OC3=C2C(=O)CC(C)(C)C3)cc1OCC,4.93
145,C#CCOc1ccc(N=CNOC)cc1OCC#C,1.6
146,C#CCOc1ccc(N=CNOCC)cc1OCC#C,1.9
147,C#CCOc1ccccc1OCC(O)CNC(C)(C)C,2.32
148,C#CCOn1c(=O)[nH]c(C)c(Br)c1=O,-0.1
149,C#CCn1cc(O)n(COC(=O)C2C(C=C(C)C)C2(C)C)c1=O,2.9
150,C#CCn1cncc1[N+](=O)[O-],0.52
151,C#CCn1nnc(Oc2ccc(NC(=O)N(C)C)cc2)n1,1.65
152,C#CCn1nnnc1Oc1ccc(NC(=O)N(C)C)cc1,1.0
153,C#Cc1cccc(NC(=O)c2cc(C(=O)Nc3cccc(C#C)c3)cc(N3C(=O)c4ccccc4C3=O)c2)c1,6.85
154,C#Cc1ccccc1,2.53
155,C(#Cc1ccccc1)c1ccccc1,4.78
156,C(#Cc1cscn1)c1ccccc1,2.6
157,C(#Cc1nccs1)c1ccccc1,3.2
158,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,5.77
159,C(=C/c1ccccc1)\c1ccccc1,4.81
160,C(=C/c1ccccn1)\c1ccccn1,2.11
161,C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,5.77
162,C(=Cc1ccccc1)c1ccccc1,4.81
163,C(=Cc1ccccn1)c1ccccn1,2.11
164,C(=N/c1ccccc1)\c1ccccc1,2.82
165,C(=N/n1cnnc1)\c1ccc(-n2nc(-c3ccccc3)cc2-c2ccccc2)cc1,5.58
166,C(=NN1CCCCC1)c1ccccc1,3.04
167,C(=Nc1ccccc1)c1ccccc1,2.82
168,C/C(=C\c1ccccc1)C(=O)O,2.6
169,C/C(=C\c1ccccc1)[N+](=O)[O-],2.52
170,C/C(=C\c1ccco1)[C@@H]1c2c(-c3ccccc3)n[nH]c2OC(=N)C1C#N,4.82
171,C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,2.92
172,C/C=C/c1ccccc1,3.35
173,C/N=C/c1ccccc1,1.64
174,C1=C(c2ccccc2)CCCC1,4.53
175,C1=C(c2ccccc2)CCNC1,1.99
176,C1=CC2C=CC1C2,2.67
177,C1=CC2CCC1C2,3.24
178,C1=CC=CC=CC=C1,3.08
179,C1=CC=CCC=C1,2.63
180,C1=CCC=CC1,2.3
181,C1=CCCC=C1,2.47
182,C1=CCCC=CCC1,3.16
183,C1=CCCC=CCCC=CCC1,5.5
184,C1=CCCCC1,2.86
185,C1=CCOC1,0.46
186,C1=COCCC1,0.69
187,C1=C\C=C/C=C\C=C/1,3.08
188,C1=C\CC/C=C\CC/1,3.16
189,C1=Cc2ccc3c4c(ccc(c24)C1)-c1ccccc1-3,5.78
190,C1=Cc2cccc3cccc1c23,3.94
191,C1=Cc2ccccc2C1,2.92
192,C1=c2ccc3c4c(ccc(c24)=C1)=CC=3,5.07
193,C1=c2ccc3cccc4ccc(c2c43)CC1,4.92
194,C1C2C3C2C2C1C32,2.9
195,C1C2CC3CC1CC(C2)C3,4.24
196,C1CC2=NOS3=C2C(=NO3)C1,1.1
197,C1CC2CC1C1OC21,1.58
198,C1CC2CCC1C2,3.78
199,C1CC2OC2CC1C1CO1,0.44
200,C1CCC(C2CO2)CC1,2.43
201,C1CCC2=NCCCN2CC1,1.38
202,C1CCC2OC2CC1,1.26
203,C1CCCC1,3.0
204,C1CCCCC1,3.44
205,C1CCCCCC1,4.0
206,C1CCCCCCC1,4.45
207,C1CCNC1,0.46
208,C1CCNCC1,0.84
209,C1CCOC1,0.46
210,C1CCOCC1,0.95
211,C1CCc2nnnn2CC1,0.14
212,C1CN2CCC1CC2,1.38
213,C1CNCCN1,-1.5
214,C1COCCN1,-0.86
215,C1COCCO1,-0.27
216,C1COCCOCCOCCO1,-0.04
217,C1COCCOCCOCCOCCO1,-0.48
218,C1COCCOCCOCCOCCOCCO1,-0.68
219,C1COCO1,-0.37
220,C1OC1C1CO1,-0.4
221,C1OC1CN1CCN(CC2CO2)CC1,-0.84
222,C1OCOCO1,-0.43
223,C1SCC2=NOS3=C2C1=NO3,1.2
224,C=C(Br)CC1(C(C)C)C(=O)NC(=O)N(C)C1=O,2.11
225,C=C(Br)CC1(C(C)C)C(=O)NC(=O)NC1=O,1.47
226,C=C(Br)CC1(C(C)CC)C(=O)NC(=O)N(C)C1=O,2.43
227,C=C(Br)CC1(C(C)CC)C(=O)NC(=O)NC1=O,2.2
228,C=C(Br)CC1(C(C)CCC)C(=O)NC(=O)NC1=O,2.09
229,C=C(C)C#N,0.68
230,C=C(C)C(=O)O,0.93
231,C=C(C)C(=O)OC,1.38
232,C=C(C)C(=O)OC(C)(C)C,2.54
233,C=C(C)C(=O)OC(C)C,2.25
234,C=C(C)C(=O)OC1CCCCC1,3.13
235,C=C(C)C(=O)OC1Cc2cc(oc2O)CC2(C)OC2C2OC(=O)C(=C)C12,0.69
236,C=C(C)C(=O)OCC,1.94
237,C=C(C)C(=O)OCC(C)(C)COC(=O)C(=C)C,2.79
238,C=C(C)C(=O)OCC(C)(O)COc1cccc2ccccc12,3.77
239,C=C(C)C(=O)OCC(C)C,2.66
240,C=C(C)C(=O)OCC(C)O,0.97
241,C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C,4.39
242,C=C(C)C(=O)OCC(CC)CCCC,4.54
243,C=C(C)C(=O)OCC(F)(F)F,1.56
244,C=C(C)C(=O)OCC(O)COc1ccccc1,2.27
245,C=C(C)C(=O)OCCCC,2.88
246,C=C(C)C(=O)OCCCOC(=O)C(=C)C,1.86
247,C=C(C)C(=O)OCCO,0.47
248,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,1.88
249,C=C(C)C(=O)OCc1ccccc1,2.53
250,C=C(C)C(N)=O,-1.11
251,C=C(C)C1C=CC(C)C(=O)C1,2.71
252,C=C(C)C1CC=C(C)C(O)C1,3.12
253,C=C(C)C1CC=C(C)CC1,4.475
254,C=C(C)C1CC=C(C=O)CC1,3.13
255,C=C(C)C1CC=C(CO)CC1,3.17
256,C=C(C)C1CCC(C)(O)C1C,2.87
257,C=C(C)C1CCC(C)C(=O)C1,2.85
258,C=C(C)C1CCC(C)C(O)C1,3.21
259,C=C(C)C1CCC2(C)OC2C1,3.2
260,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,4.1
261,C=C(C)CC(C)(C)C,4.55
262,C=C(C)CC1(CC)C(=O)NC(=S)NC1=O,2.19
263,C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],5.11
264,C=C(C)COC(=O)C1C(C=C(C)C)C1(C)C,4.89
265,C=C(C)CSc1nnc(-c2cccc(S(=O)(=O)N3CCOCC3)c2)n1C1CCCC1,4.73
266,C=C(C)OCc1ccccc1,2.41
267,C=C(C)c1c(OC)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1OC,2.05
268,C=C(C)c1c(OC)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1OCC,2.65
269,C=C(C)c1cc(O)c(C)cc1O,2.2
270,C=C(C)c1ccccc1,3.48
271,C=C(C=O)CC,1.24
272,C=C(CC(Cl)(Cl)Cl)c1ccccc1,4.56
273,C=C(c1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,5.3
274,C=C/C=C/C,2.44
275,C=C1C(=O)OC2C1C(O)CC(C)C1CCC(=O)C12C,0.23
276,C=C1C(=O)OC2C1C(OC(=O)C(C)=CC)CC(=C)C1C(O)C3OC3(C)C21O,1.69
277,C=C1C(=O)OC2C1C(OC(=O)C(C)=CC)CC(O)(CCl)C1C(OC(C)=O)C=C(C)C21O,1.42
278,C=C1C(=O)OC2C1C(OC(=O)C(C)=CC)CC1(CO1)C1C(OC(C)=O)C=C(C)C21O,0.76
279,C=C1C(=O)OC2C1C(OC(=O)C=C(C)C)Cc1cc(oc1O)CC1(C)OC21,1.05
280,C=C1C(=O)OC2C1CCC(C)C1(O)C=CC(=O)C21C,0.77
281,C=C1C(=O)OC2C1CCC(C)C1(O)CCC(=O)C21C,0.83
282,C=C1C(=O)OC2C1CCC(C)C1=CCC(=O)C12C,1.03
283,C=C1C(=O)OC2C=C(C)C(OC(C)=O)CC(O)C(C)=CC(OC(=O)C(C)=CC)C12,1.16
284,C=C1C(=O)OC2C=C(C)C3(O)C=CC(C)(CC(OC(=O)C(=CC)COC(C)=O)C12)O3,1.19
285,C=C1C(=O)OC2CC(C)C3=CCC(=O)C3(C)C(O)C12,0.615
286,C=C1C(=O)OC2CC(C)C3=CCC(=O)C3(C)C(OC(=O)CC(=O)OC3C4C(=C)C(=O)OC4CC(C)C4=CCC(=O)C43C)C12,1.33
287,C=C1C(=O)OC2CC(C)C3=CCC(=O)C3(C)C(OC(=O)CCCC(=O)OC3C4C(=C)C(=O)OC4CC(C)C4=CCC(=O)C43C)C12,1.37
288,C=C1C(=O)OC2CC(C)C3=CCC(=O)C3(C)CC12,1.17
289,C=C1C(=O)OC2CC(C)C3CC(=O)C(CC12)C1(C3)C(=O)OC2CC(C)=C3CCC(=O)C3C(C)(O)C21,1.66
290,C=C1C(=O)OC2CC3(C)CCCC(=C)C3CC12,3.42
291,C=C1C(=O)OC2CC3(C)CCCC(C)C3=CC12,3.38
292,C=C1C(=O)OC2Cc3cc(oc3O)CC3(C)OC3C(O)C12,-0.64
293,C=C1C(C)C2C(Cc3ccccc3)NC(=O)C23OC(=O)CCC(=O)CCCC(C)CC=CC3C1O,3.37
294,C=C1C2CCC(C2)C1(C)C,4.22
295,C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O,0.24
296,C=C1CCC2C(C1)c1c(OC)cc(CCC)cc1OC2(C)C,6.26
297,C=C1CCC2C(C1)c1c(OC)cc(CCCCC)cc1OC2(C)C,7.62
298,C=C1CCC2CC1C2(C)C,4.16
299,C=C1c2ccccc2C2(NC)CCCCC12,3.79
300,C=CC#Cc1ccc(-c2cccs2)s1,5.15
301,C=CC(=C)C,2.42
302,C=CC(=C)CCC=C(C)C,4.17
303,C=CC(=O)NCCCN(C)C,0.0
304,C=CC(=O)NCCCN(CC)CC,0.72
305,C=CC(=O)NCCCN(CCO)CCO,-0.6
306,C=CC(=O)NCCCN1CCOCC1,-0.53
307,C=CC(=O)NCCCN1CCSCC1,0.54
308,C=CC(=O)NCCN(C)C,-0.25
309,C=CC(=O)NCCN1CCOCC1,-0.55
310,C=CC(=O)O,0.35
311,C=CC(=O)OC,0.8
312,C=CC(=O)OCC,1.32
313,C=CC(=O)OCC(C)C,2.22
314,C=CC(=O)OCC(C)O,0.35
315,C=CC(=O)OCCCC,2.36
316,C=CC(=O)OCCO,-0.21
317,C=CC(=O)OCCOC,0.56
318,C=CC(=O)OCCOCCOCCOC(=O)C=C,0.96
319,C=CC(=O)OCCOCCOCCOCCOC(=O)C=C,1.26
320,C=CC(=O)c1ccccc1,1.88
321,C=CC(C)(CCC=C(C)C)OC(C)=O,3.93
322,C=CC(C)(O)CCC=C(C)C,2.97
323,C=CC(CC)OC(=O)Nc1ccc(OCC)c(OCC)c1,3.42
324,C=CC(CC)OC(N)=O,1.09
325,C=CC(N)=O,-0.67
326,C=CC(N)CCC(=O)O,-2.16
327,C=CC(OC(C)=O)OC(C)=O,0.78
328,C=CC1(C)CCC(C(C)(C)O)O1,2.43
329,C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,3.1
330,C=CC12COC(=O)C(=C)C1C1OC(=O)C(=C)C1C(O)C2,0.31
331,C=CC12COC(=O)C(=C)C1C1OC(=O)C(=C)C1C(OC(=O)C(=C)C)C2,1.56
332,C=CC1CC=CCC1,3.93
333,C=CC1CCC2OC2C1,2.08
334,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,3.44
335,C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12,2.75
336,C=CC=CC,2.42
337,C=CC=CCC,3.16
338,C=CC=CCC1=C(C)C(OC(=O)C2=C(CC(C)C(=O)OC)C2(C)C)CC1=O,4.3
339,C=CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,5.9
340,C=CCC#N,0.4
341,C=CCC(C)OC(=O)Nc1ccc(OCC)c(OCC)c1,3.37
342,C=CCC(CC=C)(C(=O)NC(N)=O)C(=O)OC,1.37
343,C=CCC(CC=C)(NC(C)=O)C(N)=O,0.05
344,C=CCC1(C(=O)NC(N)=O)CC(C)OC1=O,0.28
345,C=CCC1(C(C)(C)C)C(=O)NC(=O)NC1=O,1.64
346,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,1.15
347,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,1.47
348,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,1.97
349,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,3.23
350,C=CCC1(C)C(=O)NC(=O)NC1=O,0.36
351,C=CCC1(C2=CCCC2)C(=O)NC(=O)N(C)C1=O,1.89
352,C=CCC1(C2C=CCC2)C(=O)NC(=O)NC1=O,1.51
353,C=CCC1(CC(=C)Br)C(=O)NC(=O)N(C)C1=O,1.78
354,C=CCC1(CC(=C)Br)C(=O)NC(=O)NC1=O,1.37
355,C=CCC1(CC(C)(C)C)C(=O)NC(=O)NC1=O,2.06
356,C=CCC1(CC(C)O)C(=O)NC(=O)NC1=O,-0.05
357,C=CCC1(CC)C(=O)NC(=O)N(C)C1=O,1.35
358,C=CCC1(CC)C(=O)NC(=O)NC1=O,0.95
359,C=CCC1(CC=C)C(=O)NC(=O)N(C)C1=O,1.55
360,C=CCC1(CC=C)C(=O)NC(=O)NC1=O,1.15
361,C=CCC1(CCCC)C(=O)NC(=O)NC1=O,2.31
362,C=CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,1.69
363,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,4.78
364,C=CCC1CN(C)CCC1(OC(=O)CC)c1ccccc1,2.97
365,C=CCC=C,2.48
366,C=CCCBr,2.53
367,C=CCCC(C)=O,1.02
368,C=CCCC=C,2.87
369,C=CCCCC,3.39
370,C=CCCCCC,3.99
371,C=CCCCCCC,4.57
372,C=CCCCCCCC,5.15
373,C=CCCCCCCCC,5.7
374,C=CCCCCCCCCC(=O)O,3.86
375,C=CCCCCCCCCC1CO1,4.7
376,C=CCCCOC(=O)C(CC)N(Cc1ccco1)C(=O)n1ccnc1,3.0
377,C=CCN(C(C)=O)C(C)C,1.14
378,C=CCN(C)N=Nc1ccc(C(N)=O)cc1,2.09
379,C=CCN(C)N=Nc1ccccc1C(N)=O,2.91
380,C=CCN(CC=C)C(=O)C(Cl)Cl,1.84
381,C=CCN(CC=C)C(=O)COC(=O)Cc1ccc2cc(OC)ccc2c1,3.67
382,C=CCN(CC=C)C(=O)COC(=O)c1ccccc1,2.34
383,C=CCN(CC=C)CC=C,2.59
384,C=CCN(CC=C)c1cc(N)[n+]([O-])c(=N)[nH]1,1.6
385,C=CCN(CCC#N)c1cc(NC(C)=O)c(N=Nc2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1OC,5.4
386,C=CCN(N=O)C(=O)N(CCC)CCCC(NC(C)=O)C(=O)NCc1ccccc1,2.16
387,C=CCN(N=O)C(=O)N(CCCCC(NC(C)=O)C(=O)Nc1ccccc1)Cc1ccccc1,2.7
388,C=CCN(N=O)C(=O)NCCCC(NC(C)=O)C(=O)NCc1ccccc1,1.3
389,C=CCN(N=O)C(=O)NCCCCC(NC(C)=O)C(=O)NCc1ccccc1,1.62
390,C=CCN1C(=O)SC(=Cc2ccc([N+](=O)[O-])o2)C1=O,2.22
391,C=CCN1C(=S)N(c2ccc(CC)cc2)[C@H]2CS(=O)(=O)C[C@@H]21,2.86
392,C=CCN1CCC(CNC(=O)c2cc3[nH]nnc3cc2OC)C1,0.95
393,C=CCN1CCC23CCCCC2C1Cc1ccc(O)cc13,3.48
394,C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,2.09
395,C=CCN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,1.86
396,C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,1.47
397,C=CCN1CCCC1CNC(=O)c1cc2[nH]nnc2cc1OC,1.79
398,C=CCN1CCCN(CC=C)C1=S,2.08
399,C=CCN1CCN(CC=C)C1=S,1.63
400,C=CCN1CCc2[nH]c(=N)sc2CC1,1.48
401,C=CCN1CCc2cccc(Cl)c2CC1,3.3
402,C=CCN=c1[nH]cc(-c2ccncc2)cc1C#N,2.07
403,C=CCN=c1cc(-c2nc[nH]n2)cc[nH]1,1.26
404,C=CCN=c1nc(Cl)[nH]c(=NCC=C)[nH]1,2.75
405,C=CCNC(=O)CN(CC=C)C(=O)C(Cl)Cl,1.0
406,C=CCNC(=O)CSc1nc(C(F)F)cc(-c2cn(C)nc2C)c1C#N,3.74
407,C=CCNC(=O)CSc1nnc(CCn2nc(C)c(Br)c2C)n1CC,3.53
408,C=CCNC(=O)N(CCC)CCCC(NC(C)=O)C(=O)NCc1ccccc1,1.21
409,C=CCNC(=O)N(CCC)CCCCC(NC(C)=O)C(=O)NCc1ccccc1,1.75
410,C=CCNC(=O)NCC=C,0.64
411,C=CCNC(=O)NCCCC(NC(C)=O)C(=O)NCc1ccccc1,0.68
412,C=CCNC(=O)NCCCCC(NC(C)=O)C(=O)NCc1ccccc1,0.76
413,C=CCNC(=O)NN,-1.55
414,C=CCNCC,0.81
