,smiles,logP
68,NS(=O)(=O)c1nn2c(=Nc3ccccc3)snc2s1,2.57
69,CC(=O)Nc1ccc(O)c(C(C)(C)C)c1,2.36
70,CN=NNc1ccc(C(N)=O)cc1,0.47
71,CC(C(=O)O)c1ccc(-c2nc(C(=O)N(C)C)cs2)cc1,2.15
72,CCCCC(CC)C(=O)O,2.64
73,Nc1cc(N=O)ccc1O,0.03
74,c1ccc(N2CCCC2)cc1,3.56
75,N=c1nc(-c2cccc(Br)c2)[nH]c(=N)[nH]1,2.44
76,CCCCCCOC(=O)n1cnc(CC(NC(=O)c2ccc(O)[nH]2)C(O)N2CCCC2C(N)=O)c1,0.71
77,N=c1[nH]cnc2ncn(C(c3ccccc3)c3ccccc3)c12,3.19
78,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,0.79
79,CSc1ccccc1C(N)=O,0.71
80,O=Cc1ccncc1,0.43
81,CCCCCCCCCCCCc1ccc(O)cc1,7.91
82,CCNC(=O)c1c[nH]c2ccccc12,1.62
83,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,4.2
84,COc1ncnc2c1ncn2C1OC(COC(=O)c2ccccc2)C(O)C1OC(=O)c1ccccc1,3.39
85,COC(=O)c1cccc(N=NN(C)C)c1,3.12
86,c1ccc2nccnc2c1,1.32
87,CCC(C)C(=O)OC1CC(C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3CC(O)CC(=O)O3)[C@H]21,4.26
88,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,5.33
89,c1ccc(Cc2ccncc2)cc1,2.62
90,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,-0.52
91,CCS(=O)(=O)c1no[n+]([O-])c1C,0.65
92,CC(=O)NNC(=O)c1ccccc1N=NN(C)C,1.18
93,CN1C(=O)CN=C(c2ccccc2F)c2cc(I)ccc21,3.14
94,Cc1cc(O)ccc1[N+](=O)[O-],2.48
95,CC(=O)c1ccc(N(C)C)cc1,2.1
96,N#Cc1cccc(N)c1,1.07
97,C=C/C=C/C,2.44
98,CCCCOc1ccc(C(=O)OCCN(C)C)cc1,3.91
99,O=C(NC(Sc1ncccn1)C(=O)c1ccccc1)c1ccccc1,3.62
100,c1csc(-c2ccc(-c3cccs3)s2)c1,5.57
101,CCCCCCCCCCNC(=O)c1[nH]nc(C)c1[N+](=O)[O-],4.48
102,CSc1cccc(N=NN(C)C)c1,2.98
103,CCC(C)NC(=O)C(Br)=Cc1ccccc1,2.66
104,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,2.53
105,O=C(O)C(OCc1ccc(Cl)cc1)c1ccccc1,2.6
106,CCCCCC,3.9
107,OCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,1.76
108,Cc1c(Sc2ccccc2)no[n+]1[O-],2.63
109,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1I,2.4
110,CNS(=O)(=O)c1ccc(S(I)=C(N(C)C)N(C)C)cc1,-1.4
111,CC1=NCCC1,1.87
112,CSC(C)=NOC(=O)N(C)SN(C)C(=O)C1CC1,1.7
113,CCOP(=O)(OCC)Oc1ccccc1,1.64
114,CC(C(=O)O)c1ccc(-c2nc(CO)cs2)cc1,2.25
115,CCCCc1ccc(C(=O)O)cc1,3.97
116,O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl,3.94
117,N#Cc1cccc(OCC(=O)O)c1,0.95
118,Cc1ccc(S(=O)(=O)N(C)N=O)cc1,0.58
119,CCOP(=O)(OCC)SCS(=O)C(C)(C)C,2.66
120,CCCCCCCCC(CCCC)c1ccccc1,8.56
121,Cc1cccc(OC(C)C(=O)NNC(C)C)c1,1.88
122,CCc1cc(S(=O)(=O)O[Na])c2cc(C(C)C)cccc1-2,-0.74
123,O=c1[nH]c(=S)ccn1C1CCC(CO)O1,-0.21
124,O=[N+]([O-])c1cccc2ccc[n+]([O-])c12,0.04
125,CCCC1(c2ccncc2)CCC(=O)NC1=O,1.13
126,COc1ccccc1NC(=O)C1C(C)=Nc2nc(SCc3ccccc3F)nn2C1c1ccncc1,4.66
127,CCCCC(NC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)NC(CC1CCCCC1)C(O)CC(C(=O)NCCCN1CCOCC1)C(C)C,4.5
128,CCC(C)C(NC(=O)C(NC(=O)C(C)NC(C)=O)C(C)C)C(N)=O,-0.2
129,COC(=O)C(C)=COP(=O)(OC)OC,0.13
130,CC(C)C#N,0.46
131,CCCCCCCCC(C)c1ccccc1,7.06
132,O=C1C=NC(c2ccccc2)c2cc(F)ccc2N1,2.32
133,CCC1(CC)C(=O)N=C(OC(C)C)NC1=O,1.44
134,CCOc1ccc(NC(C)=O)cc1,1.58
135,CC(=O)c1cnc2ccccc2c1,1.76
136,CCCCCCCCCCCCCC(=O)O,6.11
137,O=c1[nH]c2c(O)ccc(CCNCCC(F)(F)CCCOCCc3ccccc3)c2s1,3.26
138,COc1c(Cl)ccc(Cl)c1C(=O)O,2.21
139,CSc1cccc(NC(C)=O)c1,2.14
140,CC(=O)NCc1ccccc1,0.95
141,CNC(=O)N(C)c1nnc(C(C)(C)C)s1,1.79
142,COC(=O)C(C#N)=NNc1cc(C#N)ccc1C#N,2.81
143,CC(C)NCC(O)COc1ccccc1C1CC2CCC1C2,4.17
144,O=C(COC(=O)/C=C/c1ccc(F)cc1)Nc1cc(C(F)(F)F)ccc1N1CCOCC1,5.08
145,COC(=O)C1(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CC1,1.33
146,CCc1oc(C)cc(=O)c1O,1.07
147,O=C(Nc1ccc(Cl)cc1)c1cc(Cl)cc(Cl)c1O,5.15
148,CC1CCN(N=O)CC1,1.05
149,COc1cc(CC(=O)O)ccc1OCc1ccccc1,2.59
150,C1CCCCCC1,4.0
151,CCOc1ccc(NC(=O)NN)cc1,0.53
152,COc1ccc(CO)cc1,1.1
153,CC(C(N)=O)c1ccc(-n2sc3ccccc3c2=O)cc1,2.07
154,NC(=O)CCCc1cccnc1,-0.08
155,NS(=O)(=O)c1ccc(SCCCO)s1,0.85
156,CSCS(=O)CC(C)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-0.7
157,CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C([NH3+])C=O)C([O-])O,-1.99
158,NS(=O)(=O)c1cccc(I)c1,1.58
159,CN(C)C(=O)Nc1cccc([N+](=O)[O-])c1,1.46
160,O=[N+]([O-])C=Cc1ccsc1,1.94
161,COc1ccc(-c2nc3ccncc3[nH]2)c(OC)c1,2.56
162,O=C(O)COc1cccc(Br)c1,2.22
163,N=C1NCC(COc2ccc(Cl)cc2)O1,2.0
164,O=C(O)c1ccc(C(=O)O)cc1,2.0
165,CN(CCNCCc1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1,1.52
166,CCCCCCCCN=C(N)NNC(=O)Nc1ccc(Cl)cc1,4.35
167,S=c1[nH]c(-c2ccccc2)ns1,2.13
168,O=C(c1ccccc1)c1ccc(N2CCN(C(=O)c3c(F)cccc3F)CC2)c(F)c1,5.14
169,ClC(Cl)(Cl)C(c1ccccc1)c1ccccc1,4.87
170,N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,3.91
171,C#CCOc1cc(N=CNOCOC)cc(Cl)c1OCC#C,2.2
172,CCOP(=S)(OCC)OC(Cl)C(Cl)(Cl)Cl,4.59
173,CC1CCC(C)N1C(=O)Nc1ccccc1,2.33
174,CC(=O)N1c2ccc(C)cc2C2CN(C)CCC21,1.25
175,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(NC)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,2.21
176,CC(=O)Nc1cc(Cl)cc(Cl)c1Br,3.04
177,CCOC(=O)c1cnc2n(c1=O)CCC(C)C2,0.66
178,N#CCCC#N,-0.99
179,N=c1nc(-c2cccc(Cl)c2)[nH]c(=N)[nH]1,2.33
180,CCOc1nccnc1C,1.82
181,C[N+](C)(CCCCS(=O)(=O)[O-])Cc1ccccc1,-2.32
182,CC(=O)C=NO,0.34
183,Cc1cc(C)cc(CCOCCS(=O)(=O)NCCNCCc2ccc(O)c3[nH]c(=O)sc23)c1,2.59
184,CCCCCc1ccccc1,4.9
185,Oc1c(Br)cc(Br)cc1Br,4.13
186,CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,3.08
187,O=C(O)c1ccccc1Br,2.2
188,CN1CCN(C)CC1,-0.4
189,CCSC(=Cc1ccccc1)C(=O)NC(C)CC,3.4
190,Cc1ccc(S(I)=C(N(C)C)N(C)C)c([N+](=O)[O-])c1,0.23
191,NS(=O)(=O)c1ccc(SCCCCO)cc1,0.93
192,O=c1[nH]c2ccccc2s1,1.76
193,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,5.41
194,CC(C)OC(=O)c1cc(O)c(O)c(O)c1,1.54
195,NC(=O)c1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0.9
196,C=CC(CC)OC(N)=O,1.09
197,CCOC(=O)Nc1ccc2nn(C)nc2c1,1.83
198,CCn1ccc(CN(C)C(=O)c2ccccc2COc2ccc(F)cc2F)n1,4.43
199,Clc1ccc(Oc2ccccc2Cl)cc1,5.03
200,O=NN(CCF)C(=O)NCCCl,0.96
201,CC1=CC(=O)C(C(C)C)CC1,2.85
202,Cc1oc2cc(OCC#N)ccc2c(=O)c1C,1.96
203,CC(C)c1cccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)c1,5.31
204,CC(=O)Oc1cccc(C)c1,2.09
205,NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,-1.13
206,CNCC(O)c1cccc(O)c1,-0.31
207,Cn1c(=O)[nH]c2c(ncn2CCOc2ccc(Br)cc2)c1=N,1.73
208,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,2.42
209,c1ccc(CSc2nc[nH]n2)cc1,1.45
210,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(N2C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)F)C(F)(F)C1(F)F,7.1
211,Oc1ccccc1C(F)(F)F,2.8
212,O=NN(CCCl)C(=O)NC1C(O)CCCC1O,0.16
213,COc1ccc(C(=O)N2CCCCC2)cc1,2.4
214,COc1cc(-c2ccc(N)c(OC)c2)ccc1N,1.81
215,FC(F)(F)F,1.18
216,COc1ccccc1C=C(C(C)=O)C(C)=O,1.73
217,Cc1ccccc1C(=O)N(NC(=O)c1ccccc1)C(C)(C)C,2.75
218,O=c1ccoc2ccccc12,1.38
219,Cc1ssc(=S)c1-c1ccccc1,3.17
220,O=C1CN=C(c2ccccc2F)c2cc(I)ccc2N1CC(O)CO,1.81
221,CCCCCCC[N+](C)(C)CCCCS(=O)(=O)[O-],-1.23
222,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,2.03
223,O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccc3nn(C4CCCC4)nc3c2)cc1,3.82
224,NN=c1[nH]ncc2ccccc12,1.0
225,CCCCCOC(=O)c1cc(O)c(O)c(O)c1,2.67
226,O=P(N1CC1)(N1CC1)N(N=Cc1ccc(Cl)cc1)c1ccccc1,0.35
227,CCCCSc1nnc(C(C)C)c(=O)n1N,3.21
228,CC1C(Cl)C(Cl)C(C)C(Cl)C1Cl,4.4
229,O=C(O)C(c1ccc(-c2ccccc2)cc1)C(O)c1ccccc1F,3.77
230,CCC1COC(Cn2cncn2)(c2ccc(C(=N)N)cc2)O1,0.85
231,CNC1CC2CC1c1ccccc12,2.41
232,O=[N+]([O-])c1c[nH]c(=NC2=NCC(O)CN2)s1,0.74
233,Cc1ccccc1OC(=O)c1ccc(N)cc1O,3.14
234,COc1cc(C(=O)OC2=NC(c3ccccc3)c3cc(Cl)ccc3NC2=O)cc(OC)c1OC,3.75
235,CCC(C(N)=O)n1nnc2ccccc21,0.88
236,COC[C@H](C)NC(=O)CCl,0.61
237,CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,2.75
238,CN(C)c1ccc([N+](=O)[O-])cc1,2.27
239,O=S(=O)(CF)Nc1ccc(Cl)cc1,2.25
240,O=c1[nH]c2c(O)ccc(CCNCCS(=O)(=O)CCCOCCc3nccs3)c2s1,2.35
241,COCCOCCOc1cccc(OCCOCCOC)c1,0.86
242,CCOP(=O)(OCC)SCn1nnc2ccccc2c1=O,1.63
243,CCN(CC)c1ccc(=Nn2c(C)ccc2C)[nH]n1,2.73
244,CC(C)(C)C(=O)OCn1cc(F)c(=O)n(COC(=O)C(C)(C)C)c1=O,2.54
245,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(N)(=O)=O)cc21,4.45
246,C=CCCCCCCCCC1CO1,4.7
247,Cc1cccc(-c2cc3ccccn3c2)c1,4.87
248,C[C@@H]1CCCC[C@H]1NC(=O)COC(=O)C1=COCCO1,2.48
249,CC(C)C1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O,1.86
250,CC(C(=O)NC1CCCC1)N(c1ccc(Cl)cc1)S(C)(=O)=O,3.48
251,O=C(O)CCSC1=NS(=O)(=O)c2cc(Br)ccc2N1,1.77
252,CCCOC(=O)c1cc(=O)[nH]c(=O)[nH]1,1.1
253,CC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(N)=O,0.54
254,CC(=O)C=Cc1cccc(C#N)c1,1.59
255,CC1=NS(=O)(=O)c2ncccc2N1,-0.91
256,NC(=O)N=[N+]([O-])c1ccccc1,0.58
257,CCn1cc(C2C3=C(CC(C)(C)CC3=O)N(c3ccc(C)cc3)C3=C2C(=O)CC(C)(C)C3)c(C)n1,5.35
258,C=CCSCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,1.17
259,CCCCCCCCOC(=O)CCCCCCC,6.51
260,CCN(CC)C(=O)CCC(=O)OCn1ncc2c(=O)[nH]cnc21,-0.22
261,OCC(O)c1ccccc1Cl,1.17
262,CC(=O)C1(O)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,2.35
263,CCC(=O)C(CS(=O)(=O)c1ccccc1)c1ccc(C)cc1,2.7
264,O=[PH](=O)(O)CN(C[PH](=O)(=O)O)C[PH](=O)(=O)O,-3.53
265,COc1ccc(OC)c(N)c1,1.2
266,CC(=O)OC(OC(C)=O)c1ccc([N+](=O)[O-])o1,1.06
267,C=CC(N)CCC(=O)O,-2.16
268,CNC(=O)OC,-0.06
269,NC(CC12CC3CC(CC(C3)C1)C2)C(=O)O,0.43
270,CCOC(=O)c1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,4.12
271,CC(=O)c1cc2ccccc2nn1,1.44
272,Cn1cnc2ccccc2c1=O,0.69
273,CCOC(=O)CCCN1C(=O)C=CC1=O,0.67
274,ONc1ccccc1,0.79
275,CC(C)(C)CC(N)C(=O)O,-1.42
276,CN1C(C(=O)N=c2[nH]ccs2)C(=O)c2ccccc2S1(=O)=O,1.64
277,Oc1cc(Cl)cc(Cl)c1,3.62
278,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,3.73
279,NS(=O)(=O)c1ccc(SCCCCCO)cc1,1.04
280,CSc1ccccc1N,1.2
281,Oc1ccc(O)n1-c1ccc(Br)cc1,1.18
282,CN(C)C(=O)c1ccccc1,0.62
283,NC(Cc1c[nH]cn1)C(=O)O,-3.32
284,Cc1ccccc1NC(=O)C1CNCCN1,0.26
285,CCCC(C(=O)OCC)n1nnc2ccccc21,2.82
286,COc1ccc2cc(CC(=O)OCC(=O)N(C)CCO)ccc2c1,1.58
287,COc1cc2c(cc1OC)CN(C(=O)c1cccc(S(=O)(=O)N3CCCCC3)c1)CC2,4.2
288,CC1(C)OC(=O)c2ccccc21,1.73
289,Cc1nc(C)c(C)nc1C,1.28
290,Cc1no[n+]([O-])c1N,-0.32
291,COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)=C(OC1CC(NC(=O)CN(C)C)C(O)C(C)O1)CC(O)(C(C)=O)C=4,1.26
292,Clc1cc2c(c(Cl)c1Cl)Oc1ccc(Cl)c(Cl)c1O2,6.74
293,CCc1cccc(C(C)C)c1NC(C)=O,2.1
294,O=NN1CCC(Br)C(Br)C1,1.23
295,Cn1nnnc1SC=C1CSC2C(NC(=O)C(O)c3ccccc3)C(=O)N2C1C(=O)OCOC(=O)C(C)(C)C,0.85
296,CC(C)c1ccc([N+](=O)[O-])cc1,3.45
297,NC(Cc1ccc([N+](=O)[O-])cc1)C(=O)O,-1.25
298,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,1.46
299,N#Cc1ccncn1,-0.08
300,CC1(c2ccccc2)C(=O)NC(=O)NC1=O,0.91
301,CCCC1OCSC1=NOC(=O)NC,1.52
302,C=C(C)C(=O)OC1Cc2cc(oc2O)CC2(C)OC2C2OC(=O)C(=C)C12,0.69
303,CC(=O)NC(C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC(C)C)C(N)=O,-0.04
304,Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,6.72
305,CNC(=O)Oc1ccccc1I,1.94
306,Cc1nsc(C=NO)n1,1.29
307,Cc1cncc(C)c1,1.78
308,CC/N=C1\S/C(=C\c2cn(CC(=O)Nc3cccc(C)c3)c3ccccc23)C(=O)N1CC,5.8
309,CC1(C)OC2CC3C4CC(F)=C5CC(=O)C(Cl)=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,2.99
310,CC(=O)OCC1OC(n2ccc(=N)[nH]c2=O)C(OC(C)=O)C1OC(C)=O,-0.8
311,CC[C@H](C)NC(=O)NC(C(F)(F)F)C(F)(F)F,2.84
312,Cc1ccc(-c2nccnc2-c2ccc(C)cc2)cc1,4.1
313,Cc1ccc(C)c(O)c1C,2.67
314,Clc1ccc(Cl)c(Cl)c1,4.02
315,COc1ccc(-c2nc3cccnc3[nH]2)c(OC)c1,2.57
316,CCn1c2ccccc2c2ccccc21,4.49
317,N#CN=[N+]([O-])c1cccc(Br)c1,2.56
318,CCCCCn1nnc2ccccc21,3.22
319,Nc1cc(S(N)(=O)=O)ccc1S(=O)(=O)CCO,-0.6
320,Clc1cc2c(Cl)c(Cl)c(Cl)c(Cl)c2c(Cl)c1Cl,8.2
321,NC(=O)CCC(NS(=O)(=O)c1ccccc1)C(=O)O,0.33
322,N#CCN(CC#N)N=O,0.04
323,CCCC(=O)OCC(=O)C1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3C(O)CC21C,2.91
324,Oc1ccc(O)c2ncccc12,1.42
325,OC1CCCCC1O,0.08
326,CC(=O)OC(C(=O)ON=C(C)C12CC3CC(CC(C3)C1)C2)c1ccccc1,5.89
327,Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1,2.97
328,Nc1cccc[n+]1[O-],-0.87
329,CCC(=O)OC1(C(C)=O)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(=O)CC21C,3.09
330,CC(C)CC(N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,-2.1
331,O=C(O)CCOc1cccc2ccccc12,3.0
332,CC(=O)Cc1ccccc1,1.44
333,CCOC(=O)c1cc(O)c(C(O)C2CC2)c(O)c1,1.6
334,NC(=O)C(=Cc1ccccc1)C(N)=O,-0.13
335,CC(C)CC(NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCCCN(CCO)CCO,1.4
336,CCCCc1ccc(NC(=O)OC)cc1,3.69
337,NCc1ccccc1,1.09
338,Cc1cc(Cl)ccc1NC(=S)NCCc1c[nH]c2ccccc12,4.34
339,Cc1ncsc1CCOCCCS(=O)(=O)CCNCCc1ccc(O)c2[nH]c(=O)sc12,1.44
340,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,3.2
341,COC(=O)C(C#N)=NNc1ccc(C(F)(F)F)cc1[N+](=O)[O-],3.44
342,COc1ccccc1C(=O)NCCCN,0.2
343,O=[N+]([O-])c1cc(C(F)F)c(N=c2[nH]cc(C(F)(F)F)cc2Cl)c([N+](=O)[O-])c1,3.52
344,CCOC(=O)C(=O)OCC,0.56
345,Oc1ccc(Oc2ccccc2)cc1,3.35
346,Cc1cccc(C)c1NC(=O)CCC(C)N,1.08
347,CCOC(C)OCC,0.84
348,Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,2.19
349,O=[N+]([O-])c1ccc2ccc[n+]([O-])c2c1,0.36
350,Oc1c(Cl)cc(Cl)cc1Cl,3.69
351,CCCCCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,3.71
352,CC(=O)Nc1ccccc1C#N,0.57
353,CCCC(=NOCC)C1C(=O)CC(c2ccccc2)(c2ccccc2)OC1=O,4.75
354,Oc1ccccc1C=NN=c1cccc[nH]1,3.24
355,CCN1CCC(CNC(=O)c2cc(S(N)(=O)=O)c(N)cc2OC)C1,0.66
356,Cc1cnnc2cc(Cl)ccc12,1.98
357,C=C1C(=O)OC2CC3(C)CCCC(=C)C3CC12,3.42
358,CCCC(=O)OCC(=O)Nc1ccc(F)cc1Cl,3.02
359,CNC(=O)Nc1cccc(OC)c1,1.26
360,CC(C)(C)c1ccc(C2C(=O)c3ccccc3C2=O)cc1,4.88
361,CCCC(CC(C)=O)C(=O)O,1.31
362,NC(=O)c1ccccc1Cl,0.64
363,O=c1[nH]cnc2ccccc12,0.77
364,COC(=O)c1cccc([N+](=O)[O-])c1,1.89
365,CC(C)=CC1C(C(=O)OCc2cccc([N+](=O)[O-])c2)C1(C)C,5.2
366,C#CCN(C)N=Nc1[nH]cnc1C(N)=O,0.33
367,CC(=O)C12OC(C)(c3ccc(F)cc3)OC1CC1C3CC=C4CC(=O)CCC4(C)C3CCC12C,5.7
368,CCCCCCC(C)(C)c1ccc(C2CC(O)CCC2CCCCO)c(O)c1,6.68
369,Nc1cnn(-c2ccccc2)c(=O)c1Cl,1.14
370,CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C,3.69
