,Unnamed: 0,smiles,logP,Energy
65,13010,O=c1nccc[nH]1,-1.62,
66,9136,Cc1nc(-c2ccc(C(C)C(=O)O)cc2Cl)sc1C,3.94,
67,1637,CC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)O,2.88,
68,2461,CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCC#N,1.57,
69,6057,CN=C(NC#N)NCCSCc1nccs1,0.89,
70,6240,CNC(=O)Oc1ccc(N(C)C)c(C)c1,1.9,
71,2070,CC(CCC(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,3.08,
72,13534,c1ccc(-c2cnc3ccccc3n2)cc1,3.48,
73,11004,Nc1cc(S(N)(=O)=O)ccc1S(=O)(=O)CCO,-0.6,
74,2705,CCC(C(=O)OC(C)c1ccccc1)C(CO)Cc1cncn1C,2.23,
75,5346,CCc1cccc(-n2c(O)ccc2O)c1,1.04,
76,3191,CCCCC(=O)OC1(C(=O)CO)[C@@H](C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.6,
77,501,C=c1[nH]cc(CO)c(=CNNC(=O)c2ccccc2)c1=O,2.23,
78,11281,O=C(CN1CCCC1)NCc1ccccc1,1.69,
79,6086,CN=c1[nH]cnc2c1ncn2Cc1ccccc1F,1.86,
80,1277,CC(=O)c1ccncc1,0.48,-7.62
81,10824,NNC(=O)c1ccc([N+](=O)[O-])cc1,0.35,
82,5679,CN(C)CC(=O)NCc1ccccc1,1.11,
83,1045,CC(=O)OC1COC(NC(=O)N(CCCl)N=O)C(OC(C)=O)C1OC(C)=O,1.05,
84,606,CC(=O)CC(=O)C(C)(C)C,1.67,
85,5801,CN(C)c1ccc(Cl)nn1,0.98,
86,13328,Oc1ccc(F)cc1,1.77,-6.19
87,10833,NNC(=O)c1ccccc1,0.19,
88,7717,COc1cccc(-n2c(O)ccc2O)c1,0.18,
89,4462,CCN=c1[nH]c(SC(F)F)nc(=NC)[nH]1,2.68,
90,9412,Clc1cc(Cl)c(NC2=NCCN2)cc1Cl,2.11,
91,577,CC(=O)C1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C,3.87,
92,3000,CCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,-0.4,
93,9166,Cc1nc([N+](=O)[O-])c([N+](=O)[O-])[nH]1,0.77,
94,1174,CC(=O)Oc1ccccc1C(=O)OCS(C)(=O)=O,0.57,
95,4810,CCOC(=O)c1[nH]c2ccc(CO)c(Cl)c2c1C,3.92,
96,5931,CN(N=O)C(=O)Oc1cccc2ccccc12,2.85,
97,8052,CS(=O)c1sc(C#N)cc1C#N,1.31,
98,1982,CC(C)c1cc(Oc2ccccc2)cc(C(C)C)c1NC(=S)NC(C)(C)C,6.0,
99,968,CC(=O)Nc1cccc(C)c1C,1.35,
100,13797,O=[N+]([O-])OCCO,,-8.18
101,11154,Nc1cccc(C(F)(F)F)c1,2.29,
102,4593,CCOC(=O)C(=Cc1ccccc1OC)C(=O)OCC,3.29,
103,620,CC(=O)CNc1ccccc1C(=O)O,1.85,
104,7790,COc1cccc(OC)c1C(=O)N=c1[nH]nc(-c2ccc(Cl)cc2)s1,3.96,
105,9399,Clc1cc(Cl)c(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1,7.12,
106,11180,Nc1cccc2nccnc12,1.29,
107,2253,CC1(C)OCC2OC3(C(=O)O)OC(C)(C)OC3C2O1,1.35,
108,7076,COc1c(C)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1C,2.19,
109,360,C=CCC1(CC=C)C(=O)NC(=O)NC1=O,1.15,
110,12892,O=c1[nH]c2ccccc2nc1CC(O)Nc1ccccc1NC(O)Cc1nc2ccccc2[nH]c1=O,3.42,
111,12021,O=C(c1ccc(-c2ccccc2)cc1)c1ccc2n1CCC2C(=O)O,4.27,
112,11415,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(OC(F)(F)C(F)OC(F)(F)F)c(Cl)c1,5.27,
113,8129,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,5.9,
114,11486,O=C(NN=Cc1ccccc1O)c1cccc(Br)c1,3.91,
115,7953,COc1cncc(OC)n1,1.58,
116,5709,CN(C)CCCc1ccccc1,2.73,
117,2571,CC1OC(OC2CCC3(C=O)C4CCC5(C)C(c6coc(O)c6)CCC5(O)C4CCC3(O)C2)CC(O)C1O,0.3,
118,10578,NC(=O)c1cccc(F)c1,0.91,
119,87,C#CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,4.49,
120,6011,CN1CCCC1=O,-0.38,
121,3401,CCCCCCCCCCCC(=O)OCCC,6.11,
122,8873,Cc1cccc(C)c1N(CCCN1CCCCC1)C(=O)Cc1ccccc1,5.28,
123,8528,Cc1cc2ccccc2s1,3.71,
124,12517,O=[N+]([O-])/C=C/c1ccccc1,2.11,
125,8751,Cc1ccc(S(=O)(=O)C2(C(=O)OC(C)C)CC2)cc1,2.52,
126,7061,COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,6.31,
127,8503,Cc1cc(SCC(=O)NCc2ccc3c(c2)OCO3)nc2ccccc12,4.15,
128,4846,CCOC(=O)c1ccc(N=NN(C)CCO)cc1,2.66,
129,439,C=CCOc1ccccc1OCC(CNC(C)C)OC(=O)C=CC,3.65,
130,10687,NC(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,-1.68,
131,4536,CCNCc1cccnc1,0.76,
132,892,CC(=O)Nc1cc2c(cc1Cl)S(=O)(=O)N=C(C)N2,0.53,
133,2933,CCC(N)Cc1ccccc1,2.28,
134,11680,O=C(O)CCCCn1nc2ccccc2n1,0.94,
135,4193,CCCc1nccnc1C,1.57,
136,13022,OC(CF)CF,-0.36,
137,5330,CCc1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,4.1,
138,351,C=CCC1(C2=CCCC2)C(=O)NC(=O)N(C)C1=O,1.89,
139,4022,CCCNC(=O)c1ccsc1,1.65,
140,5509,CN(C)C(=O)C12CC3CC(CC(C3)C1)C2,2.55,
141,4819,CCOC(=O)c1c(NC(=O)CSc2nnc(C)s2)sc2c1CCCCC2,5.03,
142,983,CC(=O)Nc1cccc(OCc2cccc(N3C(N)=NC(N)=NC3(C)C)c2)c1,1.15,
143,1161,CC(=O)Oc1ccccc1,1.49,
144,12648,O=[N+]([O-])c1ccc(F)cc1,1.8,
145,13133,OCC1OC(Oc2ccc3ccccc3c2)C(O)C(O)C1O,0.76,
146,1465,CC(C)(C)NCC(O)COCc1ccccc1,1.7,
147,6384,CNP(=O)(OC)Oc1cccc(C(C)(C)C)c1,2.65,
148,2967,CCC1(CC)C(=O)NC(=O)N=C1OC(C)C,1.86,
149,4157,CCCc1cc(S(=O)(=O)O[Na])c2ccccc(OC)c1-2,-0.63,
150,2231,CC1(C)CON(Cc2ccccc2Cl)C1=O,2.5,
151,296,C=C1CCC2C(C1)c1c(OC)cc(CCC)cc1OC2(C)C,6.26,
152,4991,CCOP(=O)(OCC)SCSCC,2.07,
153,13746,c1cnc2c(c1)ccc1cccnc12,1.78,
154,11135,Nc1ccc2c(c1)C(=O)c1ccccc1-2,2.95,
155,1394,CC(C)(C)C1(C)C(=O)NC(=O)NC1=O,0.8,
156,4083,CCCOP(C)(=S)OCCC,3.26,
157,4550,CCNc1cccc2ccccc12,3.45,
158,2783,CCC(C)C(NC(=O)C(CC(N)=O)NC(C)=O)C(N)=O,-1.43,
159,8586,Cc1ccc(C(=O)NN)cc1,0.72,
160,11982,O=C(OCc1ccccc1)c1ccc(O)cc1,3.56,
161,1854,CC(C)NC(=O)COC(=O)c1ccccc1,1.73,
162,4827,CCOC(=O)c1c[nH]c2c(c(C)nn2C)c1=Nc1ccc(F)cc1,0.7,
163,6448,COC(=O)C(C#N)=NNc1ccc(Cl)cc1C,4.3,
164,3260,CCCCC1OC(=O)c2cc(NC(C)=O)ccc21,2.77,
165,305,C=CC(=O)NCCCN(CCO)CCO,-0.6,
166,9368,Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,8.27,-2.98
167,13021,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,4.49,
168,3406,CCCCCCCCCCCCCC,7.2,
169,2833,CCC(C)CO,1.29,
170,112,C#CCOc1c(Cl)cc(N=CNOC(C)CC)cc1Cl,4.2,
171,5053,CCO[PH](=O)(=O)Cc1ccc(Cl)cc1,1.6,
172,13546,c1ccc(-c2ncncn2)cc1,1.93,
173,6385,CNP(=O)(OC)Oc1ccccc1Cl,1.61,
174,6719,COC(=O)c1ccccc1CS(=O)(=O)N=c1nc(OC)cc(OC)[nH]1,2.4,
175,6559,COC(=O)CS(=O)(=O)c1ccc([N+](=O)[O-])cc1Cl,1.45,
176,4264,CCN(CC)C(=O)c1ccccc1C,2.02,
177,7428,COc1ccc(C(C)=O)c(N)c1,1.76,
178,4043,CCCOC(=O)CC(CN)c1ccc(Cl)cc1,1.31,
179,611,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,1.98,
180,7489,COc1ccc(CCN)cc1OC,0.77,
181,13051,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C1CC1,5.5,
182,11208,Nn1c(=S)[nH]nc(-c2cc(Cl)cc(Cl)c2)c1=O,2.67,
183,6997,CON1C(=O)CC2(CCCC2)C1=O,1.15,
184,13382,Oc1ccccc1,1.46,-6.6
185,4934,CCOCCCn1ccc(=O)c(O)c1CC,0.72,
186,10101,N#Cc1cc[n+]([O-])cc1,-0.94,
187,4912,CCOC(O)c1c[nH]c(=O)cc1C(O)OCC,0.17,
188,10937,NS(=O)(=O)c1ccc(SCCCO)cc1,0.8,
189,7999,CS(=O)(=O)N(c1ccccc1)S(C)(=O)=O,0.62,
190,10049,N#CCc1cccs1,1.26,
191,4113,CCCOc1cn[nH]c1,1.42,
192,11781,O=C(O)CSC1=NS(=O)(=O)c2ccc(Cl)cc2N1,0.82,
193,12408,O=NN1CCCCCCCC1,2.04,
194,579,CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC12C,3.28,
195,5052,CCOS(=O)(=O)c1cccc2c1C(C)(C)CO2,2.41,
196,9735,Cn1c(=N)[nH]c2cc(Cl)ccc21,2.09,
197,12027,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,3.29,
198,2574,CC1c2cccc(O)c2C(=O)C2C(=O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21,-0.22,
199,13466,[NH3+]C(Cc1ccc(O)cc1)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)[O-],-1.86,
200,2447,CC1CC2(C)C(CCC3C4CCC(O)C4(C)CCC32)CC1=O,3.99,
201,3447,CCCCCCCCCCN=c1cc(-c2nc(=N)[nH][nH]2)cc[nH]1,4.07,
202,12965,O=c1ccc2cc3ccoc3cc2o1,1.67,
203,5135,CCOc1ccc2cc[nH]c2c1,2.53,
204,5903,CN(Cc1ccc([N+](=O)[O-])cc1)N=O,0.82,
205,11839,O=C(O)Cn1c(=O)sc2cccc(Cl)c21,1.34,
206,6223,CNC(=O)Oc1ccc(Br)cc1,2.17,
207,4458,CCN=c1[nH]c(OC)nc(=NC(C)C)[nH]1,2.69,
208,7462,COc1ccc(C=CC(=O)O)cc1,2.68,
209,13264,Oc1c(CSCc2ccccc2)[nH]c(=S)n1C1CCCCC1,4.58,
210,10230,N=c1[nH]c(=N)[nH]c(=N)[nH]1,-1.37,
211,12295,O=C1c2ccccc2OCN1CCO[N+](=O)[O-],1.85,
212,580,CC(=O)C=CC1=C(C)CCCC1(C)C,3.85,
213,997,CC(=O)Nc1ccccc1C(F)(F)F,1.17,
214,13039,OC(Cn1ccnc1)(c1ccc(F)cc1)c1ccc(-c2ccccc2)cc1,4.23,
215,9170,Cc1nc([N+](=O)[O-])cn1CCO,-0.59,
216,8726,Cc1ccc(N[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]2O)cc1Br,2.28,
217,1724,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc1ccc(O)cc1)C(=O)O,-0.8,
218,8111,CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-1.71,
219,10147,N#Cc1ccccc1C(N)=O,0.0,
220,5627,CN(C)C(=S)SSC(=S)N(C)C,1.73,
221,9748,Cn1c(=O)[nH]c2ncn(C)c2c1=O,-0.22,
222,12562,O=[N+]([O-])c1[nH]cnc1Br,0.85,
223,7562,COc1ccc(NC(=O)NN)cc1,0.17,
224,8864,Cc1cccc(C)c1,3.2,-0.83
225,2320,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,3.32,
226,5024,CCOP(=S)(OCC)Oc1cnc2ccccc2n1,4.44,
227,13742,c1cnc(N2CCNCC2)nc1,0.49,
228,1972,CC(C)Oc1cn[nH]c1,1.13,
229,1291,CC(=O)n1c(=O)[nH]cc(F)c1=O,-0.34,
230,1684,CC(C)CC(N)C(=O)NC(C(=O)NC(CC(C)C)C(=O)O)C(C)C,-1.57,
231,13849,CC(C)=CCC/C(C)=C/CO,,-4.45
232,11465,O=C(NCO)c1c(I)c(C(=O)NCCO)c(I)c(N(CC(O)CO)C(=O)C(O)CO)c1I,-2.65,
233,5910,CN(Cc1ccccc1)C(=O)C(Cc1ccccc1)NC(=O)C(Cc1cn(C=O)c2ccccc12)NC(O)Cc1nc(O)c2n(c1=O)C1CCC2CC1,3.47,
234,11045,Nc1ccc(C(=O)Oc2ccccc2Br)c(O)c1,3.74,
235,5782,CN(C)S(=O)(=O)c1cccc(C(=O)NCCc2ccc(Cl)cc2Cl)c1,4.48,
236,3581,CCCCCCc1ccc(CC(=O)O)cc1,4.25,
237,5505,CN(C)/N=N/c1cccc(C(F)(F)F)c1,3.78,
238,1520,CC(C)(C)c1ccc([N+](=O)[O-])cc1,3.89,
239,13483,[O-][n+]1ccnc(-c2ccc(Br)cc2)c1-c1ccc(Br)cc1,3.41,
240,9842,Cn1cnc2c(=N)[nH]cnc21,-0.03,
241,3302,CCCCCC=CCC=CCCCCCCCC(=O)O,7.05,
242,10465,NC(=O)CCn1nnc2ccccc21,0.27,
243,9444,Clc1cc(Cl)c2oc3cc(Cl)c(Cl)cc3c2c1,6.73,
244,1241,CC(=O)c1cccc(C(=O)O)c1,1.56,
245,11210,Nn1c(SCC(=O)Nc2ccccc2-c2ccccc2)nnc1-c1ccc(OC(F)F)cc1,4.85,
246,4830,CCOC(=O)c1c[nH]c2c(c(C)nn2C)c1=Nc1cccc(Cl)c1,2.27,
247,12285,O=C1c2ccccc2C(=O)C1c1nc2ccccc2cc1O,5.0,
248,10617,NC(=O)c1ncccc1O,0.65,
249,814,CC(=O)NN=CCCc1ccccc1,1.8,
250,13206,OC[C@@H](O)Cn1c(SCCSc2nc3ccccc3n2C[C@H](O)CO)nc2ccccc21,3.29,
251,9388,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2)cc1Cl,7.5,
252,1695,CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)O,0.24,
253,945,CC(=O)Nc1ccc(S(C)(=O)=O)cc1,0.58,
254,4786,CCOC(=O)NC1=NCC(c2ccc(CO)cc2)N1C,0.84,
255,1107,CC(=O)OCN1C(=O)c2cccc3cccc(c23)C1=O,2.34,
256,8519,Cc1cc2c(ccc3ccc(=O)oc32)o1,2.55,
257,6493,COC(=O)C1(n2ccnc2[N+](=O)[O-])CC(OC(C)=O)C(NC(C)=O)C(C(OC(C)=O)C(COC(C)=O)OC(C)=O)O1,0.41,
258,1966,CC(C)Oc1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,4.08,
259,4923,CCOC1OC2OC3(C)CCC4C(CO)CCC(C1C)C24OO3,2.08,
260,5486,CN(C(=O)C(Cl)Cl)c1ccc(OC(=O)c2ccco2)cc1,2.24,
261,5287,CCc1cc(CC)cc(C2C(=O)c3ccccc3C2=O)c1,4.94,
262,9116,Cc1cncc(Cl)n1,1.04,
263,5646,CN(C)C(N(C)C)=S(I)c1ccc(I)cc1,0.28,
264,3193,CCCCC(=O)OCC(=O)C1(O)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.87,
265,6516,COC(=O)C1OC(c2ccccc2)OC1C(=O)OC,2.49,
266,516,CC#CC#CC#Cc1ccccc1,4.91,
267,12073,O=C1C(=O)c2cccc3cccc1c23,1.95,
268,7480,COc1ccc(CC(C)N)c(OC)c1,1.75,
269,9268,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)OCC(=O)N1[C@H](C)CCC[C@H]1C,4.38,
270,5327,CCc1ccc(OC(=O)NC)cc1,2.23,
271,5716,CN(C)CCN1C(=O)c2ccccc2Nc2cc(Cl)ccc21,3.73,
272,3125,CCCC(C)C(=O)Nc1ccc(C)c(Cl)c1,4.31,
273,12077,O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,3.36,
274,1714,CC(C)CC(NC(=O)C(CC(C)C)NC(=O)C([NH3+])CO)C(=O)[O-],-2.03,
275,9107,Cc1cnc2ccccn2c1=O,0.77,
276,6328,CNC12CC(O)CCC1CCc1ccccc12,2.37,
277,7034,COP(=O)(OC)c1ccccc1,0.95,
278,9537,Clc1ccc(CSc2ncccn2)cc1Cl,4.33,
279,389,C=CCN(N=O)C(=O)NCCCCC(NC(C)=O)C(=O)NCc1ccccc1,1.62,
280,13385,Oc1ccccc1C(F)(F)F,2.8,
281,2199,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1c(F)c(F)cc(F)c1F,5.46,
282,12701,O=[N+]([O-])c1cccc(C(F)(F)F)c1,2.62,
283,12881,O=c1[nH]c2c(O)ccc(CCNCCSCCCOCCc3ccc(NS(=O)(=O)c4ccccc4)cc3)c2s1,3.52,
284,13347,Oc1ccc(O)n1-c1ccccc1,0.06,
285,9902,FC(F)OC(Cl)C(F)(F)F,2.06,
286,40,Brc1ccccc1Br,3.64,
287,3813,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,4.75,
288,4217,CCN(C)C,0.7,
289,13858,CCC(C)(C)CC,,2.56
290,2388,CC1=CCC(C(C)(C)O)CC1O,1.81,
291,8366,Cc1cc(=O)n(-c2ccccc2)n1C,0.38,
292,13661,c1ccc2c(c1)[nH]c(=NCCCN1CCN(CCCN=c3[nH]c4ccccc4n4cccc34)CC1)c1cccn12,2.52,
293,13737,c1ccnnc1,-0.72,
294,13673,c1ccc2c(c1)ccc1c3ccc4ccccc4c3[nH]c21,6.4,
295,10452,NC(=O)CCCc1cccnc1,-0.08,
296,4725,CCOC(=O)CCOc1ccc(-n2sc3ccccc3c2=O)cc1,3.59,
297,2770,CCC(C)C(N)C(=O)NC(CCSC)C(=O)NC(Cc1ccccc1)C(=O)O,1.28,
298,10352,N=c1ccn(C2CC(F)C(CO)O2)c(=O)[nH]1,-0.89,
299,2432,CC1=NS(=O)(=O)c2cnccc2N1C,-0.8,
300,3593,CCCCCCn1cc(C)c(=O)[nH]c1=O,1.93,
301,871,CC(=O)Nc1cc(C)c(C)c(C)c1,2.5,
302,10165,N#Cc1cnccn1,-0.01,
303,7596,COc1ccc(OC)cc1,2.04,
304,9391,Clc1cc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl,7.44,
305,4636,CCOC(=O)C(CC)n1nc2ccccc2n1,2.88,
306,441,C=CCOc1ccccc1OCC(CNC(C)C)OC(=O)CCC,3.95,
307,13915,CC(C)CCC(C)(C)C,,2.93
308,10472,NC(=O)COCc1ccco1,-0.11,
309,11268,O=C(CCl)Nc1ccc2nn(C3CCCC3)nc2c1,2.78,
310,2721,CCC(C(=O)OCc1ccccc1C)C(CO)Cc1cncn1C,2.42,
311,8513,Cc1cc2c(cc1C)C(=O)C=CC2=O,2.49,
312,11834,O=C(O)Cc1ccccc1O,0.85,
313,9971,N#CC(=Cc1ccccc1)C(N)=O,1.56,
314,5499,CN(C(=O)c1c(F)c(F)c(F)c(F)c1F)C(C)(C)C,3.45,
315,307,C=CC(=O)NCCCN1CCSCC1,0.54,
316,6552,COC(=O)COc1cc2occ(-c3csc(C)n3)c(=O)c2cc1C,3.9,
317,3559,CCCCCCOCCO,1.86,
318,11467,O=C(NC[C@@H]1CCCO1)c1sc2ccccc2c1Cl,3.56,
319,10631,NC(=S)Nc1ccccc1,0.71,
320,10884,NS(=O)(=O)c1cc2c(cc1Cl)NC(CC1CCCC1)NS2(=O)=O,1.27,
321,10680,NC(Cc1ccc(O)cc1)C(=O)O,-2.04,
322,6307,CNC(=S)NC12CC3CC(CC(C3)C1)C2,2.67,
323,5648,CN(C)C(N(C)C)=S(I)c1ccc(S(=O)(=O)N(C)C)cc1,-0.81,
324,13920,CC(=O)CO[N+](=O)[O-],,-5.99
325,4342,CCN(CC)Cc1ccc(C(=O)Nc2ccccc2)cc1,3.49,
326,9386,Clc1cc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)cc1Cl,7.28,
327,3140,CCCC(CCC)C(=O)O,2.75,
328,11700,O=C(O)CCSC1=NS(=O)(=O)c2cc(Cl)ccc2N1,1.43,
329,9141,Cc1nc(-c2ccccn2)no1,0.79,
330,1179,CC(=O)Oc1ccccc1C(F)(F)F,2.59,
331,7558,COc1ccc(NC(=O)Cc2ccccc2)cc1,2.49,
332,3796,CCCCOC(=O)n1cnc(CSCCN=C(NC)NC#N)c1C,2.15,
333,4986,CCOP(=O)(OCC)Oc1ccccc1,1.64,
334,4908,CCOC(CNC(=O)C1(O)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C)OCC,2.65,
335,6891,COCCCN=c1[nH]cc(-c2ccncc2)cc1C#N,2.03,
336,8869,Cc1cccc(C)c1C(=O)O,2.21,
337,8332,Cc1c2cc[nH]cc2cc2c1nc1ccccc12,4.06,
338,10112,N#Cc1ccc(NC(=O)N=C(N)N)cc1Cl,1.9,
